x
10058
10019
10034
10091
9956
9958
10104
9938
10003
10118
9999
10152
10060
10037
9983
9972
9932
9937
10003
9953
10053
10066
10055
9960
10080
10088
10008
9982
10009
10060
10108
10053
10015
10029
10023
10252
10061
10104
10040
9964
10153
10057
10047
9993
10101
10184
10003
10067
10082
10042
10025
10127
10099
10036
10019
9998
9998
10045
9997
10083
10060
9965
10023
10088
10074
9972
10072
10022
9962
10108
10013
10021
10081
10005
10102
9914
10074
10064
10072
10089
10096
9957
10057
9996
10137
9858
10037
10011
10160
10023
9989
9961
9972
10141
10010
10068
10116
10007
10151
9937
