prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skat_int_p skat_ext_p skat_all_p iecat_p_syn skat_int_p_syn skat_ext_p_syn skat_all_p_syn
0.819393252410211 0.985115760221554 0.81933302155929 0.994907313506263 0.985115768294858 0.73300154664784 0.393129653472095 0.626862257726542 0.718130192763333 0.461788884739891 0.382140094516266 0.359231404110009 0.470753948863768
0.0612991614769129 0.682523968170303 0.0609398119663108 0.65484249216344 0.682528751749223 0.401425343168686 0.253029413997622 0.480147447054501 0.692254558377616 0.630759407970852 0.67223774637087 0.000491365190906867 0.00455741305532054
0.732135513151466 0.9277436233115 0.732248497719214 0.850995956433044 0.927743514473295 0.559442455326733 0.56352832289677 0.00760658362473376 0.0987102174525624 0.7401883377635 0.706778376614247 0.321168283903395 0.418365593277271
0.275623256865077 0.259613424990119 0.276331651564585 0.243493682206371 0.259771548212367 0.869881679018031 0.93326085623198 0.00317066528473864 0.0539545798171144 0.481011689172729 0.548832559826637 0.0200148171580367 0.389008422154522
0.409811045659137 0.37878321048538 0.410374177318783 0.368505182074659 0.378808208986664 0.318927792843733 0.183242678526708 0.0580955724757454 0.0683945370363972 0.640553508709163 0.573183703961656 0.535241674412467 0.780104882358264
0.506330386651629 0.95448095008396 0.505858098474401 0.950846396036974 0.954481216353863 0.0334285208407272 0.080941463886421 0.0664592762947754 0.0686445454616019 0.853028761172904 0.873671207640679 0.854802266501008 1
0.643026491641878 0.832144555422547 0.642860468302558 0.807367501649015 0.832143155115564 0.844557665752233 0.598021997293629 0.243820116737558 0.505929109192041 1 1 0.137113587254688 0.557934433837918
0.422319381115938 0.644497914195381 0.421821192785851 0.677083138703731 0.644515377753579 0.917602537871426 0.938290034151595 0.00101573039937242 0.0455434242590281 0.351878891235352 0.505221702116514 0.0166182867180084 0.183633509046822
0.0123442783033908 0.540809188395984 0.0126443917240749 0.590107168337388 0.540897487635189 0.436416597692271 0.513179886320662 2.16925281593117e-05 0.00195047013846728 0.452698140405147 0.278192527985824 0.754901315519759 0.923774757221948
0.44470340829147 0.243760177439026 0.445094561517683 0.2364391811088 0.243890572581461 0.923579443677338 0.860520618273131 0.0947820257064141 0.560073083904483 0.21580894714493 0.313433996796976 0.820804950223837 0.642670255642491
0.301900427006753 0.376869963307458 0.301363075128124 0.419365639896525 0.376866875441213 0.309684119648766 0.824771242936363 0.0049634116458952 0.120619406913743 0.822646831963415 0.739629623893718 0.000348003522828155 0.113794940615519
0.930971840104983 0.360486897196151 0.930964310652374 0.360484892328953 0.360484892329076 0.889794234326855 0.900921004199163 0.186573266042557 0.866233314095652 0.627118239069038 0.603921426724415 0.036129591228386 0.654652071306396
0.620877409729536 0.0475656052679097 0.621078301881628 0.0468312014923297 0.0477739625655186 0.540515570493846 0.452032667510028 0.00417674291872361 0.48457853317187 0.112751810741168 0.0770249627814859 0.544967816753446 0.240403319315372
0.486576741739168 0.730795487451354 0.486904224732524 0.798926307932018 0.73081332351862 0.438641152496762 0.665274807253768 0.000160430623570074 0.00200686217975266 0.163118088275112 0.106020032427758 0.052383551412576 0.0457639864384941
0.430517239206125 0.10717165440379 0.430038618186233 0.0988728562640072 0.107370408593938 0.381646151956229 0.409956557402914 0.028082236708811 0.338437540885135 0.00291645895220716 0.00733369321297006 0.0249754365373102 0.0135816859455568
0.256075119845641 0.151919182778589 0.256762207922288 0.161340279740188 0.152053127251993 0.586538748761075 0.656392242628771 3.61324895380433e-05 0.00383152990269042 0.698610213986103 0.820587215157243 0.500933589828873 0.632524508760997
0.130973398824395 0.675804638264038 0.13044165705768 0.739419817695945 0.675790417388977 0.760636244781313 0.821666579299314 0.0704464579924442 0.277628043682116 1 1 8.48512142785918e-05 0.235524715755288
0.0687922303892985 0.255021977839663 0.0695115104915305 0.262629881847777 0.255193726724053 0.39267607564204 0.293001015773977 7.91600176852647e-07 0.000826804221524591 0.648992972214823 0.695782470434774 0.0330576616364082 0.192418624831973
0.266445662433885 0.466863264181806 0.265856079149976 0.437040354018268 0.466963710110837 0.330417393192873 0.351637030773945 0.563868276401131 0.667021935129551 0.634588078438602 0.65416310149576 0.00797226359193981 0.802467881021868
0.72489558798339 0.544652803692522 0.72501942135379 0.485185401336573 0.54468298595653 0.207491663900606 0.221317216185431 0.174795851725534 0.506402803670211 0.357895357159528 0.797222560476883 0.013066082743026 0.81473971977404
0.00994349358527759 0.198649027614615 0.0103723495695913 0.205261683160167 0.19880650880807 0.699603390781383 0.683640138579079 0.00666692376364664 0.0375547083209271 0.819637581414065 0.852723331755029 0.480197012245057 0.363154445648184
0.460078034174393 0.843053228558849 0.459714055218169 0.843057351562031 0.843057351561914 0.709011707935054 0.600775707707157 0.763206325083889 1 0.477704475567132 0.593748851534839 0.000520996315965361 0.121908964839858
0.808536535214883 0.987156216540106 0.808612452298319 0.946081374615688 0.987156189997557 0.707604217874994 0.886868045118017 0.166174178990647 0.210394608328294 1 0.671198481641401 0.678972497364487 0.716137559093991
0.31783490929409 0.503906177280237 0.317442294895271 0.480689879224214 0.503938140763377 0.832370675158956 0.838336668668848 0.102577182199111 0.457147148619884 0.902429470358389 1 0.000172803089717455 0.0104970245476858
0.49722797843354 0.375268768220591 0.496946375097056 0.304925446682596 0.37527998889363 0.374081539761018 0.539037930393132 0.0779766034185283 0.0463085448362096 1 0.87381945955671 0.0352329708410232 0.180455516295486
0.0197077637731366 0.902287062083064 0.020153034903189 0.90228669409066 0.902286694090799 0.535232101893398 0.539845105140047 4.41482607327348e-06 0.0158351495031531 0.546255257606948 0.729614768308984 0.578360947589478 0.673337758391703
0.739985714263996 0.722710431976435 0.740124930765097 0.729525780793704 0.722714795087667 0.704323408204611 0.886783096393652 0.785594965982683 0.925981379668562 0.809743806934055 1 0.715822189166398 0.828961865497705
0.0987013036012749 0.330083068216747 0.0994004803480646 0.330133778930107 0.330133778930169 0.84293107208405 0.916218999730392 0.0176473457977043 0.0351031741325059 0.643547708118685 0.452824143954281 0.358840201928594 0.361281865177014
0.245910175252332 0.217738210231071 0.246687945154326 0.192898902024251 0.217828763336449 0.400138091559185 0.181682561677608 2.06289358685163e-05 0.00166801774253955 0.61519858554776 0.644706825660057 0.501998772379523 0.811008266260343
0.461351723368838 0.0125927451737347 0.46101776109927 0.0114005469608258 0.0127094811006863 0.553459729771898 0.720429087948712 0.0298589742114067 0.158034862992285 0.491636311882085 0.177862270308946 0.107791071079962 0.0311297102246827
0.919036491227313 0.62244072683197 0.919046549061039 0.622502608353226 0.622502608353164 0.120349214047894 0.174502945681186 0.00475698981524342 0.00644523670066244 0.579090374097098 0.531030821853943 0.00675692929046545 0.00618570971754484
0.981269250116076 0.956786542904457 0.981269858780007 0.893645635078582 0.956786524432625 0.780936904176997 0.863857270271388 0.17999682133814 0.477383601341149 0.739936949889617 1 0.412493879217581 0.520659665251832
0.0156628642334816 0.234191781221089 0.0154762063634952 0.192176256733253 0.23428257615938 0.874645141607992 0.8780883342491 0.633636936138324 0.729188682633747 0.599050693723532 0.671464106745951 0.00378897918421239 0.00752826569770415
0.227645282281747 0.497453905789644 0.227004659709191 0.513761778539807 0.49743311375321 0.321595375203817 0.20573905505986 0.227434225469377 0.147664049633362 0.910527177518707 1 0.915573869694186 1
0.884155003367387 0.990274289357329 0.884133649689784 0.83475449764726 0.990274283075334 0.0953630976402748 0.0813214435410737 0.511095014775353 0.709626661067997 0.763078113152987 0.525939544806094 0.453902591228248 0.548091581906914
0.0798799642551175 0.392012489346934 0.0808049338384393 0.325947094198222 0.392110026284395 0.455265050147983 0.869712579695562 0.000181655442296758 0.0774892135934614 0.168562496137024 0.0822935593227944 0.457013705973908 0.843845012249276
0.514093770939585 0.706932499524703 0.513773556452456 0.662072683562592 0.706933914622436 0.659101861414014 0.575151665496034 0.518682281566669 0.478470790016102 0.606924807089002 0.566430356381448 0.0319203320338649 0.384754479111264
