Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
679,327,1431,680,1358,654,73,26,2.07645259938838,2.10441176470588,0.870239835161856
636,328,1293,636,1272,656,21,-20,1.9390243902439,2.03301886792453,0.570943296080241
597,338,1247,677,1194,676,53,1,1.76627218934911,1.84194977843427,0.614074826843937
623,291,1142,662,1246,582,-104,80,2.14089347079038,1.72507552870091,0.0118224350593666
614,296,1242,659,1228,592,14,67,2.07432432432432,1.88467374810319,0.261772086971352
622,323,1246,672,1244,646,2,26,1.92569659442724,1.85416666666667,0.650608346446335
612,352,1298,702,1224,704,74,-2,1.73863636363636,1.84900284900285,0.451518975507196
665,284,1319,660,1330,568,-11,92,2.34154929577465,1.99848484848485,0.0626322949246595
647,311,1301,705,1294,622,7,83,2.08038585209003,1.84539007092199,0.149388886673553
635,310,1293,630,1270,620,23,10,2.04838709677419,2.05238095238095,0.981636884938833
613,362,1248,626,1226,724,22,-98,1.69337016574586,1.99361022364217,0.048093931214224
574,320,1318,595,1148,640,170,-45,1.79375,2.21512605042017,0.0138818851914656
630,300,1304,641,1260,600,44,41,2.1,2.03432137285491,0.708781893521534
616,336,1213,706,1232,672,-19,34,1.83333333333333,1.71813031161473,0.432129516232169
611,337,1254,687,1222,674,32,13,1.81305637982196,1.82532751091703,0.93508425348674
677,300,1274,631,1354,600,-80,31,2.25666666666667,2.01901743264659,0.188031242714251
645,295,1287,632,1290,590,-3,42,2.1864406779661,2.03639240506329,0.404601996896763
676,337,1345,683,1352,674,-7,9,2.00593471810089,1.9692532942899,0.820949279440952
673,345,1268,700,1346,690,-78,10,1.95072463768116,1.81142857142857,0.361239424906545
634,321,1289,638,1268,642,21,-4,1.97507788161994,2.02037617554859,0.786985180506254
603,300,1201,650,1206,600,-5,50,2.01,1.84769230769231,0.325663579481053
614,285,1261,705,1228,570,33,135,2.15438596491228,1.7886524822695,0.0292635480508088
639,339,1289,751,1278,678,11,73,1.88495575221239,1.71637816245007,0.248789940970917
628,301,1199,699,1256,602,-57,97,2.08637873754153,1.71530758226037,0.0202830929140548
664,301,1255,602,1328,602,-73,0,2.20598006644518,2.08471760797342,0.507252219057901
638,329,1223,722,1276,658,-53,64,1.93920972644377,1.69390581717452,0.100364939408257
651,326,1285,660,1302,652,-17,8,1.99693251533742,1.9469696969697,0.760178753357517
540,336,1268,656,1080,672,188,-16,1.60714285714286,1.93292682926829,0.0293518587676988
623,289,1278,580,1246,578,32,2,2.15570934256055,2.20344827586207,0.801347325480957
