Lower,Upper,Expected_var-Fun 120%,Expected_var-Fun 100%,Expected_var-Fun 99%,Expected_var-Fun 95%,Expected_var-Fun 90%,Expected_var-Fun 80%,Expected_var-Syn 100%,Expected_var-Syn 99%,Expected_var-Syn 95%,Expected_var-Syn 90%,Expected_var-Syn 80%
1,1,577.746049573788,481.45504131149,476.640490898375,457.382289245916,433.309537180341,385.164033049192,204.31750807565,202.274332994894,194.101632671868,183.885757268085,163.45400646052
2,2,185.715173406952,154.762644505793,153.215018060735,147.024512280503,139.286380055214,123.810115604634,69.3323728229442,68.6390490947147,65.865754181797,62.3991355406498,55.4658982583554
3,5,173.447090232834,144.539241860695,143.093849442088,137.312279767661,130.085317674626,115.631393488556,69.7021704902091,69.005148785307,66.2170619656986,62.7319534411882,55.7617363921673
6,10,71.5559321225906,59.6299434354922,59.0336440011373,56.6484462637176,53.666949091943,47.7039547483937,32.1018977169213,31.7808787397521,30.4968028310752,28.8917079452292,25.6815181735371
11,20,37.2923756138402,31.0769796782002,30.7662098814182,29.5231306942902,27.9692817103802,24.8615837425602,18.7486820171069,18.5611951969358,17.8112479162515,16.8738138153962,14.9989456136855
21,200,33.2815903050591,27.7346585875492,27.4573120016737,26.3479256581718,24.9611927287943,22.1877268700394,21.138176811796,20.9267950436781,20.0812679712062,19.0243591306164,16.9105414494368
201,400,0.431484169353374,0.359570141127811,0.355974439716533,0.341591634071421,0.32361312701503,0.287656112902249,0.472489680173122,0.467764783371391,0.448865196164466,0.42524071215581,0.377991744138498
