rep,gene,case_fun,case_syn,control_fun,control_syn
17,CLEC17A,19,11,88,32
17,DDX39A,20,6,86,47
17,DNAJB1,15,6,87,41
17,GIPC1,13,5,74,26
17,NDUFB7,3,7,18,36
17,PKN1,26,18,233,104
17,PTGER1,12,4,70,28
17,TECR,14,7,39,34
17,ZNF333,16,12,93,81
18,ADGRE2,16,14,137,105
18,ADGRE3,27,15,121,63
18,ADGRE5,31,18,133,94
18,CLEC17A,22,9,102,31
18,DDX39A,16,6,53,37
18,DNAJB1,9,5,48,31
18,GIPC1,8,4,70,8
18,NDUFB7,5,0,40,8
18,PKN1,22,25,185,126
18,PTGER1,4,14,28,76
18,TECR,23,8,90,42
18,ZNF333,31,19,149,121
19,ADGRE2,28,15,158,97
19,ADGRE3,29,23,116,129
19,ADGRE5,32,9,185,70
19,CLEC17A,9,2,63,34
19,DDX39A,17,7,75,51
19,DNAJB1,14,6,62,45
19,GIPC1,10,3,73,41
19,NDUFB7,5,1,14,13
19,PKN1,30,23,175,212
19,PTGER1,18,4,103,47
19,TECR,16,5,62,33
19,ZNF333,25,11,116,42
20,ADGRE2,28,15,103,97
20,ADGRE3,29,12,150,93
20,ADGRE5,40,27,169,119
20,CLEC17A,13,9,103,47
20,DDX39A,6,8,85,53
20,DNAJB1,5,1,56,22
20,GIPC1,13,6,62,40
20,NDUFB7,2,0,32,0
20,PKN1,23,23,171,115
20,PTGER1,4,12,46,60
20,TECR,11,4,64,38
20,ZNF333,33,8,197,65
21,ADGRE2,21,14,153,105
21,ADGRE3,21,15,107,71
21,ADGRE5,53,10,122,90
21,CLEC17A,11,6,73,32
21,DDX39A,13,9,48,66
21,DNAJB1,5,4,42,33
21,GIPC1,9,5,37,44
21,NDUFB7,2,7,15,41
21,PKN1,17,19,125,121
21,PTGER1,11,8,71,25
21,TECR,11,1,84,36
21,ZNF333,30,11,182,55
22,ADGRE2,29,10,161,73
22,ADGRE3,29,17,118,83
22,ADGRE5,41,12,169,90
22,CLEC17A,6,5,38,30
22,DDX39A,10,5,68,36
22,DNAJB1,12,7,67,56
22,GIPC1,6,17,49,66
22,NDUFB7,4,3,24,29
22,PKN1,29,13,164,94
22,PTGER1,10,6,64,60
22,TECR,17,10,43,53
22,ZNF333,26,12,147,91
23,ADGRE2,22,9,151,69
23,ADGRE3,41,8,170,64
23,ADGRE5,21,13,142,74
23,CLEC17A,3,5,44,39
23,DDX39A,14,7,94,34
23,DNAJB1,15,7,78,57
23,GIPC1,16,1,98,17
23,NDUFB7,0,4,12,27
23,PKN1,18,34,129,152
23,PTGER1,10,8,94,53
23,TECR,17,9,51,64
23,ZNF333,19,4,154,77
24,ADGRE2,24,8,172,60
24,ADGRE3,42,10,120,69
24,ADGRE5,23,12,110,84
24,CLEC17A,18,3,61,41
24,DDX39A,11,7,75,75
24,DNAJB1,6,3,54,23
24,GIPC1,17,5,101,45
24,NDUFB7,5,0,49,5
24,PKN1,39,17,240,112
24,PTGER1,9,6,80,44
24,TECR,14,9,65,66
24,ZNF333,27,15,161,64
25,ADGRE2,7,6,121,59
25,ADGRE3,30,14,86,76
25,ADGRE5,43,15,178,97
25,CLEC17A,3,4,62,39
25,DDX39A,9,12,105,61
25,DNAJB1,10,5,44,46
25,GIPC1,19,11,73,38
25,NDUFB7,12,5,45,24
25,PKN1,27,12,198,91
25,PTGER1,13,7,115,44
25,TECR,17,10,85,34
25,ZNF333,23,5,154,77
26,ADGRE2,24,12,158,71
26,ADGRE3,37,15,90,123
26,ADGRE5,39,15,130,77
26,CLEC17A,10,8,77,54
26,DDX39A,5,6,31,31
26,DNAJB1,10,7,98,31
26,GIPC1,13,9,88,45
26,NDUFB7,1,0,31,5
26,PKN1,26,14,189,146
26,PTGER1,8,6,83,60
26,TECR,12,7,61,58
26,ZNF333,27,5,202,46
27,ADGRE2,27,13,160,96
27,ADGRE3,27,15,114,54
27,ADGRE5,48,13,211,102
27,CLEC17A,12,9,43,56
27,DDX39A,11,4,69,39
27,DNAJB1,12,7,61,21
27,GIPC1,15,5,104,30
27,NDUFB7,7,3,33,5
27,PKN1,33,20,176,119
27,PTGER1,8,12,78,54
27,TECR,16,9,80,54
27,ZNF333,25,15,174,74
28,ADGRE2,23,16,141,111
28,ADGRE3,39,7,122,67
28,ADGRE5,45,15,120,142
28,CLEC17A,19,8,108,46
28,DDX39A,13,3,75,23
28,DNAJB1,9,7,43,58
28,GIPC1,6,9,32,52
28,NDUFB7,10,2,39,11
28,PKN1,28,20,227,117
28,PTGER1,14,9,69,78
28,TECR,10,0,58,27
28,ZNF333,30,14,161,101
29,ADGRE2,30,21,135,159
29,ADGRE3,35,12,182,65
29,ADGRE5,53,11,182,110
29,CLEC17A,11,6,62,58
29,DDX39A,20,4,74,28
29,DNAJB1,15,2,121,14
29,GIPC1,19,7,68,33
29,NDUFB7,9,4,42,17
29,PKN1,24,18,187,120
29,PTGER1,10,14,66,57
29,TECR,19,5,66,37
29,ZNF333,20,5,114,35
30,ADGRE2,26,18,165,79
30,ADGRE3,38,23,176,111
30,ADGRE5,36,11,190,80
30,CLEC17A,10,6,58,35
30,DDX39A,10,8,61,67
30,DNAJB1,13,12,86,53
30,GIPC1,5,0,53,9
30,NDUFB7,2,2,26,5
30,PKN1,21,5,195,69
30,PTGER1,8,9,76,45
30,TECR,10,4,62,55
30,ZNF333,25,8,173,60
31,ADGRE2,28,12,197,89
31,ADGRE3,40,11,166,97
31,ADGRE5,35,22,131,135
31,CLEC17A,13,3,102,13
31,DDX39A,5,9,57,62
31,DNAJB1,6,6,67,43
31,GIPC1,15,5,88,38
31,NDUFB7,5,3,32,4
31,PKN1,27,17,179,87
31,PTGER1,8,4,44,46
31,TECR,17,4,107,49
31,ZNF333,22,17,144,89
32,ADGRE2,22,17,166,117
32,ADGRE3,27,4,143,56
32,ADGRE5,34,19,146,128
32,CLEC17A,11,6,100,38
32,DDX39A,10,13,74,60
32,DNAJB1,5,4,72,26
32,GIPC1,16,6,101,37
32,NDUFB7,1,0,12,11
32,PKN1,24,19,165,202
32,PTGER1,8,4,66,16
32,TECR,14,2,51,17
32,ZNF333,18,11,123,72
33,ADGRE2,28,28,194,158
33,ADGRE3,36,10,192,98
33,ADGRE5,38,22,184,130
33,CLEC17A,8,6,64,23
33,DDX39A,15,8,87,51
33,DNAJB1,6,5,61,26
33,GIPC1,12,6,58,47
33,NDUFB7,1,5,10,16
33,PKN1,22,14,184,81
33,PTGER1,6,12,90,57
33,TECR,6,3,26,21
33,ZNF333,15,13,166,49
34,ADGRE2,30,13,177,113
34,ADGRE3,50,11,106,55
34,ADGRE5,54,9,202,81
34,CLEC17A,4,11,69,47
34,DDX39A,8,3,76,22
34,DNAJB1,3,6,85,35
34,GIPC1,13,10,40,71
34,NDUFB7,4,7,24,46
34,PKN1,35,14,202,81
34,PTGER1,9,9,57,47
34,TECR,5,7,49,51
34,ZNF333,18,10,123,55
35,ADGRE2,39,14,208,98
35,ADGRE3,46,8,196,77
35,ADGRE5,39,19,131,90
35,CLEC17A,11,8,80,46
35,DDX39A,17,3,70,37
35,DNAJB1,13,6,62,43
35,GIPC1,7,7,46,39
35,NDUFB7,5,0,28,9
35,PKN1,26,9,172,102
35,PTGER1,6,10,45,66
35,TECR,22,1,56,20
35,ZNF333,26,13,190,96
36,ADGRE2,34,12,225,79
36,ADGRE3,23,6,103,70
36,ADGRE5,35,28,165,178
36,CLEC17A,5,3,60,38
36,DDX39A,13,9,86,54
36,DNAJB1,10,4,41,28
36,GIPC1,11,6,88,31
36,NDUFB7,1,1,16,13
36,PKN1,14,26,119,140
36,PTGER1,9,15,63,93
36,TECR,10,6,28,30
36,ZNF333,21,10,141,83
37,ADGRE2,30,8,169,68
37,ADGRE3,34,10,110,72
37,ADGRE5,44,10,196,101
37,CLEC17A,15,11,79,50
37,DDX39A,14,12,114,80
37,DNAJB1,9,10,59,29
37,GIPC1,5,3,44,58
37,NDUFB7,7,1,35,13
37,PKN1,24,21,174,135
37,PTGER1,10,3,38,30
37,TECR,3,5,43,30
37,ZNF333,23,10,121,47
38,ADGRE2,32,16,204,70
38,ADGRE3,39,16,201,102
38,ADGRE5,40,6,196,63
38,CLEC17A,12,8,54,12
38,DDX39A,11,4,72,57
38,DNAJB1,7,15,52,95
38,GIPC1,8,2,37,31
38,NDUFB7,3,1,14,9
38,PKN1,23,10,163,62
38,PTGER1,9,8,76,77
38,TECR,16,1,37,30
38,ZNF333,25,5,177,28
39,ADGRE2,28,12,151,75
39,ADGRE3,37,14,161,119
39,ADGRE5,47,15,181,93
39,CLEC17A,11,1,65,32
39,DDX39A,9,7,57,41
39,DNAJB1,7,8,38,25
39,GIPC1,5,8,39,42
39,NDUFB7,10,0,26,26
39,PKN1,32,16,154,118
39,PTGER1,17,2,41,26
39,TECR,18,4,92,31
39,ZNF333,23,11,170,57
40,ADGRE2,26,10,195,91
40,ADGRE3,35,22,118,127
40,ADGRE5,26,23,152,145
40,CLEC17A,11,9,82,43
40,DDX39A,15,7,88,57
40,DNAJB1,8,11,34,53
40,GIPC1,13,5,45,24
40,NDUFB7,4,4,34,24
40,PKN1,34,12,195,88
40,PTGER1,3,15,52,96
40,TECR,23,4,49,28
40,ZNF333,18,11,149,66
41,ADGRE2,30,14,203,108
41,ADGRE3,28,6,170,45
41,ADGRE5,42,18,177,119
41,CLEC17A,9,2,63,27
41,DDX39A,8,13,56,73
41,DNAJB1,16,0,89,28
41,GIPC1,6,4,48,43
41,NDUFB7,2,3,8,26
41,PKN1,35,15,160,109
41,PTGER1,15,7,71,34
41,TECR,18,5,89,20
41,ZNF333,13,24,163,152
42,ADGRE2,26,9,165,90
42,ADGRE3,23,15,157,101
42,ADGRE5,29,16,148,126
42,CLEC17A,7,4,74,29
42,DDX39A,18,6,100,14
42,DNAJB1,7,10,67,55
42,GIPC1,4,7,45,48
42,NDUFB7,1,3,9,17
42,PKN1,16,11,143,78
42,PTGER1,10,17,70,98
42,TECR,12,3,47,24
42,ZNF333,26,7,161,49
43,ADGRE2,20,16,166,89
43,ADGRE3,37,6,112,62
43,ADGRE5,50,10,192,66
43,CLEC17A,15,5,59,54
43,DDX39A,9,1,74,29
43,DNAJB1,1,6,43,25
43,GIPC1,6,2,58,24
43,NDUFB7,3,5,11,20
43,PKN1,28,17,180,103
43,PTGER1,9,15,56,112
43,TECR,20,5,59,27
43,ZNF333,27,12,195,45
44,ADGRE2,13,23,114,120
44,ADGRE3,43,3,184,28
44,ADGRE5,36,9,147,81
44,CLEC17A,18,7,95,85
44,DDX39A,11,8,117,47
44,DNAJB1,13,5,89,61
44,GIPC1,9,6,68,42
44,NDUFB7,11,1,26,4
44,PKN1,21,11,146,90
44,PTGER1,6,8,51,75
44,TECR,19,2,106,22
44,ZNF333,21,5,132,74
45,ADGRE2,22,9,173,56
45,ADGRE3,27,20,142,98
45,ADGRE5,42,20,156,122
45,CLEC17A,12,4,70,27
45,DDX39A,11,7,72,24
45,DNAJB1,11,6,88,34
45,GIPC1,10,6,88,38
45,NDUFB7,2,2,19,29
45,PKN1,31,20,182,117
45,PTGER1,10,12,69,38
45,TECR,11,0,87,19
45,ZNF333,20,9,120,56
46,ADGRE2,30,5,202,53
46,ADGRE3,39,8,109,66
46,ADGRE5,42,20,105,120
46,CLEC17A,16,3,89,26
46,DDX39A,15,6,70,17
46,DNAJB1,8,1,83,31
46,GIPC1,5,10,69,56
46,NDUFB7,9,2,35,4
46,PKN1,13,13,153,92
46,PTGER1,14,8,81,26
46,TECR,20,7,73,36
46,ZNF333,30,22,164,105
47,ADGRE2,22,14,227,87
47,ADGRE3,14,19,66,123
47,ADGRE5,32,14,160,79
47,CLEC17A,11,6,110,21
47,DDX39A,13,7,108,52
47,DNAJB1,11,10,71,44
47,GIPC1,4,6,59,30
47,NDUFB7,3,0,29,14
47,PKN1,18,24,173,113
47,PTGER1,12,7,99,27
47,TECR,15,5,72,45
47,ZNF333,18,6,83,51
48,ADGRE2,24,10,172,105
48,ADGRE3,31,10,94,53
48,ADGRE5,56,11,189,94
48,CLEC17A,9,4,74,35
48,DDX39A,26,13,109,59
48,DNAJB1,7,5,48,30
48,GIPC1,7,7,46,64
48,NDUFB7,7,2,45,19
48,PKN1,14,16,164,119
48,PTGER1,12,13,77,46
48,TECR,9,13,64,85
48,ZNF333,47,7,236,58
49,ADGRE2,27,13,163,78
49,ADGRE3,45,16,127,104
49,ADGRE5,44,14,163,97
49,CLEC17A,21,6,102,66
49,DDX39A,17,2,102,46
49,DNAJB1,8,4,65,21
49,GIPC1,4,10,39,48
49,NDUFB7,0,2,15,15
49,PKN1,30,12,178,124
49,PTGER1,8,6,69,58
49,TECR,9,4,44,61
49,ZNF333,14,4,136,47
50,ADGRE2,20,9,173,70
50,ADGRE3,35,16,144,90
50,ADGRE5,42,16,160,93
50,CLEC17A,20,8,90,42
50,DDX39A,14,2,89,21
50,DNAJB1,12,8,47,49
50,GIPC1,10,11,50,40
50,NDUFB7,4,5,14,32
50,PKN1,27,17,183,120
50,PTGER1,13,7,107,51
50,TECR,10,3,35,36
50,ZNF333,30,7,166,69
51,ADGRE2,28,8,172,78
51,ADGRE3,23,24,93,88
51,ADGRE5,40,11,177,83
51,CLEC17A,6,4,79,73
51,DDX39A,13,5,78,34
51,DNAJB1,11,7,71,44
51,GIPC1,16,2,35,31
51,NDUFB7,4,0,50,3
51,PKN1,36,29,190,117
51,PTGER1,10,16,86,73
51,TECR,10,6,67,24
51,ZNF333,28,4,145,37
52,ADGRE2,23,13,137,100
52,ADGRE3,45,10,142,72
52,ADGRE5,37,19,136,82
52,CLEC17A,12,2,71,36
52,DDX39A,9,12,87,74
52,DNAJB1,12,9,45,35
52,GIPC1,9,10,62,37
52,NDUFB7,5,0,24,4
52,PKN1,21,14,180,120
52,PTGER1,11,7,66,40
52,TECR,10,12,45,55
52,ZNF333,15,2,127,37
53,ADGRE2,20,26,100,202
53,ADGRE3,23,7,92,61
53,ADGRE5,49,13,190,78
53,CLEC17A,7,10,58,67
53,DDX39A,20,4,105,44
53,DNAJB1,12,4,66,22
53,GIPC1,7,3,48,39
53,NDUFB7,2,1,15,6
53,PKN1,32,18,192,109
53,PTGER1,18,2,122,23
53,TECR,10,3,43,26
53,ZNF333,24,4,139,29
54,ADGRE2,20,14,139,110
54,ADGRE3,25,12,104,58
54,ADGRE5,38,6,174,64
54,CLEC17A,8,10,52,65
54,DDX39A,19,9,122,65
54,DNAJB1,7,6,43,42
54,GIPC1,8,7,52,35
54,NDUFB7,0,0,12,16
54,PKN1,37,12,284,90
54,PTGER1,9,9,50,52
54,TECR,19,5,85,35
54,ZNF333,33,3,191,51
55,ADGRE2,35,22,223,123
55,ADGRE3,25,10,92,66
55,ADGRE5,48,15,193,96
55,CLEC17A,10,0,56,17
55,DDX39A,19,10,98,40
55,DNAJB1,9,5,78,24
55,GIPC1,8,4,53,44
55,NDUFB7,5,5,34,13
55,PKN1,18,15,154,128
55,PTGER1,7,9,43,73
55,TECR,16,3,65,28
55,ZNF333,23,21,132,112
56,ADGRE2,32,27,148,153
56,ADGRE3,46,7,186,85
56,ADGRE5,49,12,142,58
56,CLEC17A,12,9,64,57
56,DDX39A,4,3,71,53
56,DNAJB1,3,3,62,28
56,GIPC1,15,7,78,33
56,NDUFB7,1,1,17,7
56,PKN1,15,12,152,90
56,PTGER1,12,16,47,84
56,TECR,23,9,67,61
56,ZNF333,25,9,165,60
57,ADGRE2,20,11,141,103
57,ADGRE3,63,11,160,97
57,ADGRE5,34,20,162,147
57,CLEC17A,15,9,64,36
57,DDX39A,24,10,129,40
57,DNAJB1,1,7,37,29
57,GIPC1,10,5,64,34
57,NDUFB7,3,2,11,25
57,PKN1,30,15,234,96
57,PTGER1,11,3,43,29
57,TECR,12,6,40,33
57,ZNF333,29,14,180,69
58,ADGRE2,15,19,97,113
58,ADGRE3,30,14,126,79
58,ADGRE5,26,11,108,82
58,CLEC17A,17,4,77,19
58,DDX39A,19,11,91,57
58,DNAJB1,5,6,53,50
58,GIPC1,14,5,101,27
58,NDUFB7,2,3,27,16
58,PKN1,26,21,191,155
58,PTGER1,10,9,72,54
58,TECR,23,2,53,27
58,ZNF333,31,9,186,53
59,ADGRE2,16,12,166,100
59,ADGRE3,38,13,98,78
59,ADGRE5,43,6,182,77
59,CLEC17A,11,5,93,59
59,DDX39A,18,12,91,79
59,DNAJB1,8,6,61,45
59,GIPC1,8,6,52,34
59,NDUFB7,8,3,53,12
59,PKN1,10,25,131,121
59,PTGER1,14,8,96,34
59,TECR,25,4,30,20
59,ZNF333,30,15,202,64
60,ADGRE2,27,19,172,113
60,ADGRE3,39,5,181,40
60,ADGRE5,35,20,137,142
60,CLEC17A,12,7,45,41
60,DDX39A,13,14,108,24
60,DNAJB1,12,8,59,46
60,GIPC1,3,3,49,29
60,NDUFB7,0,3,11,27
60,PKN1,32,20,176,145
60,PTGER1,9,7,71,50
60,TECR,14,5,44,39
60,ZNF333,36,18,186,72
61,ADGRE2,22,14,155,105
61,ADGRE3,32,12,127,78
61,ADGRE5,31,12,139,80
61,CLEC17A,11,10,63,69
61,DDX39A,14,0,61,23
61,DNAJB1,12,6,74,27
61,GIPC1,7,12,62,60
61,NDUFB7,9,3,62,12
61,PKN1,32,15,205,127
61,PTGER1,9,12,63,51
61,TECR,18,7,71,26
61,ZNF333,25,3,145,41
62,ADGRE2,28,14,181,86
62,ADGRE3,27,7,107,71
62,ADGRE5,41,10,192,94
62,CLEC17A,18,1,98,15
62,DDX39A,17,5,111,24
62,DNAJB1,14,9,89,25
62,GIPC1,8,4,45,46
62,NDUFB7,3,4,29,13
62,PKN1,30,20,246,143
62,PTGER1,3,11,52,66
62,TECR,11,3,62,23
62,ZNF333,15,11,157,75
63,ADGRE2,27,27,186,105
63,ADGRE3,27,9,107,82
63,ADGRE5,34,12,179,72
63,CLEC17A,8,3,67,19
63,DDX39A,8,4,68,48
63,DNAJB1,4,3,51,14
63,GIPC1,4,9,34,45
63,NDUFB7,1,1,24,7
63,PKN1,23,17,180,120
63,PTGER1,10,1,83,19
63,TECR,10,8,57,30
63,ZNF333,36,11,180,53
64,ADGRE2,30,38,143,179
64,ADGRE3,40,12,141,54
64,ADGRE5,36,8,195,67
64,CLEC17A,6,4,76,42
64,DDX39A,11,9,73,32
64,DNAJB1,4,4,44,39
64,GIPC1,9,0,61,18
64,NDUFB7,5,5,14,24
64,PKN1,32,29,170,115
64,PTGER1,4,10,69,54
64,TECR,12,7,87,44
64,ZNF333,27,11,140,38
65,ADGRE2,23,11,160,139
65,ADGRE3,45,14,166,122
65,ADGRE5,48,15,164,89
65,CLEC17A,11,2,48,19
65,DDX39A,13,3,89,36
65,DNAJB1,7,11,42,43
65,GIPC1,12,9,72,42
65,NDUFB7,3,5,34,39
65,PKN1,31,26,171,126
65,PTGER1,8,1,92,23
65,TECR,17,4,77,41
65,ZNF333,27,15,175,101
66,ADGRE2,22,13,113,78
66,ADGRE3,30,9,116,52
66,ADGRE5,53,27,169,143
66,CLEC17A,6,8,70,45
66,DDX39A,15,7,100,66
66,DNAJB1,13,4,78,46
66,GIPC1,9,13,71,78
66,NDUFB7,10,4,47,15
66,PKN1,30,21,166,117
66,PTGER1,17,9,76,72
66,TECR,11,2,42,50
66,ZNF333,13,10,148,66
67,ADGRE2,27,7,152,70
67,ADGRE3,28,13,108,65
67,ADGRE5,65,10,185,74
67,CLEC17A,10,3,74,5
67,DDX39A,9,12,88,52
67,DNAJB1,4,3,54,42
67,GIPC1,14,4,79,46
67,NDUFB7,5,6,21,34
67,PKN1,26,30,193,113
67,PTGER1,18,7,59,69
67,TECR,12,13,28,59
67,ZNF333,30,3,150,40
68,ADGRE2,29,21,177,121
68,ADGRE3,30,15,124,101
68,ADGRE5,37,9,143,85
68,CLEC17A,16,10,83,59
68,DDX39A,17,4,68,44
68,DNAJB1,6,3,57,19
68,GIPC1,7,1,51,9
68,NDUFB7,5,0,33,3
68,PKN1,34,17,218,125
68,PTGER1,6,3,60,28
68,TECR,8,10,58,58
68,ZNF333,13,12,131,52
69,ADGRE2,23,9,181,68
69,ADGRE3,43,12,131,123
69,ADGRE5,20,14,154,130
69,CLEC17A,11,11,65,60
69,DDX39A,6,6,57,50
69,DNAJB1,12,4,41,20
69,GIPC1,11,14,70,75
69,NDUFB7,1,2,18,10
69,PKN1,30,18,199,129
69,PTGER1,10,6,76,40
69,TECR,14,3,26,32
69,ZNF333,30,13,128,76
70,ADGRE2,28,14,170,92
70,ADGRE3,28,7,77,101
70,ADGRE5,48,19,136,123
70,CLEC17A,11,4,78,16
70,DDX39A,6,3,38,43
70,DNAJB1,13,8,79,23
70,GIPC1,2,8,58,32
70,NDUFB7,8,2,37,7
70,PKN1,22,16,144,118
70,PTGER1,8,8,76,44
70,TECR,23,7,89,54
70,ZNF333,30,5,179,60
71,ADGRE2,26,17,125,145
71,ADGRE3,38,10,148,49
71,ADGRE5,32,19,159,132
71,CLEC17A,10,12,91,66
71,DDX39A,13,11,84,34
71,DNAJB1,14,13,70,65
71,GIPC1,13,11,64,74
71,NDUFB7,2,3,7,24
71,PKN1,29,15,167,150
71,PTGER1,21,14,89,89
71,TECR,17,5,65,27
71,ZNF333,21,7,116,62
72,ADGRE2,27,25,157,111
72,ADGRE3,31,23,162,125
72,ADGRE5,51,7,234,92
72,CLEC17A,4,7,52,25
