rep,gene,case_fun,case_syn,control_fun,control_syn
72,DDX39A,5,8,47,34
72,DNAJB1,8,4,42,19
72,GIPC1,9,4,91,29
72,NDUFB7,0,7,17,35
72,PKN1,34,12,160,75
72,PTGER1,15,6,73,38
72,TECR,29,5,77,14
72,ZNF333,29,7,173,59
73,ADGRE2,31,25,143,97
73,ADGRE3,44,16,133,110
73,ADGRE5,41,27,171,99
73,CLEC17A,15,3,65,41
73,DDX39A,9,9,98,77
73,DNAJB1,15,7,65,40
73,GIPC1,9,3,53,20
73,NDUFB7,6,1,33,12
73,PKN1,28,18,172,102
73,PTGER1,17,10,94,44
73,TECR,15,1,35,3
73,ZNF333,20,9,136,86
74,ADGRE2,27,22,116,69
74,ADGRE3,22,13,94,75
74,ADGRE5,41,17,165,110
74,CLEC17A,8,4,55,10
74,DDX39A,10,6,71,28
74,DNAJB1,15,13,66,58
74,GIPC1,16,4,65,31
74,NDUFB7,2,1,12,14
74,PKN1,18,19,136,93
74,PTGER1,10,5,80,35
74,TECR,14,3,45,16
74,ZNF333,26,10,117,64
75,ADGRE2,28,16,161,80
75,ADGRE3,35,18,98,93
75,ADGRE5,30,20,121,97
75,CLEC17A,16,3,51,31
75,DDX39A,18,4,110,43
75,DNAJB1,18,4,56,19
75,GIPC1,19,6,85,24
75,NDUFB7,6,4,5,14
75,PKN1,24,22,165,122
75,PTGER1,6,8,30,53
75,TECR,15,8,36,47
75,ZNF333,25,20,127,71
76,ADGRE2,37,25,201,136
76,ADGRE3,40,8,145,24
76,ADGRE5,28,4,94,34
76,CLEC17A,15,4,77,26
76,DDX39A,13,3,62,25
76,DNAJB1,9,5,30,11
76,GIPC1,12,7,72,35
76,NDUFB7,7,1,19,11
76,PKN1,32,18,144,98
76,PTGER1,15,11,113,34
76,TECR,11,3,56,27
76,ZNF333,21,6,163,30
77,ADGRE2,27,14,179,56
77,ADGRE3,38,6,119,52
77,ADGRE5,44,6,150,51
77,CLEC17A,11,8,73,46
77,DDX39A,11,14,50,54
77,DNAJB1,8,2,52,27
77,GIPC1,7,7,66,52
77,NDUFB7,3,2,22,17
77,PKN1,20,28,171,112
77,PTGER1,12,5,69,33
77,TECR,10,15,39,44
77,ZNF333,13,25,108,106
78,ADGRE2,14,23,88,97
78,ADGRE3,26,21,106,92
78,ADGRE5,53,20,185,97
78,CLEC17A,6,6,56,25
78,DDX39A,7,2,50,15
78,DNAJB1,8,2,54,23
78,GIPC1,8,12,54,62
78,NDUFB7,2,3,18,6
78,PKN1,45,9,209,47
78,PTGER1,9,7,64,40
78,TECR,12,10,45,34
78,ZNF333,31,13,148,70
79,ADGRE2,29,10,136,79
79,ADGRE3,32,6,67,63
79,ADGRE5,31,8,95,69
79,CLEC17A,13,8,58,37
79,DDX39A,7,7,44,24
79,DNAJB1,7,9,46,58
79,GIPC1,8,3,59,30
79,NDUFB7,1,1,11,5
79,PKN1,31,18,205,91
79,PTGER1,14,2,62,8
79,TECR,24,4,61,28
79,ZNF333,31,10,180,46
80,ADGRE2,27,16,123,85
80,ADGRE3,34,15,119,72
80,ADGRE5,43,12,196,72
80,CLEC17A,12,7,67,33
80,DDX39A,11,4,63,51
80,DNAJB1,13,2,42,45
80,GIPC1,6,7,34,49
80,NDUFB7,5,0,26,3
80,PKN1,29,23,180,121
80,PTGER1,8,3,52,31
80,TECR,17,21,32,54
80,ZNF333,26,17,147,79
81,ADGRE2,32,22,171,86
81,ADGRE3,36,17,118,49
81,ADGRE5,37,14,126,75
81,CLEC17A,12,3,41,33
81,DDX39A,14,7,76,29
81,DNAJB1,8,16,44,50
81,GIPC1,13,8,75,60
81,NDUFB7,7,0,18,8
81,PKN1,23,23,132,121
81,PTGER1,5,19,60,66
81,TECR,19,12,34,36
81,ZNF333,15,11,108,37
82,ADGRE2,23,28,133,124
82,ADGRE3,23,14,105,89
82,ADGRE5,40,13,176,104
82,CLEC17A,16,12,130,48
82,DDX39A,7,6,67,37
82,DNAJB1,12,9,80,26
82,GIPC1,13,8,41,34
82,NDUFB7,3,3,36,35
82,PKN1,36,21,143,125
82,PTGER1,5,8,31,44
82,TECR,37,3,84,16
82,ZNF333,25,19,163,76
83,ADGRE2,37,26,174,153
83,ADGRE3,53,6,139,22
83,ADGRE5,39,9,174,92
83,CLEC17A,13,7,69,53
83,DDX39A,9,3,33,46
83,DNAJB1,12,5,90,33
83,GIPC1,6,4,37,33
83,NDUFB7,4,1,49,7
83,PKN1,21,8,153,85
83,PTGER1,10,13,32,49
83,TECR,17,3,54,14
83,ZNF333,20,11,144,56
84,ADGRE2,39,19,226,143
84,ADGRE3,32,10,89,65
84,ADGRE5,54,10,99,73
84,CLEC17A,9,5,47,34
84,DDX39A,14,10,79,46
84,DNAJB1,5,5,53,23
84,GIPC1,11,11,81,27
84,NDUFB7,4,1,21,5
84,PKN1,14,18,136,100
84,PTGER1,6,7,38,31
84,TECR,18,1,42,17
84,ZNF333,26,2,151,77
85,ADGRE2,37,23,167,105
85,ADGRE3,32,13,104,69
85,ADGRE5,28,12,135,79
85,CLEC17A,6,1,47,12
85,DDX39A,11,17,94,64
85,DNAJB1,16,14,68,34
85,GIPC1,10,8,57,32
85,NDUFB7,13,4,32,24
85,PKN1,32,10,151,74
85,PTGER1,10,18,52,78
85,TECR,7,4,19,13
85,ZNF333,31,9,134,37
86,ADGRE2,21,10,160,73
86,ADGRE3,29,11,94,70
86,ADGRE5,42,16,156,70
86,CLEC17A,16,9,65,50
86,DDX39A,12,7,54,47
86,DNAJB1,5,13,55,38
86,GIPC1,17,4,77,31
86,NDUFB7,4,4,29,8
86,PKN1,21,27,148,158
86,PTGER1,10,8,71,65
86,TECR,18,8,49,35
86,ZNF333,32,11,190,53
87,ADGRE2,19,7,125,85
87,ADGRE3,56,7,138,31
87,ADGRE5,51,14,115,109
87,CLEC17A,12,11,67,62
87,DDX39A,8,8,53,63
87,DNAJB1,14,5,91,25
87,GIPC1,13,7,48,25
87,NDUFB7,4,4,27,9
87,PKN1,31,24,157,88
87,PTGER1,7,13,48,64
87,TECR,17,12,47,62
87,ZNF333,19,12,118,69
88,ADGRE2,20,18,170,104
88,ADGRE3,33,23,92,115
88,ADGRE5,41,18,152,131
88,CLEC17A,18,7,71,38
88,DDX39A,16,3,75,35
88,DNAJB1,18,6,70,46
88,GIPC1,18,20,80,76
88,NDUFB7,5,1,29,14
88,PKN1,12,23,95,117
88,PTGER1,13,11,45,60
88,TECR,17,3,62,34
88,ZNF333,30,5,156,31
89,ADGRE2,26,15,168,117
89,ADGRE3,44,10,105,33
89,ADGRE5,40,25,138,100
89,CLEC17A,12,7,78,45
89,DDX39A,11,9,82,39
89,DNAJB1,4,2,33,14
89,GIPC1,8,8,58,33
89,NDUFB7,7,0,37,5
89,PKN1,16,2,100,61
89,PTGER1,13,1,56,30
89,TECR,6,3,44,31
89,ZNF333,24,11,135,57
90,ADGRE2,23,19,163,88
90,ADGRE3,36,12,102,72
90,ADGRE5,34,9,112,71
90,CLEC17A,13,7,98,48
90,DDX39A,12,5,75,26
90,DNAJB1,8,8,44,30
90,GIPC1,8,5,29,32
90,NDUFB7,5,7,22,32
90,PKN1,32,31,173,164
90,PTGER1,6,2,42,22
90,TECR,14,6,70,23
90,ZNF333,23,6,171,20
91,ADGRE2,28,20,157,94
91,ADGRE3,49,14,92,69
91,ADGRE5,36,25,124,90
91,CLEC17A,10,10,94,44
91,DDX39A,8,5,57,32
91,DNAJB1,5,16,45,64
91,GIPC1,10,5,48,38
91,NDUFB7,2,3,16,16
91,PKN1,33,8,162,88
91,PTGER1,4,18,31,87
91,TECR,9,11,42,39
91,ZNF333,29,12,151,49
92,ADGRE2,29,29,148,137
92,ADGRE3,35,14,81,67
92,ADGRE5,38,26,164,125
92,CLEC17A,11,9,49,53
92,DDX39A,15,12,76,45
92,DNAJB1,10,1,65,5
92,GIPC1,8,7,89,37
92,NDUFB7,3,3,33,18
92,PKN1,21,28,142,151
92,PTGER1,19,4,69,35
92,TECR,10,12,26,43
92,ZNF333,26,9,168,64
93,ADGRE2,23,14,131,84
93,ADGRE3,29,9,119,72
93,ADGRE5,50,10,148,86
93,CLEC17A,8,15,88,53
93,DDX39A,5,4,73,46
93,DNAJB1,5,11,48,51
93,GIPC1,9,8,40,26
93,NDUFB7,2,2,20,7
93,PKN1,31,23,163,122
93,PTGER1,13,10,94,50
93,TECR,9,8,45,33
93,ZNF333,20,6,124,46
94,ADGRE2,24,14,157,64
94,ADGRE3,23,7,112,70
94,ADGRE5,40,7,128,81
94,CLEC17A,8,10,53,42
94,DDX39A,9,12,55,48
94,DNAJB1,6,5,42,57
94,GIPC1,13,9,47,54
94,NDUFB7,5,8,51,16
94,PKN1,32,14,151,63
94,PTGER1,13,16,72,58
94,TECR,16,7,46,33
94,ZNF333,31,14,156,53
95,ADGRE2,14,11,121,100
95,ADGRE3,27,9,87,52
95,ADGRE5,38,17,130,60
95,CLEC17A,18,4,86,17
95,DDX39A,11,10,84,28
95,DNAJB1,7,3,59,50
95,GIPC1,21,9,86,39
95,NDUFB7,5,2,15,29
95,PKN1,35,18,167,137
95,PTGER1,7,14,43,51
95,TECR,7,5,48,16
95,ZNF333,16,5,144,43
96,ADGRE2,21,17,106,126
96,ADGRE3,40,10,127,63
96,ADGRE5,38,15,167,68
96,CLEC17A,17,7,78,37
96,DDX39A,19,12,107,78
96,DNAJB1,10,10,48,57
96,GIPC1,9,13,67,48
96,NDUFB7,1,0,27,13
96,PKN1,16,9,131,58
96,PTGER1,18,7,68,34
96,TECR,20,2,77,24
96,ZNF333,28,22,156,49
97,ADGRE2,21,9,107,57
97,ADGRE3,34,9,121,46
97,ADGRE5,38,11,114,58
97,CLEC17A,10,13,53,60
97,DDX39A,11,7,69,83
97,DNAJB1,8,15,55,40
97,GIPC1,11,5,65,16
97,NDUFB7,5,5,27,5
97,PKN1,27,19,162,71
97,PTGER1,8,6,44,69
97,TECR,7,4,47,29
97,ZNF333,19,11,113,56
98,ADGRE2,25,17,156,107
98,ADGRE3,20,5,76,35
98,ADGRE5,22,27,142,124
98,CLEC17A,16,4,91,40
98,DDX39A,17,6,87,22
98,DNAJB1,5,2,42,13
98,GIPC1,10,15,43,74
98,NDUFB7,2,0,13,1
98,PKN1,47,27,190,164
98,PTGER1,12,9,28,40
98,TECR,7,2,61,18
98,ZNF333,14,4,131,35
99,ADGRE2,32,27,198,153
99,ADGRE3,21,20,90,57
99,ADGRE5,30,10,146,60
99,CLEC17A,11,13,60,38
99,DDX39A,19,4,104,35
99,DNAJB1,9,7,50,28
99,GIPC1,10,5,55,36
99,NDUFB7,5,5,18,20
99,PKN1,29,15,189,86
99,PTGER1,12,4,87,14
99,TECR,20,5,86,40
99,ZNF333,26,8,140,59
100,ADGRE2,18,24,155,126
100,ADGRE3,47,12,177,69
100,ADGRE5,43,5,194,70
100,CLEC17A,9,6,70,26
100,DDX39A,21,13,99,34
100,DNAJB1,18,7,52,22
100,GIPC1,9,4,58,25
100,NDUFB7,4,2,31,3
100,PKN1,28,13,184,82
100,PTGER1,8,8,47,38
100,TECR,17,3,52,23
100,ZNF333,18,3,101,20
