rep,gene,case_fun,case_syn,control_fun,control_syn,case_ratio,control_ratio,case_fun_w,control_fun_w,prox,prox_w
1,ADGRE2,24,20,169,76,1.2,2.22368421052632,12.0330578512397,74.3889725472026,0.066423695002048,0.220931224947374
1,ADGRE3,42,13,116,50,3.23076923076923,2.32,21.0578512396694,51.0598864821036,0.349721310011324,0.252472819387878
1,ADGRE5,27,22,154,132,1.22727272727273,1.16666666666667,13.5371900826446,67.7864010193444,0.870462232150558,0.577218854421864
1,CLEC17A,14,6,114,45,2.33333333333333,2.53333333333333,7.01928374655647,50.1795436117225,0.874570774368575,0.934418015195174
1,DDX39A,8,3,67,42,2.66666666666667,1.5952380952381,4.01101928374656,29.4914861577667,0.452877459799297,0.408523883894031
1,DNAJB1,5,10,40,47,0.5,0.851063829787234,2.5068870523416,17.6068574076219,0.357181551968444,0.79074748693859
1,GIPC1,11,2,69,29,5.5,2.37931034482759,5.51515151515151,30.3718290281478,0.25825859530241,0.189231576983018
1,NDUFB7,3,5,19,28,0.6,0.678571428571429,1.50413223140496,8.36325726862041,0.875541940276741,0.942115492287146
1,PKN1,18,12,135,96,1.5,1.40625,9.02479338842975,59.423143750724,0.870288535231825,0.673780839556837
1,PTGER1,11,0,57,17,Inf,3.35294117647059,5.51515151515151,25.0897718058612,0.0212780193224859,0.0168751501529713
1,TECR,15,7,61,26,2.14285714285714,2.34615384615385,7.52066115702479,26.8504575466234,0.860529661951757,0.894281617621826
1,ZNF333,24,13,127,43,1.84615384615385,2.95348837209302,12.0330578512397,55.9017722691996,0.231718215954886,0.442876683595137
2,ADGRE2,18,19,127,81,0.947368421052632,1.5679012345679,12.4137931034483,80.6609801324503,0.160205903214943,0.248580824218625
2,ADGRE3,36,11,117,74,3.27272727272727,1.58108108108108,24.8275862068965,74.3097218543046,0.0436204525679404,0.0334314073422893
2,ADGRE5,41,15,144,78,2.73333333333333,1.84615384615385,28.2758620689655,91.458119205298,0.229936517752633,0.180118029431431
2,CLEC17A,13,5,53,29,2.6,1.82758620689655,8.96551724137931,33.6616688741722,0.532868098187769,0.47877557108182
2,DDX39A,16,5,82,54,3.2,1.51851851851852,11.0344827586207,52.0803178807947,0.149678999282548,0.136895152463031
2,DNAJB1,13,10,57,55,1.3,1.03636363636364,8.96551724137931,36.2021721854305,0.622112096368036,0.531263801224121
2,GIPC1,10,8,60,20,1.25,3,6.89655172413793,38.1075496688742,0.109834606133749,0.185899292724487
