rep,gene,case_fun,case_syn,control_fun,control_syn,case_ratio,control_ratio,case_fun_w,control_fun_w,prox,prox_w
12,DNAJB1,14,8,60,48,1.75,1.25,7.46666666666667,36.2751520823584,0.482576412956919,0.798414938004229
12,GIPC1,10,12,62,38,0.833333333333333,1.63157894736842,5.33333333333333,37.4843238184371,0.156298135584002,0.13129029473818
12,NDUFB7,3,1,18,5,3,3.6,1.6,10.8825456247075,0.886198903893433,1
12,PKN1,43,18,189,117,2.38888888888889,1.61538461538462,22.9333333333333,114.266729059429,0.190954534909013,0.425426250685953
12,PTGER1,12,9,54,40,1.33333333333333,1.35,6.4,32.6476368741226,0.979687372221758,0.728600017921731
12,TECR,15,1,57,15,15,3.8,8,34.4613944782405,0.131338210390105,0.19486466931512
12,ZNF333,22,13,162,61,1.69230769230769,2.65573770491803,11.7333333333333,97.9429106223678,0.243788219672477,0.200652544783933
13,ADGRE2,23,9,180,69,2.55555555555556,2.60869565217391,12.6948051948052,124.327176781003,0.960766940772958,0.638537462625121
13,ADGRE3,48,14,186,83,3.42857142857143,2.24096385542169,26.4935064935065,128.471416007036,0.188031726196888,0.604745081095502
13,ADGRE5,31,17,120,93,1.82352941176471,1.29032258064516,17.1103896103896,82.8847845206684,0.292585479406214,0.762056277340657
13,CLEC17A,9,5,51,40,1.8,1.275,4.96753246753247,35.2260334212841,0.558873203245699,0.843633028972556
13,DDX39A,24,9,116,48,2.66666666666667,2.41666666666667,13.2467532467532,80.1219583699795,0.816734798263939,0.763527089231223
13,DNAJB1,11,4,57,15,2.75,3.8,6.07142857142857,39.3702726473175,0.625467250903017,0.447292132374916
13,GIPC1,5,8,47,54,0.625,0.87037037037037,2.75974025974026,32.4632072705951,0.580266852001334,0.519280536888874
13,NDUFB7,5,2,14,16,2.5,0.875,2.75974025974026,9.66989152741132,0.231000835876124,0.374590732164158
13,PKN1,28,26,112,94,1.07692307692308,1.19148936170213,15.4545454545455,77.3591322192905,0.741363623698591,0.325624399095205
13,PTGER1,14,8,61,38,1.75,1.60526315789474,7.72727272727273,42.1330987980065,0.859533427509064,0.865836113273218
13,TECR,16,17,30,50,0.941176470588235,0.6,8.83116883116883,20.7211961301671,0.2818177197172,0.636624788158215
13,ZNF333,24,14,140,59,1.71428571428571,2.3728813559322,13.2467532467532,96.6989152741132,0.384942636012578,0.173572205703937
14,ADGRE2,21,8,129,93,2.625,1.38709677419355,11.4545454545455,88.8770616446368,0.131336111572422,0.457704165638569
14,ADGRE3,30,15,108,87,2,1.24137931034483,16.3636363636364,74.4087027722541,0.163400931138903,0.56508422253684
14,ADGRE5,58,13,162,96,4.46153846153846,1.6875,31.6363636363636,111.613054158381,0.00183818248825367,0.0309849798995537
14,CLEC17A,7,12,38,49,0.583333333333333,0.775510204081633,3.81818181818182,26.1808398643116,0.582882582770225,0.449392004474452
14,DDX39A,11,8,64,25,1.375,2.56,6,44.0940460872617,0.238868275316828,0.149231056031323
14,DNAJB1,10,6,56,31,1.66666666666667,1.80645161290323,5.45454545454545,38.582290326354,0.886481255714718,0.538169983027757
14,GIPC1,15,5,44,35,3,1.25714285714286,8.18181818181818,30.3146566849924,0.107483235523305,0.309626430330792
