prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skato_int_p skato_ext_p skato_all_p iecat_p_syn skato_int_p_syn skato_ext_p_syn skato_all_p_syn skat_int_p skat_ext_p skat_all_p burden_int_p burden_ext_p burden_all_p skat_int_p_syn skat_ext_p_syn skat_all_p_syn burden_int_p_syn burden_ext_p_syn burden_all_p_syn
0.623603770376691 0.49820839244318 0.623934465093766 0.49825151117714 0.49825151117704 1 1 1 1 0.894895902177772 0.614695694531885 0.366311561682748 0.661267963383048 0.841318734014424 0.877202515222755 0.806830093934285 0.74263994954733 0.771969117416314 0.829004466223057 0.564039525575241 0.207127427305845 0.425505817276531 0.544443105313845 0.438742887560075 0.542472157720993
0.641272433138668 0.886696444805764 0.641524430540757 0.948928935245382 0.886698144595091 0.793046058665496 0.86915423936827 0.30301628187608 0.497811767989604 0.453856589710363 0.721332375799432 0.130361056351427 0.134175090686176 0.819789034873316 0.166323387248463 0.292845886010675 0.612443772902883 0.811695743080129 0.681476268418287 0.497779017391407 0.0667358598209163 0.068781829645746 0.588983883922427 0.45822574013159 0.50055213584235
0.461837543590288 0.243246448829727 0.462346732493975 0.26075096181327 0.243374690717508 0.937264603937827 1 0.901852584716121 0.863290929019432 1 1 0.394618676224483 1 0.898475675456387 0.860823789487878 0.809360818278693 0.532827335454863 0.692999611884178 0.635967073060189 0.914947405800464 0.971254918981296 0.987500237210198 0.321914797276618 0.225169004874841 0.831279981182947
0.206566509383353 0.211039958894209 0.206020210213222 0.205326947947939 0.211174981931853 0.831115288435202 0.792225686040142 0.726230744747346 0.718301054250914 0.500476307630404 0.354421160716471 0.51507197849003 0.397800808456408 0.377464312527856 0.667674850915066 0.473407976677972 0.640407129950701 0.481321883022063 0.510147638590507 0.846885263401497 0.548557521944256 0.48776229320723 0.236317337630361 0.309610048009022 0.227628319718387
0.320962301358907 0.611164316091988 0.321798529292592 0.553062229567822 0.611206932785341 0.213081297756387 0.248487247026127 0.595137584709751 0.615333285935125 0.585921132433812 0.417888721629138 0.662700325212124 0.525155168589019 0.524040618538819 0.3677350957235 0.383886274700106 0.534640435584923 0.551489566083706 0.870818995773187 0.931015653885598 0.745070296792378 0.855486423055263 0.289179262949129 0.426853629429564 0.316133331251788
0.512883724242077 0.00302999446676816 0.513407559345696 0.00241431290658648 0.0030767843631395 0.649161774243639 0.679696388364373 0.68163310775642 0.325245047035817 0.792853499365521 0.59823133007464 1 0.393645707931418 0.459248482077687 0.730557501702896 0.55872209221485 0.0768020539435326 0.440985303866063 0.178863673837053 0.807135654521041 0.832305751694532 0.865541793793821 0.0221543530986906 0.788499252779415 0.224606901818433
0.150683606406622 0.0446270836419402 0.151700344620892 0.0313028703929519 0.0447542955311658 0.436188363411542 0.496387211869915 0.846645775348706 0.572908428773796 0.0983184056041511 0.321671953583961 0.174442320464193 0.187330638791296 0.532253300537568 0.835990097904178 0.807273309268713 0.141625380270375 0.614372079062706 0.350173975773649 0.42737680418302 0.104528427598864 0.22911213814375 0.166411342280114 0.175211628137452 0.109824502889161
0.725833385660758 0.695064332295043 0.726001960481665 0.68185446003163 0.695071043023445 0.465137465014789 0.362810601347523 0.335526635651102 0.395208497012104 1 1 0.932186127234687 1 0.434484142790382 0.185445184121793 0.223433599385392 0.72993669723749 0.579178838512277 0.537776371319803 0.872790642651265 0.748183295707378 0.822089073586554 0.810847300980835 0.964834744455322 0.909529308449047
0.240209817269285 0.186243206931311 0.239792331479002 0.170908772335426 0.18642003206554 0.525532261722727 0.596479573095483 0.837974373331337 0.863178698667007 0.305444836911728 0.219998736506287 0.209369428870449 0.120337686454383 0.886240840033511 0.604023764503161 0.636108946365888 0.804093946250432 0.858713407714331 0.907445768957668 0.230732941589161 0.535894568802646 0.394588172795175 0.0653046761373021 0.111843246680028 0.0617712409154303
0.125209141558911 0.919624335960927 0.124530865276526 0.919623927635533 0.919623927635535 0.895137545584143 0.925065979772411 0.388528270281985 0.569705050578046 0.862675610094712 0.914888294672707 0.43213078847633 0.629624829505187 0.630921354173818 0.219113706277726 0.446095397824419 0.563237475656358 0.308227550021536 0.348689275883851 0.816099227998187 0.415081339476628 0.398330164772596 0.762786269643246 0.25171424166776 0.56594163332679
