prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skato_int_p skato_ext_p skato_all_p iecat_p_syn skato_int_p_syn skato_ext_p_syn skato_all_p_syn skat_int_p skat_ext_p skat_all_p burden_int_p burden_ext_p burden_all_p skat_int_p_syn skat_ext_p_syn skat_all_p_syn burden_int_p_syn burden_ext_p_syn burden_all_p_syn
0.810776179393239 0.722044017787768 0.810852012558092 0.722055294897904 0.722055294897902 1 0.764949906124525 0.773650672689955 0.762695637000791 0.894895902177772 0.614695694531885 0.366120312196732 0.653607164329946 0.760640858286389 0.682312875131029 0.610795170884874 0.913218863474233 0.529896554510731 0.518265130821633 0.554004333968054 0.207032909408877 0.418926996027935 0.597610841150332 0.465321361988406 0.585705518695341
0.496703983286414 0.75428952203519 0.497293316088997 0.818157705870344 0.754300334119735 0.746372142903084 0.822698776634526 0.317116428955022 0.505595319458388 0.527539661784783 0.852292096150281 0.131313324275924 0.150528634008324 0.822670227454633 0.174946174315504 0.29858880604646 0.771793587206015 0.602796972336949 0.600896334055877 0.613785209367312 0.0679420890811645 0.078115580423757 0.562250055919151 0.240254891694976 0.319741472907088
0.306869943548143 0.546133222838641 0.307674592166799 0.582646869287229 0.54617078850711 0.568615157341872 0.768535881286822 1 1 1 0.93062842547614 0.261456898720971 0.823406578621965 0.940312829862693 0.842088080563992 0.826218162513612 0.86018080798132 0.795882905939312 0.850512299322509 0.898328931364256 0.977985895921878 0.991325591638032 0.535326032252621 0.141765167139983 0.588262587347075
0.139788923530776 0.148871799821185 0.139278077829837 0.144911724810623 0.149017538339346 0.831115288435202 0.792225686040142 0.592212276412829 0.579187747900034 0.500476307630404 0.354421160716471 0.445221923664813 0.351755277394205 0.414583535338419 0.632629651948842 0.491336724441876 0.438748569539262 0.365063746898778 0.3544344495858 0.852806018259963 0.558795976782305 0.496870975216046 0.234701117681942 0.259912302466653 0.197738784968711
0.428659167137606 0.61560056849083 0.429263613910021 0.556841794114841 0.615641636672321 0.178730039161365 0.207608090838033 0.738851028385074 0.720582518145175 0.585921132433812 0.417888721629138 0.672409569213727 0.528991763704214 0.511139283055111 0.494393572851535 0.476606685593984 0.534731090053496 0.785554400750454 0.950581642186697 0.935668019484722 0.747123486906822 0.858463964032334 0.284581655529299 0.435619431308804 0.319153997832358
0.517120353744584 0.0284946973236973 0.517674767477037 0.0235118008121079 0.0286738713258195 1 0.919882591206725 0.828833180662735 0.598244169896313 0.910347430398455 0.806016437350641 0.855147404185347 0.436174602303025 0.724129666563002 0.802720014225835 0.797820243338479 0.28202078676498 0.591245400703535 0.369564895401937 0.799178114769504 0.627428768669209 0.770009303705987 0.0605608113512548 0.679796602622858 0.252907462225383
0.162982295929703 0.0489393867316441 0.164113810594638 0.0345509011329365 0.0490432352508068 0.101339046459578 0.161726548825628 0.663170732264174 0.280589250304037 0.679386617531651 0.830223560687909 0.422852876985189 0.399429429575113 0.683904383872745 0.753028999670099 0.717430302126855 0.0293610700847884 0.424621425521981 0.151727099251148 0.782289822955169 0.252313857174997 0.61908735724068 0.404650455924119 0.272280512848959 0.229156204515267
0.71641195515658 0.708516948743803 0.716576210965238 0.692052767412297 0.708522341618475 0.318056531743485 0.313455126450471 0.387237894646176 0.368649957031883 1 1 0.918160754132189 1 0.402310861807996 0.218685881040295 0.206403027992902 0.714796970147684 0.409139986755337 0.410125743400754 0.880196868803767 0.722851828399723 0.804547281730773 0.840851046706643 0.885240116591306 0.971499305545383
0.357956302620684 0.332075898012563 0.357444359287391 0.308720374826767 0.332209993843417 0.505180992235691 0.551313629230514 0.807679431018899 0.804973113902264 0.523684629600067 0.451659624047926 0.414866942637562 0.318153625789374 0.832510064802961 0.567892537175238 0.564221973968281 0.868435511806142 0.93339193644315 0.990047481379703 0.293934696543102 0.447016472873003 0.406372853627882 0.191610489360159 0.239830040084096 0.177828314473482
0.119295099965706 0.902820458238398 0.118609407000338 0.902819133911638 0.902819133911506 0.738036969400936 0.862144661266077 0.341920251516119 0.341621462260301 0.845396513366342 1 0.546600413942999 0.692280571311203 0.626357628761427 0.328587090140787 0.58889173481898 0.298917986322936 0.198317062973789 0.189250919812509 0.770374831906469 0.487600602569002 0.453686747659265 0.52991412969654 0.332812151405362 0.759307704904625
