prox_p,prox_int_p,prox2_p,prox2_all_p,prox2_int_p,iecat_p,skato_int_p,skato_ext_p,skato_all_p,iecat_p_syn,skato_int_p_syn,skato_ext_p_syn,skato_all_p_syn,skat_int_p,skat_ext_p,skat_all_p,burden_int_p,burden_ext_p,burden_all_p,skat_int_p_syn,skat_ext_p_syn,skat_all_p_syn,burden_int_p_syn,burden_ext_p_syn,burden_all_p_syn
0.05,0.08,0.05,0.08,0.08,0,0.01,0.03,0.03,0.02,0.02,0.03,0.02,0.01,0,0,0.06,0.06,0.06,0.01,0.01,0.01,0.04,0.06,0.03
