ADGRE2 ADGRE3 ADGRE5 CLEC17A DDX39A DNAJB1 GIPC1 NDUFB7 PKN1 PTGER1 TECR ZNF333
0.992577046222311 0.47875984258315 0.332504590649876 0.356088469619166 0.318825557098209 0.67861838793396 0.335820416362738 0.378592035834944 0.0294934503629204 0.111843814243142 0.29166126007379 0.0807627188157026
0.0915789240631479 0.25986454325047 0.355034819839239 0.859160681978507 0.134058735893031 0.391389445985758 0.213655898656088 0.56156882076214 0.0730806849154644 0.939863591435044 0.333547584242896 0.491523939236231
0.0955999771955022 0.0849586437317918 0.0377640530861171 0.304726387410343 0.0491923937270017 0.555545044170497 0.621406138198695 0.0974618204236897 0.208129862863548 0.206342695476525 0.409821607525252 0.584792285197725
0.169405465896515 0.347193555848124 0.837956192055913 0.158566080067282 0.80890260193805 0.807392640662171 0.0593844325522387 0.821956152319121 0.0614053225646949 0.979208635997016 0.374054508542662 0.954286589905782
0.405869087439358 0.377234286987009 0.484606528379111 0.486562229459071 0.166720446470398 0.134699098718474 0.0866671403748748 0.475002049868875 0.323855201606081 0.291313295926967 0.0829138953902382 0.129036159954947
0.0572703087489813 0.710809226632223 0.456046287256121 0.292495382979269 0.0813708491630184 0.521354088657939 1 0.0499313608016013 0.136947198978155 0.452990421641012 0.462433732549169 0.0449929681026288
0.998819905330355 0.318768814568791 0.0957171607808788 1 0.527536890311145 0.825520384488473 0.386900130424447 0.0148315535042379 0.387427556372548 0.62140216886438 0.035750381790038 0.590856674803252
0.865756858973758 0.613043335783703 0.0733877989370676 0.528183443574803 0.321982088438865 0.0181044392635315 0.119622025185894 0.0742250271912885 0.390742095227017 0.678200238678748 1 0.251057900174062
0.21154880167893 0.722658301817699 0.0180931699544376 0.463570499801364 0.436948026363885 0.204245122249688 0.578413570477586 0.140277421562911 0.373889759040329 0.162307066924969 1 0.967924110072588
0.577186951239106 0.0755451696133671 0.233303756234269 0.323819139027122 0.520014825780712 0.451325166358046 0.28875124187225 0.706261544927418 0.996287186980701 0.0962274214511031 0.453272417017895 0.15339378747797
0.172632053167484 0.43280625747387 0.322504945216805 0.372965690405493 0.678797040304681 0.00892444342210596 0.230080820365017 0.0515119626112828 0.0326977274838576 0.60990750127883 0.363267713418005 0.40642786571311
