Singletons,Doubletons,MAC.3.5,MAC.6.10,MAC.11.20,MAC.21.MAF0.5,MAF0.5.1,rep,data
364,124,124,52,27,24,0,1,RAREsim functional-80%
372,125,118,41,22,19,0,2,RAREsim functional-80%
389,125,117,47,23,19,0,3,RAREsim functional-80%
371,124,113,51,26,24,0,4,RAREsim functional-80%
389,125,110,41,27,16,0,5,RAREsim functional-80%
390,124,119,53,26,20,0,6,RAREsim functional-80%
403,128,111,50,27,21,0,7,RAREsim functional-80%
387,129,112,47,25,22,0,8,RAREsim functional-80%
404,131,109,44,30,20,0,9,RAREsim functional-80%
388,123,113,48,30,24,0,10,RAREsim functional-80%
377,129,113,52,22,21,0,11,RAREsim functional-80%
382,122,116,48,26,24,0,12,RAREsim functional-80%
369,123,117,50,25,23,0,13,RAREsim functional-80%
397,113,117,46,25,22,0,14,RAREsim functional-80%
373,119,120,51,26,25,0,15,RAREsim functional-80%
385,129,116,46,25,24,0,16,RAREsim functional-80%
390,122,115,51,27,20,0,17,RAREsim functional-80%
385,125,118,48,27,18,0,18,RAREsim functional-80%
389,129,114,49,25,22,0,19,RAREsim functional-80%
391,122,118,51,28,26,0,20,RAREsim functional-80%
395,118,115,50,25,18,0,21,RAREsim functional-80%
389,128,115,52,25,23,0,22,RAREsim functional-80%
383,121,110,46,23,23,0,23,RAREsim functional-80%
389,120,118,48,24,21,0,24,RAREsim functional-80%
388,120,118,44,26,22,0,25,RAREsim functional-80%
393,125,113,43,22,22,0,26,RAREsim functional-80%
376,126,112,46,24,22,0,27,RAREsim functional-80%
367,127,116,51,27,21,0,28,RAREsim functional-80%
399,117,123,46,26,21,0,29,RAREsim functional-80%
389,133,123,50,29,24,0,30,RAREsim functional-80%
384,130,122,45,22,26,0,31,RAREsim functional-80%
386,122,115,39,22,22,0,32,RAREsim functional-80%
371,127,105,51,21,21,0,33,RAREsim functional-80%
374,135,107,45,24,15,0,34,RAREsim functional-80%
380,127,111,47,26,23,0,35,RAREsim functional-80%
367,114,126,45,27,22,0,36,RAREsim functional-80%
391,116,114,45,19,22,0,37,RAREsim functional-80%
393,124,104,41,27,23,0,38,RAREsim functional-80%
394,119,112,50,24,22,0,39,RAREsim functional-80%
380,118,117,50,25,24,0,40,RAREsim functional-80%
377,130,114,51,27,23,0,41,RAREsim functional-80%
378,126,122,50,25,23,0,42,RAREsim functional-80%
395,120,119,50,23,25,0,43,RAREsim functional-80%
395,119,120,48,25,21,0,44,RAREsim functional-80%
384,123,119,47,22,21,0,45,RAREsim functional-80%
389,122,115,53,23,22,0,46,RAREsim functional-80%
391,132,102,44,24,23,0,47,RAREsim functional-80%
382,124,115,50,22,22,0,48,RAREsim functional-80%
367,123,107,49,24,25,0,49,RAREsim functional-80%
366,116,112,41,22,22,0,50,RAREsim functional-80%
398,113,106,39,25,24,0,51,RAREsim functional-80%
387,119,117,42,24,23,0,52,RAREsim functional-80%
382,125,119,43,23,24,0,53,RAREsim functional-80%
385,121,121,48,17,18,0,54,RAREsim functional-80%
397,119,121,49,23,23,0,55,RAREsim functional-80%
390,127,112,46,25,22,0,56,RAREsim functional-80%
375,119,111,43,22,22,0,57,RAREsim functional-80%
384,112,109,52,23,24,0,58,RAREsim functional-80%
401,119,115,45,26,22,0,59,RAREsim functional-80%
384,127,121,43,24,25,0,60,RAREsim functional-80%
371,119,115,47,26,19,0,61,RAREsim functional-80%
378,132,120,47,23,25,0,62,RAREsim functional-80%
390,115,117,51,25,23,0,63,RAREsim functional-80%
383,120,115,48,22,24,0,64,RAREsim functional-80%
390,124,117,47,28,25,0,65,RAREsim functional-80%
406,129,119,49,22,23,0,66,RAREsim functional-80%
382,118,108,48,21,22,0,67,RAREsim functional-80%
395,123,119,50,22,19,1,68,RAREsim functional-80%
394,125,115,50,22,24,0,69,RAREsim functional-80%
390,113,121,50,26,21,0,70,RAREsim functional-80%
376,125,117,48,24,20,1,71,RAREsim functional-80%
377,118,115,46,26,23,0,72,RAREsim functional-80%
390,131,117,51,28,22,0,73,RAREsim functional-80%
390,127,113,47,22,20,0,74,RAREsim functional-80%
401,122,118,48,25,20,0,75,RAREsim functional-80%
385,126,118,50,25,19,0,76,RAREsim functional-80%
381,128,117,53,23,20,0,77,RAREsim functional-80%
374,121,112,45,25,23,0,78,RAREsim functional-80%
394,128,109,42,28,22,0,79,RAREsim functional-80%
393,124,120,46,25,23,0,80,RAREsim functional-80%
382,116,107,47,23,22,0,81,RAREsim functional-80%
389,131,118,49,25,20,0,82,RAREsim functional-80%
378,123,117,53,26,23,0,83,RAREsim functional-80%
385,125,120,46,26,22,0,84,RAREsim functional-80%
382,128,117,47,25,22,0,85,RAREsim functional-80%
384,124,120,43,27,22,0,86,RAREsim functional-80%
406,124,114,45,24,23,0,87,RAREsim functional-80%
387,134,112,46,25,23,0,88,RAREsim functional-80%
372,119,112,43,26,22,0,89,RAREsim functional-80%
391,122,114,47,30,20,0,90,RAREsim functional-80%
368,124,112,47,25,21,0,91,RAREsim functional-80%
377,133,117,47,25,19,0,92,RAREsim functional-80%
392,121,113,55,26,23,0,93,RAREsim functional-80%
379,128,112,50,25,20,0,94,RAREsim functional-80%
388,116,115,51,23,23,0,95,RAREsim functional-80%
394,127,113,49,21,18,0,96,RAREsim functional-80%
396,122,111,48,23,23,0,97,RAREsim functional-80%
382,118,111,49,21,22,0,98,RAREsim functional-80%
376,126,115,50,26,21,0,99,RAREsim functional-80%
410,123,112,47,24,25,0,100,RAREsim functional-80%
