Singletons,Doubletons,MAC.3.5,MAC.6.10,MAC.11.20,MAC.21.MAF0.5,MAF0.5.1,rep,data
585,176,190,70,39,41,1,1,RAREsim functional-120%
562,173,169,87,32,34,2,2,RAREsim functional-120%
583,179,176,79,39,36,0,3,RAREsim functional-120%
590,195,174,52,42,34,1,4,RAREsim functional-120%
580,185,158,66,36,40,0,5,RAREsim functional-120%
569,192,180,71,52,24,0,6,RAREsim functional-120%
584,174,174,64,36,25,1,7,RAREsim functional-120%
568,212,175,90,30,38,1,8,RAREsim functional-120%
599,159,162,68,38,32,0,9,RAREsim functional-120%
574,194,179,81,39,33,0,10,RAREsim functional-120%
587,194,160,66,45,32,3,11,RAREsim functional-120%
581,190,179,67,28,27,0,12,RAREsim functional-120%
554,191,181,69,30,28,0,13,RAREsim functional-120%
582,185,164,75,37,27,0,14,RAREsim functional-120%
580,184,174,78,36,35,0,15,RAREsim functional-120%
575,199,171,83,37,48,1,16,RAREsim functional-120%
569,183,185,75,39,35,0,17,RAREsim functional-120%
562,170,159,70,36,29,2,18,RAREsim functional-120%
584,195,175,67,25,30,0,19,RAREsim functional-120%
566,183,159,78,47,32,0,20,RAREsim functional-120%
603,184,176,63,41,32,0,21,RAREsim functional-120%
579,185,156,63,43,28,0,22,RAREsim functional-120%
572,182,183,65,36,29,0,23,RAREsim functional-120%
586,176,174,76,41,21,0,24,RAREsim functional-120%
579,195,164,75,35,33,1,25,RAREsim functional-120%
587,203,173,69,35,38,0,26,RAREsim functional-120%
564,195,169,86,43,33,1,27,RAREsim functional-120%
581,187,183,64,39,38,0,28,RAREsim functional-120%
558,183,173,66,34,30,0,29,RAREsim functional-120%
567,193,178,83,40,30,0,30,RAREsim functional-120%
581,196,174,69,35,37,1,31,RAREsim functional-120%
597,193,182,65,39,24,0,32,RAREsim functional-120%
579,173,163,67,33,44,0,33,RAREsim functional-120%
586,200,188,81,28,41,0,34,RAREsim functional-120%
573,166,172,73,42,26,0,35,RAREsim functional-120%
568,178,176,79,42,26,0,36,RAREsim functional-120%
585,182,162,83,44,23,0,37,RAREsim functional-120%
571,168,179,61,38,36,0,38,RAREsim functional-120%
585,177,171,71,35,24,1,39,RAREsim functional-120%
579,213,183,71,36,36,0,40,RAREsim functional-120%
561,187,178,81,46,39,1,41,RAREsim functional-120%
581,190,173,67,35,36,0,42,RAREsim functional-120%
575,188,173,70,31,30,2,43,RAREsim functional-120%
584,194,168,72,35,39,1,44,RAREsim functional-120%
561,183,194,85,40,32,0,45,RAREsim functional-120%
576,190,167,68,44,37,0,46,RAREsim functional-120%
583,180,182,71,28,40,0,47,RAREsim functional-120%
585,176,190,90,38,24,0,48,RAREsim functional-120%
579,193,169,72,30,36,1,49,RAREsim functional-120%
568,185,177,66,47,45,2,50,RAREsim functional-120%
572,177,182,79,34,30,1,51,RAREsim functional-120%
580,184,183,70,45,23,0,52,RAREsim functional-120%
573,192,166,87,43,30,1,53,RAREsim functional-120%
575,173,167,73,44,32,0,54,RAREsim functional-120%
585,165,191,87,50,36,2,55,RAREsim functional-120%
569,200,188,68,50,22,0,56,RAREsim functional-120%
569,205,182,75,32,40,0,57,RAREsim functional-120%
582,187,171,78,43,28,0,58,RAREsim functional-120%
564,194,165,73,40,27,1,59,RAREsim functional-120%
575,166,171,74,37,34,2,60,RAREsim functional-120%
596,202,179,75,43,36,1,61,RAREsim functional-120%
581,179,169,70,36,31,0,62,RAREsim functional-120%
582,204,170,87,41,41,0,63,RAREsim functional-120%
581,193,194,63,36,25,1,64,RAREsim functional-120%
570,189,174,73,36,31,0,65,RAREsim functional-120%
574,185,166,77,46,23,0,66,RAREsim functional-120%
581,182,160,86,43,30,1,67,RAREsim functional-120%
577,185,163,71,42,46,1,68,RAREsim functional-120%
591,182,182,91,41,32,0,69,RAREsim functional-120%
580,186,176,79,39,34,0,70,RAREsim functional-120%
571,188,170,90,45,29,1,71,RAREsim functional-120%
574,194,164,71,43,23,0,72,RAREsim functional-120%
578,195,166,59,45,31,0,73,RAREsim functional-120%
574,189,172,64,32,23,0,74,RAREsim functional-120%
576,183,173,65,31,30,0,75,RAREsim functional-120%
584,169,176,75,32,25,1,76,RAREsim functional-120%
596,185,183,63,39,35,0,77,RAREsim functional-120%
570,159,194,75,35,40,0,78,RAREsim functional-120%
569,196,169,74,35,33,0,79,RAREsim functional-120%
580,193,179,53,41,34,0,80,RAREsim functional-120%
583,186,183,66,32,23,0,81,RAREsim functional-120%
580,198,188,61,29,37,0,82,RAREsim functional-120%
574,179,169,65,35,25,0,83,RAREsim functional-120%
568,199,179,70,38,30,0,84,RAREsim functional-120%
579,187,164,71,34,22,0,85,RAREsim functional-120%
574,189,177,67,45,37,1,86,RAREsim functional-120%
579,190,182,67,34,35,1,87,RAREsim functional-120%
569,179,176,72,32,35,0,88,RAREsim functional-120%
568,184,164,82,46,43,0,89,RAREsim functional-120%
560,167,177,71,33,38,0,90,RAREsim functional-120%
595,174,183,85,40,41,1,91,RAREsim functional-120%
581,194,176,76,44,33,0,92,RAREsim functional-120%
578,186,174,76,32,25,0,93,RAREsim functional-120%
588,187,169,65,25,45,0,94,RAREsim functional-120%
596,198,174,67,33,23,0,95,RAREsim functional-120%
572,167,171,66,47,33,0,96,RAREsim functional-120%
568,195,179,72,35,38,0,97,RAREsim functional-120%
566,188,177,67,40,22,0,98,RAREsim functional-120%
576,188,156,83,38,30,0,99,RAREsim functional-120%
596,181,175,81,39,35,0,100,RAREsim functional-120%
