Singletons,Doubletons,MAC.3.5,MAC.6.10,MAC.11.20,MAC.21.MAF0.5,MAF0.5.1,rep,data
166,53,54,28,12,15,0,1,RAREsim synonymous-80%
165,55,59,28,15,16,0,2,RAREsim synonymous-80%
172,58,50,27,15,17,0,3,RAREsim synonymous-80%
159,57,57,25,9,16,0,4,RAREsim synonymous-80%
154,56,53,26,15,17,1,5,RAREsim synonymous-80%
166,57,55,23,18,13,0,6,RAREsim synonymous-80%
173,48,60,20,15,19,0,7,RAREsim synonymous-80%
162,62,57,21,11,18,0,8,RAREsim synonymous-80%
156,63,54,25,13,17,0,9,RAREsim synonymous-80%
164,54,58,25,16,14,1,10,RAREsim synonymous-80%
167,58,56,24,17,17,0,11,RAREsim synonymous-80%
169,53,58,28,12,18,1,12,RAREsim synonymous-80%
164,57,55,27,11,17,0,13,RAREsim synonymous-80%
165,55,57,23,15,17,0,14,RAREsim synonymous-80%
163,55,59,25,17,17,0,15,RAREsim synonymous-80%
161,52,57,26,12,18,1,16,RAREsim synonymous-80%
151,51,57,30,14,16,0,17,RAREsim synonymous-80%
168,60,52,25,15,17,0,18,RAREsim synonymous-80%
165,55,53,25,15,19,0,19,RAREsim synonymous-80%
166,56,53,26,15,14,0,20,RAREsim synonymous-80%
171,58,52,31,13,15,0,21,RAREsim synonymous-80%
153,53,55,27,16,15,0,22,RAREsim synonymous-80%
163,55,61,26,12,19,0,23,RAREsim synonymous-80%
171,56,53,28,10,18,0,24,RAREsim synonymous-80%
169,55,50,21,17,18,1,25,RAREsim synonymous-80%
163,61,49,29,18,20,1,26,RAREsim synonymous-80%
168,57,56,25,15,16,0,27,RAREsim synonymous-80%
172,56,52,24,15,18,0,28,RAREsim synonymous-80%
169,63,56,24,10,18,0,29,RAREsim synonymous-80%
170,55,57,29,14,15,0,30,RAREsim synonymous-80%
173,55,57,27,15,15,0,31,RAREsim synonymous-80%
167,53,50,29,15,15,1,32,RAREsim synonymous-80%
166,56,58,28,10,17,0,33,RAREsim synonymous-80%
169,54,63,30,13,20,0,34,RAREsim synonymous-80%
162,53,65,26,18,14,1,35,RAREsim synonymous-80%
158,54,58,21,12,14,0,36,RAREsim synonymous-80%
169,54,55,26,17,17,0,37,RAREsim synonymous-80%
