Singletons,Doubletons,MAC.3.5,MAC.6.10,MAC.11.20,MAC.21.MAF0.5,MAF0.5.1,rep,data
193,66,66,32,16,17,0,1,RAREsim synonymous-95%
194,65,66,31,15,20,0,2,RAREsim synonymous-95%
200,61,64,28,15,21,1,3,RAREsim synonymous-95%
195,63,66,27,18,16,0,4,RAREsim synonymous-95%
191,65,62,30,17,17,1,5,RAREsim synonymous-95%
191,59,56,29,19,17,0,6,RAREsim synonymous-95%
194,60,70,25,18,19,0,7,RAREsim synonymous-95%
199,65,70,28,11,20,0,8,RAREsim synonymous-95%
192,67,62,29,16,17,0,9,RAREsim synonymous-95%
195,59,65,28,17,14,1,10,RAREsim synonymous-95%
198,64,66,30,19,19,0,11,RAREsim synonymous-95%
191,62,65,31,12,20,1,12,RAREsim synonymous-95%
194,62,61,31,11,18,0,13,RAREsim synonymous-95%
197,66,62,28,17,21,0,14,RAREsim synonymous-95%
190,67,65,31,18,19,0,15,RAREsim synonymous-95%
196,59,62,28,17,18,1,16,RAREsim synonymous-95%
192,66,65,33,14,17,0,17,RAREsim synonymous-95%
196,69,63,27,17,18,0,18,RAREsim synonymous-95%
195,63,62,26,17,21,0,19,RAREsim synonymous-95%
193,63,59,31,17,20,0,20,RAREsim synonymous-95%
196,67,66,31,13,17,0,21,RAREsim synonymous-95%
193,62,64,33,17,15,0,22,RAREsim synonymous-95%
197,63,68,32,17,22,0,23,RAREsim synonymous-95%
198,67,67,29,13,18,0,24,RAREsim synonymous-95%
199,63,66,21,18,19,1,25,RAREsim synonymous-95%
190,70,66,30,21,21,1,26,RAREsim synonymous-95%
188,64,63,30,15,18,0,27,RAREsim synonymous-95%
197,65,63,31,18,19,0,28,RAREsim synonymous-95%
198,71,60,29,13,19,0,29,RAREsim synonymous-95%
194,62,70,31,14,19,0,30,RAREsim synonymous-95%
201,66,66,30,15,16,0,31,RAREsim synonymous-95%
193,63,65,29,15,20,1,32,RAREsim synonymous-95%
197,62,61,30,15,17,0,33,RAREsim synonymous-95%
196,63,67,33,13,23,0,34,RAREsim synonymous-95%
196,67,69,29,19,14,1,35,RAREsim synonymous-95%
191,67,61,27,16,14,1,36,RAREsim synonymous-95%
193,64,66,32,18,19,0,37,RAREsim synonymous-95%
192,65,66,32,16,23,0,38,RAREsim synonymous-95%
195,61,66,30,19,21,1,39,RAREsim synonymous-95%
185,63,55,31,20,20,0,40,RAREsim synonymous-95%
188,68,66,28,17,19,0,41,RAREsim synonymous-95%
196,61,73,24,21,17,0,42,RAREsim synonymous-95%
197,69,59,28,18,20,0,43,RAREsim synonymous-95%
196,67,65,33,17,18,0,44,RAREsim synonymous-95%
193,63,62,31,16,16,0,45,RAREsim synonymous-95%
202,63,67,27,20,20,0,46,RAREsim synonymous-95%
194,65,67,33,20,17,0,47,RAREsim synonymous-95%
194,61,67,35,16,21,0,48,RAREsim synonymous-95%
193,68,61,27,15,20,0,49,RAREsim synonymous-95%
199,66,65,30,15,18,1,50,RAREsim synonymous-95%
191,63,66,30,18,20,0,51,RAREsim synonymous-95%
186,69,68,31,18,18,0,52,RAREsim synonymous-95%
194,65,65,30,17,20,0,53,RAREsim synonymous-95%
197,66,68,31,19,18,0,54,RAREsim synonymous-95%
190,65,69,26,18,20,0,55,RAREsim synonymous-95%
197,67,63,30,15,22,1,56,RAREsim synonymous-95%
193,65,74,28,9,20,0,57,RAREsim synonymous-95%
195,66,63,26,18,19,0,58,RAREsim synonymous-95%
193,63,69,35,20,20,0,59,RAREsim synonymous-95%
193,63,68,32,17,19,0,60,RAREsim synonymous-95%
192,63,57,33,18,19,0,61,RAREsim synonymous-95%
195,67,68,29,15,21,1,62,RAREsim synonymous-95%
194,67,68,33,17,22,0,63,RAREsim synonymous-95%
197,66,66,29,18,20,0,64,RAREsim synonymous-95%
196,66,63,29,19,19,0,65,RAREsim synonymous-95%
196,63,69,29,20,19,0,66,RAREsim synonymous-95%
192,63,66,31,18,23,0,67,RAREsim synonymous-95%
192,61,68,28,18,19,0,68,RAREsim synonymous-95%
194,67,61,30,22,17,1,69,RAREsim synonymous-95%
188,63,61,30,17,17,0,70,RAREsim synonymous-95%
191,68,64,31,18,19,1,71,RAREsim synonymous-95%
191,64,66,32,14,20,0,72,RAREsim synonymous-95%
192,65,64,32,18,19,0,73,RAREsim synonymous-95%
194,66,70,30,18,13,0,74,RAREsim synonymous-95%
199,66,64,30,18,19,0,75,RAREsim synonymous-95%
193,67,68,29,16,19,0,76,RAREsim synonymous-95%
192,67,68,31,18,22,0,77,RAREsim synonymous-95%
189,61,63,30,17,21,1,78,RAREsim synonymous-95%
192,67,58,28,16,20,0,79,RAREsim synonymous-95%
194,67,67,28,18,20,0,80,RAREsim synonymous-95%
198,66,63,28,19,19,0,81,RAREsim synonymous-95%
193,65,66,31,15,17,0,82,RAREsim synonymous-95%
198,47,68,28,11,18,0,83,RAREsim synonymous-95%
192,64,65,23,16,17,0,84,RAREsim synonymous-95%
193,62,68,28,10,19,1,85,RAREsim synonymous-95%
189,67,68,30,16,18,0,86,RAREsim synonymous-95%
190,63,67,30,18,19,0,87,RAREsim synonymous-95%
190,63,66,29,18,19,1,88,RAREsim synonymous-95%
193,67,68,30,13,19,0,89,RAREsim synonymous-95%
195,65,67,31,17,19,0,90,RAREsim synonymous-95%
194,64,65,28,18,22,0,91,RAREsim synonymous-95%
192,66,66,31,14,20,0,92,RAREsim synonymous-95%
200,65,68,31,16,18,0,93,RAREsim synonymous-95%
193,64,66,26,14,21,0,94,RAREsim synonymous-95%
191,68,65,29,16,16,1,95,RAREsim synonymous-95%
195,65,69,32,14,20,0,96,RAREsim synonymous-95%
192,65,67,29,18,18,0,97,RAREsim synonymous-95%
196,64,67,31,15,14,1,98,RAREsim synonymous-95%
192,64,63,28,19,20,1,99,RAREsim synonymous-95%
198,64,68,30,14,19,0,100,RAREsim synonymous-95%
