Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
712,403,1431,680,1352.8,765.7,78.2000000000001,-85.6999999999999,1.76674937965261,2.10441176470588,0.0249263770647955
671,343,1293,636,1274.9,651.7,18.1000000000001,-15.6999999999999,1.95626822157434,2.03301886792453,0.639745652462454
650,357,1247,677,1235,678.3,12,-1.29999999999995,1.82072829131653,1.84194977843427,0.886753032421524
644,295,1142,662,1223.6,560.5,-81.5999999999999,101.5,2.18305084745763,1.72507552870091,0.00570356206925419
644,353,1242,659,1223.6,670.7,18.4000000000001,-11.6999999999999,1.82436260623229,1.88467374810319,0.691435788288328
634,359,1246,672,1204.6,682.1,41.4000000000001,-10.1,1.76601671309192,1.85416666666667,0.550684987462419
639,415,1298,702,1214.1,788.5,83.9000000000001,-86.5,1.53975903614458,1.84900284900285,0.0200213730951438
678,302,1319,660,1288.2,573.8,30.8,86.2000000000001,2.24503311258278,1.99848484848485,0.165074200591231
671,379,1301,705,1274.9,720.1,26.1000000000001,-15.1,1.77044854881267,1.84539007092199,0.602120659968718
662,367,1293,630,1257.8,697.3,35.2000000000001,-67.3,1.80381471389646,2.05238095238095,0.11255492413803
650,389,1248,626,1235,739.1,13,-113.1,1.67095115681234,1.99361022364217,0.0289245035604425
590,375,1318,595,1121,712.5,197,-117.5,1.57333333333333,2.21512605042017,3.55583722159805e-05
647,318,1304,641,1229.3,604.2,74.7000000000001,36.8000000000001,2.03459119496855,2.03432137285491,0.998736751566499
655,383,1213,706,1244.5,727.7,-31.5,-21.6999999999999,1.71018276762402,1.71813031161473,0.953709329378592
653,356,1254,687,1240.7,676.4,13.3,10.6,1.83426966292135,1.82532751091703,0.95200514840259
700,305,1274,631,1330,579.5,-56,51.5,2.29508196721311,2.01901743264659,0.126599450251931
689,308,1287,632,1309.1,585.2,-22.0999999999999,46.8000000000001,2.23701298701299,2.03639240506329,0.262416074624934
706,343,1345,683,1341.4,651.7,3.60000000000014,31.3000000000001,2.05830903790087,1.9692532942899,0.584100992364078
721,410,1268,700,1369.9,779,-101.9,-79,1.75853658536585,1.81142857142857,0.703155535600755
648,346,1289,638,1231.2,657.4,57.8,-19.4,1.8728323699422,2.02037617554859,0.357521033348974
634,344,1201,650,1204.6,653.6,-3.59999999999991,-3.60000000000002,1.84302325581395,1.84769230769231,0.97562252005943
622,309,1261,705,1181.8,587.1,79.2000000000001,117.9,2.01294498381877,1.7886524822695,0.158567770224633
