Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
664,353,1213,640,1195.2,635.4,17.8,4.60000000000002,1.88101983002833,1.8953125,0.926467560984587
667,396,1222,596,1200.6,712.8,21.3999999999999,-116.8,1.68434343434343,2.0503355704698,0.0150741980062203
697,337,1153,637,1254.6,606.6,-101.6,30.4,2.06824925816024,1.81004709576138,0.106072943006198
673,421,1215,659,1211.4,757.8,3.59999999999991,-98.8000000000001,1.59857482185273,1.84370257966616,0.0704049548013059
656,396,1161,654,1180.8,712.8,-19.8,-58.8000000000001,1.65656565656566,1.77522935779817,0.388974365671774
658,330,1182,604,1184.4,594,-2.40000000000009,10,1.99393939393939,1.95695364238411,0.823511274991828
722,322,1160,706,1299.6,579.6,-139.6,126.4,2.24223602484472,1.64305949008499,0.000142470083553463
719,359,1227,651,1294.2,646.2,-67.2000000000001,4.79999999999996,2.00278551532033,1.88479262672811,0.451879307636464
607,393,1184,604,1092.6,707.4,91.3999999999999,-103.4,1.54452926208651,1.96026490066225,0.00363661109746976
676,342,1261,607,1216.8,615.6,44.2,-8.60000000000002,1.9766081871345,2.07742998352554,0.547906414035866
658,344,1164,613,1184.4,619.2,-20.4000000000001,-6.20000000000005,1.91279069767442,1.89885807504078,0.929948826164714
666,402,1273,661,1198.8,723.6,74.2000000000001,-62.6,1.65671641791045,1.92586989409985,0.0580289960780503
651,343,1156,632,1171.8,617.4,-15.8,14.6,1.89795918367347,1.82911392405063,0.656261903401992
662,352,1288,679,1191.6,633.6,96.3999999999999,45.4,1.88068181818182,1.89690721649485,0.915803969498802
640,328,1206,588,1152,590.4,54,-2.39999999999998,1.95121951219512,2.05102040816327,0.555302003564656
648,347,1188,618,1166.4,624.6,21.5999999999999,-6.60000000000002,1.86743515850144,1.92233009708738,0.727074287122437
742,363,1221,597,1335.6,653.4,-114.6,-56.4,2.04407713498623,2.04522613065327,0.994479567513788
667,370,1260,718,1200.6,666,59.3999999999999,52,1.8027027027027,1.75487465181059,0.736446530573755
671,384,1204,666,1207.8,691.2,-3.79999999999995,-25.2000000000001,1.74739583333333,1.80780780780781,0.671712778305422
606,372,1119,670,1090.8,669.6,28.2,0.399999999999977,1.62903225806452,1.67014925373134,0.761213999479882
724,385,1216,605,1303.2,693,-87.2,-88,1.88051948051948,2.0099173553719,0.40784087642144
698,427,1261,665,1256.4,768.6,4.59999999999991,-103.6,1.63466042154567,1.89624060150376,0.0571143513940827
628,392,1221,625,1130.4,705.6,90.5999999999999,-80.6,1.60204081632653,1.9536,0.0145070353882367
703,315,1159,646,1265.4,567,-106.4,79,2.23174603174603,1.79411764705882,0.00882426890488263
626,337,1216,688,1126.8,606.6,89.2000000000001,81.4,1.85756676557864,1.76744186046512,0.547292220937421
665,336,1149,650,1197,604.8,-48,45.1999999999999,1.97916666666667,1.76769230769231,0.17255221916002
665,342,1179,619,1197,615.6,-18,3.39999999999998,1.94444444444444,1.90468497576737,0.803402103150565
620,404,1210,654,1116,727.2,94,-73.2000000000001,1.53465346534653,1.85015290519878,0.0200576310401092
689,377,1197,686,1240.2,678.6,-43.2,7.39999999999998,1.82758620689655,1.74489795918367,0.562415810031206
724,456,1231,743,1303.2,820.8,-72.2000000000001,-77.8000000000001,1.58771929824561,1.65679676985195,0.573933955583278
690,430,1149,585,1242,774,-93,-189,1.6046511627907,1.96410256410256,0.01132529186968
596,350,1206,577,1072.8,630,133.2,-53,1.70285714285714,2.09012131715771,0.0152415890409063
665,356,1205,678,1197,640.8,8,37.1999999999999,1.86797752808989,1.77728613569322,0.540361204792452
644,343,1191,749,1159.2,617.4,31.8,131.6,1.87755102040816,1.59012016021362,0.0408913070425261
681,399,1198,640,1225.8,718.2,-27.8,-78.2000000000001,1.70676691729323,1.871875,0.247814995673571
702,338,1216,540,1263.6,608.4,-47.6000000000001,-68.4,2.07692307692308,2.25185185185185,0.336295031474305
659,379,1205,578,1186.2,682.2,18.8,-104.2,1.73878627968338,2.08477508650519,0.0270781825005441
652,306,1200,559,1173.6,550.8,26.3999999999999,8.19999999999993,2.13071895424837,2.14669051878354,0.93094099305579
608,388,1154,627,1094.4,698.4,59.5999999999999,-71.4,1.56701030927835,1.84051036682616,0.0494246249430417
700,410,1129,687,1260,738,-131,-51,1.70731707317073,1.6433770014556,0.62795298961663
679,406,1298,687,1222.2,730.8,75.8,-43.8000000000001,1.67241379310345,1.88937409024745,0.120718281457964
686,335,1153,621,1234.8,603,-81.8,18,2.04776119402985,1.85668276972625,0.238235940841525
700,357,1128,654,1260,642.6,-132,11.4,1.96078431372549,1.72477064220184,0.114952219578345
661,360,1197,681,1189.8,648,7.20000000000005,33,1.83611111111111,1.75770925110132,0.590766730501567
690,365,1159,614,1242,657,-83,-43,1.89041095890411,1.88762214983713,0.985588668108792
657,412,1260,620,1182.6,741.6,77.3999999999999,-121.6,1.59466019417476,2.03225806451613,0.0024018148508042
705,337,1140,582,1269,606.6,-129,-24.6,2.0919881305638,1.95876288659794,0.430503059527581
645,339,1187,645,1161,610.2,26,34.8,1.90265486725664,1.84031007751938,0.688057422138518
705,392,1157,629,1269,705.6,-112,-76.6,1.7984693877551,1.83942766295707,0.778791992190536
636,338,1134,595,1144.8,608.4,-10.8,-13.4,1.88165680473373,1.90588235294118,0.879296552821215
636,398,1218,613,1144.8,716.4,73.2000000000001,-103.4,1.59798994974874,1.98694942903752,0.00716063948643901
668,363,1177,646,1202.4,653.4,-25.4000000000001,-7.39999999999998,1.84022038567493,1.82198142414861,0.902765688700336
653,408,1217,697,1175.4,734.4,41.5999999999999,-37.4,1.60049019607843,1.74605451936872,0.270860769223191
