Case-Fun (O),Case-Syn (O),Control-Fun (O),Control-Syn (O),Control-Fun (E),Control-Syn (E),Control-Fun (O-E),Control-Syn (O-E),Ratio-Case,Ratio-Control,P-Value
712,403,1383,636,1281.6,725.4,101.4,-89.4,1.76674937965261,2.17452830188679,0.00840868922585693
671,343,1205,585,1207.8,617.4,-2.79999999999995,-32.4,1.95626822157434,2.05982905982906,0.536228515908845
650,357,1153,663,1170,642.6,-17,20.4,1.82072829131653,1.73906485671192,0.57523587127024
644,295,1099,628,1159.2,531,-60.2000000000001,97,2.18305084745763,1.75,0.0100482827779129
644,353,1179,631,1159.2,635.4,19.8,-4.39999999999998,1.82436260623229,1.86846275752773,0.772458146946442
634,359,1190,646,1141.2,646.2,48.8,-0.200000000000045,1.76601671309192,1.84210526315789,0.607884125104949
639,415,1231,686,1150.2,747,80.8,-61,1.53975903614458,1.79446064139942,0.0530620817765087
678,302,1276,649,1220.4,543.6,55.5999999999999,105.4,2.24503311258278,1.96610169491525,0.114588138300079
671,379,1262,687,1207.8,682.2,54.2000000000001,4.79999999999996,1.77044854881267,1.83697234352256,0.644312299198293
662,367,1244,625,1191.6,660.6,52.3999999999999,-35.6,1.80381471389646,1.9904,0.227628888133523
650,389,1185,613,1170,700.2,15,-87.2,1.67095115681234,1.93311582381729,0.072895317854086
590,375,1273,588,1062,675,211,-87,1.57333333333333,2.16496598639456,0.000120104660323354
647,318,1244,622,1164.6,572.4,79.3999999999999,49.6,2.03459119496855,2,0.838710140936007
655,383,1173,694,1179,689.4,-6,4.60000000000002,1.71018276762402,1.69020172910663,0.88347125169157
653,356,1187,658,1175.4,640.8,11.5999999999999,17.1999999999999,1.83426966292135,1.80395136778116,0.83864360029729
700,305,1221,613,1260,549,-39,64,2.29508196721311,1.99184339314845,0.0929750239145018
689,308,1202,610,1240.2,554.4,-38.2,55.6,2.23701298701299,1.97049180327869,0.133095967587136
706,343,1258,675,1270.8,617.4,-12.8,57.6,2.05830903790087,1.8637037037037,0.220967910967848
721,410,1181,657,1297.8,738,-116.8,-81,1.75853658536585,1.79756468797565,0.78037735530452
648,346,1241,591,1166.4,622.8,74.5999999999999,-31.8000000000001,1.8728323699422,2.09983079526227,0.170069925472241
634,344,1096,636,1141.2,619.2,-45.2000000000001,16.8,1.84302325581395,1.72327044025157,0.420499592122122
622,309,1200,669,1119.6,556.2,80.3999999999999,112.8,2.01294498381877,1.79372197309417,0.172370343297739
669,348,1231,713,1204.2,626.4,26.8,86.6,1.92241379310345,1.72650771388499,0.184458644865393
635,346,1126,682,1143,622.8,-17,59.1999999999999,1.83526011560694,1.65102639296188,0.199441057147301
685,310,1193,590,1233,558,-40,32,2.20967741935484,2.02203389830509,0.295457165615715
695,350,1131,707,1251,630,-120,77,1.98571428571429,1.5997171145686,0.00754954815166023
705,386,1224,642,1269,694.8,-45,-52.8000000000001,1.82642487046632,1.90654205607477,0.591245206425456
560,343,1211,622,1008,617.4,203,4.60000000000002,1.63265306122449,1.94694533762058,0.0375505579029531
658,357,1221,562,1184.4,642.6,36.5999999999999,-80.6,1.84313725490196,2.17259786476868,0.0484727922164292
717,413,1253,666,1290.6,743.4,-37.6000000000001,-77.4,1.73607748184019,1.88138138138138,0.304454330285344
699,280,1164,591,1258.2,504,-94.2000000000001,87,2.49642857142857,1.96954314720812,0.00609427478704943
719,336,1189,625,1294.2,604.8,-105.2,20.1999999999999,2.13988095238095,1.9024,0.153123433808985
599,351,1108,632,1078.2,631.8,29.8,0.199999999999932,1.70655270655271,1.75316455696203,0.747531888709875
619,410,1175,707,1114.2,738,60.8,-31,1.50975609756098,1.66195190947666,0.227411621133586
652,325,1184,678,1173.6,585,10.3999999999999,93,2.00615384615385,1.74631268436578,0.0948094872411024
634,325,1199,532,1141.2,585,57.8,-53,1.95076923076923,2.25375939849624,0.0932254341155378
617,390,1162,693,1110.6,702,51.3999999999999,-9,1.58205128205128,1.67676767676768,0.470663392943491
663,310,1199,657,1193.4,558,5.59999999999991,99,2.13870967741935,1.82496194824962,0.0587397618974462
630,379,1227,663,1134,682.2,93,-19.2,1.6622691292876,1.85067873303167,0.185150001741224
727,354,1240,656,1308.6,637.2,-68.6000000000001,18.8,2.05367231638418,1.89024390243902,0.3041873503324
677,331,1285,607,1218.6,595.8,66.3999999999999,11.1999999999999,2.04531722054381,2.1169686985173,0.679198918598142
676,303,1163,664,1216.8,545.4,-53.8,118.6,2.23102310231023,1.75150602409639,0.00400711579175046
700,327,1222,672,1260,588.6,-38,83.4,2.14067278287462,1.81845238095238,0.0470755977385477
629,360,1302,669,1132.2,648,169.8,21,1.74722222222222,1.94618834080718,0.186034605556061
668,269,1102,639,1202.4,484.2,-100.4,154.8,2.48327137546468,1.7245696400626,2.70720877576791e-05
576,323,1122,672,1036.8,581.4,85.2000000000001,90.6,1.78328173374613,1.66964285714286,0.437631490666901
609,358,1112,631,1096.2,644.4,15.8,-13.4,1.70111731843575,1.76228209191759,0.671218051131192
