gene fun syn ratio
DNAJB1 49 31 1.58064516129032
GIPC1 49 25 1.96
NDUFB7 15 9 1.66666666666667
PKN1 156 81 1.92592592592593
PTGER1 70 40 1.75
TECR 44 24 1.83333333333333
ZNF333 132 42 3.14285714285714
ADGRE2 155 66 2.34848484848485
ADGRE3 97 54 1.7962962962963
ADGRE5 153 67 2.28358208955224
CLEC17A 49 22 2.22727272727273
DDX39A 67 31 2.16129032258065
DNAJB1 60 26 2.30769230769231
GIPC1 49 30 1.63333333333333
NDUFB7 21 9 2.33333333333333
PKN1 145 78 1.85897435897436
PTGER1 55 39 1.41025641025641
TECR 37 24 1.54166666666667
ZNF333 103 34 3.02941176470588
ADGRE2 142 64 2.21875
ADGRE3 105 59 1.77966101694915
ADGRE5 131 67 1.95522388059702
CLEC17A 52 17 3.05882352941176
DDX39A 53 27 1.96296296296296
DNAJB1 57 34 1.67647058823529
GIPC1 60 22 2.72727272727273
NDUFB7 31 10 3.1
PKN1 139 91 1.52747252747253
PTGER1 57 38 1.5
TECR 41 18 2.27777777777778
ZNF333 103 48 2.14583333333333
ADGRE2 127 62 2.04838709677419
ADGRE3 103 62 1.66129032258065
ADGRE5 134 62 2.16129032258065
CLEC17A 60 24 2.5
DDX39A 66 34 1.94117647058824
DNAJB1 54 21 2.57142857142857
GIPC1 39 26 1.5
NDUFB7 24 11 2.18181818181818
PKN1 132 83 1.59036144578313
PTGER1 55 35 1.57142857142857
TECR 56 26 2.15384615384615
ZNF333 122 40 3.05
ADGRE2 135 61 2.21311475409836
ADGRE3 109 49 2.22448979591837
ADGRE5 131 66 1.98484848484848
CLEC17A 60 30 2
DDX39A 60 30 2
DNAJB1 62 24 2.58333333333333
GIPC1 51 22 2.31818181818182
NDUFB7 24 12 2
PKN1 150 85 1.76470588235294
PTGER1 54 37 1.45945945945946
TECR 49 14 3.5
ZNF333 106 42 2.52380952380952
ADGRE2 128 59 2.16949152542373
ADGRE3 88 43 2.04651162790698
ADGRE5 142 55 2.58181818181818
CLEC17A 65 21 3.0952380952381
DDX39A 66 35 1.88571428571429
DNAJB1 54 27 2
GIPC1 45 28 1.60714285714286
NDUFB7 19 11 1.72727272727273
PKN1 152 74 2.05405405405405
PTGER1 50 40 1.25
TECR 48 31 1.54838709677419
ZNF333 118 49 2.40816326530612
ADGRE2 125 71 1.76056338028169
ADGRE3 113 47 2.40425531914894
ADGRE5 140 65 2.15384615384615
CLEC17A 65 27 2.40740740740741
DDX39A 62 37 1.67567567567568
DNAJB1 67 19 3.52631578947368
GIPC1 49 35 1.4
NDUFB7 17 10 1.7
PKN1 144 90 1.6
PTGER1 55 34 1.61764705882353
TECR 48 20 2.4
ZNF333 106 40 2.65
ADGRE2 136 65 2.09230769230769
ADGRE3 95 66 1.43939393939394
ADGRE5 133 75 1.77333333333333
CLEC17A 74 25 2.96
DDX39A 56 24 2.33333333333333
DNAJB1 50 27 1.85185185185185
GIPC1 53 30 1.76666666666667
NDUFB7 24 11 2.18181818181818
PKN1 130 84 1.54761904761905
PTGER1 57 34 1.67647058823529
TECR 44 26 1.69230769230769
ZNF333 117 48 2.4375
ADGRE2 151 67 2.25373134328358
ADGRE3 96 56 1.71428571428571
ADGRE5 154 69 2.23188405797101
CLEC17A 55 18 3.05555555555556
DDX39A 65 29 2.24137931034483
DNAJB1 58 31 1.87096774193548
GIPC1 46 24 1.91666666666667
NDUFB7 24 9 2.66666666666667
PKN1 159 75 2.12
PTGER1 52 34 1.52941176470588
TECR 47 25 1.88
ZNF333 92 46 2
ADGRE2 144 87 1.6551724137931
ADGRE3 104 48 2.16666666666667
ADGRE5 150 61 2.45901639344262
CLEC17A 57 25 2.28
DDX39A 64 36 1.77777777777778
DNAJB1 51 24 2.125
GIPC1 43 30 1.43333333333333
NDUFB7 22 15 1.46666666666667
PKN1 149 92 1.6195652173913
PTGER1 52 31 1.67741935483871
TECR 44 27 1.62962962962963
ZNF333 102 51 2
ADGRE2 161 74 2.17567567567568
ADGRE3 111 49 2.26530612244898
ADGRE5 130 68 1.91176470588235
CLEC17A 55 32 1.71875
DDX39A 69 38 1.81578947368421
DNAJB1 61 28 2.17857142857143
GIPC1 52 33 1.57575757575758
NDUFB7 14 15 0.933333333333333
PKN1 145 73 1.98630136986301
PTGER1 47 31 1.51612903225806
TECR 52 26 2
ZNF333 104 40 2.6
ADGRE2 140 76 1.84210526315789
ADGRE3 104 44 2.36363636363636
ADGRE5 123 58 2.12068965517241
CLEC17A 71 23 3.08695652173913
DDX39A 63 44 1.43181818181818
DNAJB1 48 20 2.4
GIPC1 42 28 1.5
NDUFB7 27 18 1.5
PKN1 152 79 1.92405063291139
PTGER1 54 38 1.42105263157895
TECR 39 27 1.44444444444444
ZNF333 112 53 2.11320754716981
