gene fun syn ratio
DDX39A 54 29 1.86206896551724
DNAJB1 52 24 2.16666666666667
GIPC1 53 26 2.03846153846154
NDUFB7 15 10 1.5
PKN1 153 84 1.82142857142857
PTGER1 57 46 1.23913043478261
TECR 47 27 1.74074074074074
ZNF333 116 47 2.46808510638298
ADGRE2 131 70 1.87142857142857
ADGRE3 107 52 2.05769230769231
ADGRE5 162 51 3.17647058823529
CLEC17A 60 32 1.875
DDX39A 64 31 2.06451612903226
DNAJB1 50 26 1.92307692307692
GIPC1 43 32 1.34375
NDUFB7 24 10 2.4
PKN1 155 86 1.80232558139535
PTGER1 53 41 1.29268292682927
TECR 44 26 1.69230769230769
ZNF333 100 57 1.75438596491228
ADGRE2 135 64 2.109375
ADGRE3 105 60 1.75
ADGRE5 137 49 2.79591836734694
CLEC17A 75 29 2.58620689655172
DDX39A 59 28 2.10714285714286
DNAJB1 61 31 1.96774193548387
GIPC1 49 28 1.75
NDUFB7 21 13 1.61538461538462
PKN1 138 92 1.5
PTGER1 59 42 1.4047619047619
TECR 58 22 2.63636363636364
ZNF333 99 47 2.1063829787234
ADGRE2 121 62 1.95161290322581
ADGRE3 100 57 1.75438596491228
ADGRE5 140 66 2.12121212121212
CLEC17A 56 28 2
DDX39A 61 37 1.64864864864865
DNAJB1 56 21 2.66666666666667
GIPC1 53 35 1.51428571428571
NDUFB7 14 12 1.16666666666667
PKN1 163 95 1.71578947368421
PTGER1 44 32 1.375
TECR 45 24 1.875
ZNF333 112 36 3.11111111111111
ADGRE2 129 73 1.76712328767123
ADGRE3 94 55 1.70909090909091
ADGRE5 126 62 2.03225806451613
CLEC17A 54 28 1.92857142857143
DDX39A 71 28 2.53571428571429
DNAJB1 43 27 1.59259259259259
GIPC1 50 27 1.85185185185185
NDUFB7 20 17 1.17647058823529
PKN1 173 80 2.1625
PTGER1 63 40 1.575
TECR 38 26 1.46153846153846
ZNF333 101 37 2.72972972972973
ADGRE2 134 81 1.65432098765432
ADGRE3 85 55 1.54545454545455
ADGRE5 132 51 2.58823529411765
CLEC17A 55 25 2.2
DDX39A 69 29 2.37931034482759
DNAJB1 48 34 1.41176470588235
GIPC1 45 30 1.5
NDUFB7 21 14 1.5
PKN1 144 78 1.84615384615385
PTGER1 54 31 1.74193548387097
TECR 54 20 2.7
ZNF333 130 43 3.02325581395349
ADGRE2 166 74 2.24324324324324
ADGRE3 92 54 1.7037037037037
ADGRE5 136 70 1.94285714285714
CLEC17A 49 23 2.1304347826087
DDX39A 59 38 1.55263157894737
DNAJB1 72 25 2.88
GIPC1 48 28 1.71428571428571
NDUFB7 23 14 1.64285714285714
PKN1 154 82 1.8780487804878
PTGER1 51 25 2.04
TECR 37 26 1.42307692307692
ZNF333 122 45 2.71111111111111
ADGRE2 144 76 1.89473684210526
ADGRE3 93 52 1.78846153846154
ADGRE5 123 56 2.19642857142857
CLEC17A 58 26 2.23076923076923
DDX39A 62 33 1.87878787878788
DNAJB1 49 28 1.75
GIPC1 55 18 3.05555555555556
NDUFB7 28 6 4.66666666666667
PKN1 148 90 1.64444444444444
PTGER1 59 39 1.51282051282051
TECR 55 26 2.11538461538462
ZNF333 110 46 2.39130434782609
ADGRE2 148 66 2.24242424242424
ADGRE3 101 43 2.34883720930233
ADGRE5 114 66 1.72727272727273
CLEC17A 61 30 2.03333333333333
DDX39A 67 36 1.86111111111111
DNAJB1 54 24 2.25
GIPC1 55 25 2.2
NDUFB7 23 12 1.91666666666667
PKN1 151 75 2.01333333333333
PTGER1 58 34 1.70588235294118
TECR 50 25 2
ZNF333 100 42 2.38095238095238
ADGRE2 141 60 2.35
ADGRE3 112 47 2.38297872340426
ADGRE5 138 60 2.3
CLEC17A 54 22 2.45454545454545
DDX39A 67 26 2.57692307692308
DNAJB1 54 25 2.16
GIPC1 38 42 0.904761904761905
NDUFB7 15 16 0.9375
PKN1 150 75 2
PTGER1 49 39 1.25641025641026
TECR 39 22 1.77272727272727
ZNF333 125 54 2.31481481481481
ADGRE2 139 61 2.27868852459016
ADGRE3 107 34 3.14705882352941
ADGRE5 133 68 1.95588235294118
CLEC17A 70 30 2.33333333333333
DDX39A 69 27 2.55555555555556
DNAJB1 61 20 3.05
GIPC1 54 39 1.38461538461538
NDUFB7 27 14 1.92857142857143
PKN1 137 73 1.87671232876712
PTGER1 47 37 1.27027027027027
TECR 48 21 2.28571428571429
ZNF333 112 58 1.93103448275862
ADGRE2 124 72 1.72222222222222
ADGRE3 101 56 1.80357142857143
ADGRE5 156 70 2.22857142857143
CLEC17A 59 32 1.84375
DDX39A 74 34 2.17647058823529
DNAJB1 51 23 2.21739130434783
GIPC1 53 24 2.20833333333333
NDUFB7 14 16 0.875
PKN1 152 78 1.94871794871795
PTGER1 63 25 2.52
TECR 35 16 2.1875
ZNF333 105 47 2.23404255319149
ADGRE2 155 80 1.9375
ADGRE3 111 57 1.94736842105263
ADGRE5 127 67 1.8955223880597
CLEC17A 58 32 1.8125
DDX39A 64 32 2
DNAJB1 54 27 2
GIPC1 53 25 2.12
NDUFB7 21 11 1.90909090909091
PKN1 135 80 1.6875
PTGER1 46 39 1.17948717948718
TECR 40 33 1.21212121212121
ZNF333 107 43 2.48837209302326
ADGRE2 137 53 2.58490566037736
ADGRE3 96 53 1.81132075471698
ADGRE5 162 71 2.28169014084507
CLEC17A 74 28 2.64285714285714
DDX39A 57 44 1.29545454545455
DNAJB1 62 33 1.87878787878788
GIPC1 48 22 2.18181818181818
NDUFB7 24 12 2
PKN1 142 86 1.65116279069767
PTGER1 57 35 1.62857142857143
TECR 44 21 2.0952380952381
ZNF333 108 53 2.0377358490566
ADGRE2 147 67 2.19402985074627
ADGRE3 101 56 1.80357142857143
ADGRE5 140 66 2.12121212121212
CLEC17A 61 29 2.10344827586207
DDX39A 62 31 2
DNAJB1 60 21 2.85714285714286
GIPC1 48 28 1.71428571428571
NDUFB7 17 16 1.0625
PKN1 131 88 1.48863636363636
PTGER1 49 33 1.48484848484848
TECR 50 26 1.92307692307692
ZNF333 106 42 2.52380952380952
ADGRE2 140 82 1.70731707317073
ADGRE3 119 41 2.90243902439024
ADGRE5 140 66 2.12121212121212
CLEC17A 53 16 3.3125
DDX39A 51 34 1.5
DNAJB1 47 26 1.80769230769231
GIPC1 55 25 2.2
NDUFB7 13 11 1.18181818181818
PKN1 137 81 1.69135802469136
PTGER1 53 27 1.96296296296296
TECR 38 31 1.2258064516129
ZNF333 123 45 2.73333333333333
ADGRE2 129 65 1.98461538461538
ADGRE3 103 53 1.94339622641509
ADGRE5 150 74 2.02702702702703
CLEC17A 60 26 2.30769230769231
DDX39A 63 47 1.34042553191489
DNAJB1 53 20 2.65
GIPC1 38 28 1.35714285714286
NDUFB7 15 6 2.5
PKN1 153 79 1.93670886075949
PTGER1 52 54 0.962962962962963
TECR 47 15 3.13333333333333
ZNF333 107 42 2.54761904761905
ADGRE2 138 62 2.2258064516129
ADGRE3 115 58 1.98275862068966
ADGRE5 151 66 2.28787878787879
CLEC17A 61 27 2.25925925925926
DDX39A 64 32 2
DNAJB1 69 33 2.09090909090909
GIPC1 61 26 2.34615384615385
NDUFB7 22 15 1.46666666666667
PKN1 124 80 1.55
PTGER1 52 33 1.57575757575758
TECR 47 18 2.61111111111111
ZNF333 109 57 1.91228070175439
ADGRE2 142 69 2.05797101449275
ADGRE3 85 44 1.93181818181818
ADGRE5 138 63 2.19047619047619
CLEC17A 56 33 1.6969696969697
DDX39A 69 33 2.09090909090909
DNAJB1 50 27 1.85185185185185
GIPC1 50 30 1.66666666666667
NDUFB7 26 12 2.16666666666667
PKN1 140 82 1.70731707317073
PTGER1 56 33 1.6969696969697
TECR 53 23 2.30434782608696
ZNF333 116 55 2.10909090909091
ADGRE2 149 61 2.44262295081967
ADGRE3 88 51 1.72549019607843
ADGRE5 140 67 2.08955223880597
CLEC17A 60 21 2.85714285714286
DDX39A 56 34 1.64705882352941
DNAJB1 48 14 3.42857142857143
GIPC1 56 30 1.86666666666667
NDUFB7 20 5 4
PKN1 131 83 1.57831325301205
PTGER1 66 41 1.60975609756098
TECR 47 27 1.74074074074074
ZNF333 103 51 2.01960784313725
ADGRE2 145 67 2.16417910447761
ADGRE3 96 54 1.77777777777778
ADGRE5 119 61 1.95081967213115
CLEC17A 55 28 1.96428571428571
DDX39A 72 33 2.18181818181818
DNAJB1 64 24 2.66666666666667
GIPC1 55 25 2.2
NDUFB7 16 10 1.6
PKN1 149 70 2.12857142857143
PTGER1 67 33 2.03030303030303
TECR 46 27 1.7037037037037
ZNF333 101 49 2.06122448979592
ADGRE2 132 68 1.94117647058824
ADGRE3 111 39 2.84615384615385
ADGRE5 128 65 1.96923076923077
CLEC17A 60 26 2.30769230769231
DDX39A 75 31 2.41935483870968
DNAJB1 54 25 2.16
GIPC1 56 29 1.93103448275862
NDUFB7 22 11 2
PKN1 138 91 1.51648351648352
PTGER1 57 35 1.62857142857143
TECR 43 23 1.8695652173913
ZNF333 108 47 2.29787234042553
ADGRE2 143 59 2.42372881355932
ADGRE3 102 59 1.72881355932203
ADGRE5 142 66 2.15151515151515
CLEC17A 68 16 4.25
DDX39A 61 33 1.84848484848485
DNAJB1 62 20 3.1
GIPC1 53 33 1.60606060606061
NDUFB7 21 9 2.33333333333333
PKN1 154 87 1.77011494252874
PTGER1 54 37 1.45945945945946
TECR 41 28 1.46428571428571
ZNF333 106 46 2.30434782608696
ADGRE2 132 54 2.44444444444444
ADGRE3 100 60 1.66666666666667
ADGRE5 153 68 2.25
CLEC17A 56 26 2.15384615384615
DDX39A 59 29 2.03448275862069
DNAJB1 68 22 3.09090909090909
GIPC1 44 30 1.46666666666667
NDUFB7 15 10 1.5
PKN1 134 81 1.65432098765432
PTGER1 53 37 1.43243243243243
TECR 52 31 1.67741935483871
ZNF333 116 31 3.74193548387097
ADGRE2 143 69 2.07246376811594
ADGRE3 99 60 1.65
ADGRE5 136 72 1.88888888888889
CLEC17A 76 24 3.16666666666667
DDX39A 60 25 2.4
DNAJB1 42 22 1.90909090909091
GIPC1 50 14 3.57142857142857
NDUFB7 23 17 1.35294117647059
PKN1 137 87 1.57471264367816
PTGER1 70 33 2.12121212121212
TECR 55 16 3.4375
ZNF333 108 53 2.0377358490566
ADGRE2 147 74 1.98648648648649
ADGRE3 112 59 1.89830508474576
ADGRE5 138 74 1.86486486486486
CLEC17A 58 20 2.9
DDX39A 72 41 1.75609756097561
DNAJB1 49 22 2.22727272727273
GIPC1 50 24 2.08333333333333
NDUFB7 21 9 2.33333333333333
PKN1 140 78 1.79487179487179
PTGER1 41 32 1.28125
TECR 44 27 1.62962962962963
ZNF333 95 47 2.02127659574468
ADGRE2 121 67 1.80597014925373
ADGRE3 83 44 1.88636363636364
ADGRE5 123 65 1.89230769230769
CLEC17A 60 20 3
DDX39A 67 37 1.81081081081081
DNAJB1 60 19 3.15789473684211
GIPC1 62 29 2.13793103448276
NDUFB7 25 17 1.47058823529412
PKN1 141 89 1.58426966292135
PTGER1 51 29 1.75862068965517
TECR 53 24 2.20833333333333
ZNF333 107 42 2.54761904761905
ADGRE2 145 70 2.07142857142857
ADGRE3 107 55 1.94545454545455
ADGRE5 142 63 2.25396825396825
CLEC17A 59 24 2.45833333333333
DDX39A 59 30 1.96666666666667
DNAJB1 43 23 1.8695652173913
GIPC1 45 33 1.36363636363636
NDUFB7 19 15 1.26666666666667
PKN1 135 71 1.90140845070423
PTGER1 66 36 1.83333333333333
TECR 44 31 1.41935483870968
ZNF333 107 54 1.98148148148148
ADGRE2 134 62 2.16129032258065
ADGRE3 94 55 1.70909090909091
ADGRE5 137 65 2.10769230769231
CLEC17A 53 32 1.65625
DDX39A 62 33 1.87878787878788
DNAJB1 50 15 3.33333333333333
