gene fun syn ratio
PKN1 125 66 1.89393939393939
PTGER1 57 33 1.72727272727273
TECR 61 24 2.54166666666667
ZNF333 87 43 2.02325581395349
ADGRE2 130 44 2.95454545454545
ADGRE3 92 53 1.73584905660377
ADGRE5 124 50 2.48
CLEC17A 48 16 3
DDX39A 45 23 1.95652173913043
DNAJB1 54 24 2.25
GIPC1 48 19 2.52631578947368
NDUFB7 22 13 1.69230769230769
PKN1 133 71 1.87323943661972
PTGER1 48 33 1.45454545454545
TECR 48 24 2
ZNF333 112 46 2.43478260869565
ADGRE2 126 54 2.33333333333333
ADGRE3 95 47 2.02127659574468
ADGRE5 126 56 2.25
CLEC17A 50 13 3.84615384615385
DDX39A 74 19 3.89473684210526
DNAJB1 45 24 1.875
GIPC1 51 30 1.7
NDUFB7 22 14 1.57142857142857
PKN1 130 66 1.96969696969697
PTGER1 57 23 2.47826086956522
TECR 48 26 1.84615384615385
ZNF333 91 29 3.13793103448276
ADGRE2 131 60 2.18333333333333
ADGRE3 82 50 1.64
ADGRE5 128 64 2
CLEC17A 53 21 2.52380952380952
DDX39A 60 28 2.14285714285714
DNAJB1 45 15 3
GIPC1 53 30 1.76666666666667
NDUFB7 21 17 1.23529411764706
PKN1 142 70 2.02857142857143
PTGER1 48 30 1.6
TECR 48 18 2.66666666666667
ZNF333 94 37 2.54054054054054
ADGRE2 128 46 2.78260869565217
ADGRE3 88 42 2.0952380952381
ADGRE5 129 68 1.89705882352941
CLEC17A 60 32 1.875
DDX39A 59 32 1.84375
DNAJB1 51 32 1.59375
GIPC1 61 19 3.21052631578947
NDUFB7 18 10 1.8
PKN1 145 73 1.98630136986301
PTGER1 51 31 1.64516129032258
TECR 45 20 2.25
ZNF333 97 30 3.23333333333333
ADGRE2 142 59 2.40677966101695
ADGRE3 83 54 1.53703703703704
ADGRE5 117 48 2.4375
CLEC17A 54 29 1.86206896551724
DDX39A 69 30 2.3
DNAJB1 53 26 2.03846153846154
GIPC1 49 25 1.96
NDUFB7 17 14 1.21428571428571
PKN1 139 80 1.7375
PTGER1 50 23 2.17391304347826
TECR 50 26 1.92307692307692
ZNF333 111 44 2.52272727272727
ADGRE2 133 62 2.14516129032258
ADGRE3 91 43 2.11627906976744
ADGRE5 118 44 2.68181818181818
CLEC17A 66 27 2.44444444444444
DDX39A 49 30 1.63333333333333
DNAJB1 45 22 2.04545454545455
GIPC1 48 17 2.82352941176471
NDUFB7 21 12 1.75
PKN1 133 54 2.46296296296296
PTGER1 64 25 2.56
TECR 42 25 1.68
ZNF333 112 30 3.73333333333333
ADGRE2 145 73 1.98630136986301
ADGRE3 107 50 2.14
ADGRE5 131 67 1.95522388059702
CLEC17A 58 27 2.14814814814815
DDX39A 58 24 2.41666666666667
DNAJB1 43 17 2.52941176470588
GIPC1 48 26 1.84615384615385
NDUFB7 18 8 2.25
PKN1 144 50 2.88
PTGER1 44 34 1.29411764705882
TECR 44 28 1.57142857142857
ZNF333 84 37 2.27027027027027
ADGRE2 124 65 1.90769230769231
ADGRE3 101 39 2.58974358974359
ADGRE5 136 63 2.15873015873016
CLEC17A 60 30 2
DDX39A 74 27 2.74074074074074
DNAJB1 53 23 2.30434782608696
GIPC1 42 23 1.82608695652174
NDUFB7 19 8 2.375
PKN1 135 66 2.04545454545455
PTGER1 54 27 2
TECR 47 16 2.9375
ZNF333 109 47 2.31914893617021
ADGRE2 128 56 2.28571428571429
ADGRE3 98 44 2.22727272727273
ADGRE5 129 57 2.26315789473684
CLEC17A 46 20 2.3
DDX39A 62 29 2.13793103448276
DNAJB1 51 25 2.04
GIPC1 48 22 2.18181818181818
NDUFB7 16 7 2.28571428571429
PKN1 122 73 1.67123287671233
PTGER1 54 32 1.6875
TECR 42 20 2.1
ZNF333 111 47 2.36170212765957
ADGRE2 113 44 2.56818181818182
ADGRE3 103 52 1.98076923076923
ADGRE5 104 50 2.08
CLEC17A 54 26 2.07692307692308
DDX39A 56 30 1.86666666666667
DNAJB1 58 21 2.76190476190476
GIPC1 52 24 2.16666666666667
NDUFB7 23 11 2.09090909090909
PKN1 126 61 2.0655737704918
PTGER1 64 33 1.93939393939394
TECR 41 14 2.92857142857143
ZNF333 102 56 1.82142857142857
ADGRE2 116 53 2.18867924528302
ADGRE3 80 41 1.95121951219512
ADGRE5 126 69 1.82608695652174
CLEC17A 58 24 2.41666666666667
DDX39A 68 28 2.42857142857143
DNAJB1 39 23 1.69565217391304
GIPC1 50 26 1.92307692307692
NDUFB7 16 11 1.45454545454545
PKN1 136 70 1.94285714285714
PTGER1 52 27 1.92592592592593
TECR 44 26 1.69230769230769
ZNF333 108 51 2.11764705882353
ADGRE2 104 60 1.73333333333333
ADGRE3 105 44 2.38636363636364
ADGRE5 152 58 2.62068965517241
CLEC17A 44 23 1.91304347826087
DDX39A 64 29 2.20689655172414
DNAJB1 43 18 2.38888888888889
GIPC1 47 23 2.04347826086957
NDUFB7 27 10 2.7
PKN1 124 86 1.44186046511628
PTGER1 43 25 1.72
TECR 36 24 1.5
ZNF333 102 42 2.42857142857143
ADGRE2 132 52 2.53846153846154
ADGRE3 98 47 2.08510638297872
ADGRE5 139 54 2.57407407407407
CLEC17A 58 19 3.05263157894737
DDX39A 58 23 2.52173913043478
DNAJB1 47 18 2.61111111111111
GIPC1 37 25 1.48
NDUFB7 17 10 1.7
PKN1 120 66 1.81818181818182
PTGER1 62 41 1.51219512195122
TECR 45 22 2.04545454545455
ZNF333 105 40 2.625
ADGRE2 137 52 2.63461538461538
ADGRE3 102 50 2.04
ADGRE5 126 49 2.57142857142857
CLEC17A 53 23 2.30434782608696
DDX39A 72 21 3.42857142857143
DNAJB1 36 17 2.11764705882353
GIPC1 44 28 1.57142857142857
NDUFB7 20 7 2.85714285714286
PKN1 127 86 1.47674418604651
PTGER1 64 27 2.37037037037037
TECR 57 19 3
ZNF333 92 46 2
ADGRE2 125 52 2.40384615384615
ADGRE3 95 55 1.72727272727273
ADGRE5 129 53 2.43396226415094
CLEC17A 47 32 1.46875
DDX39A 47 33 1.42424242424242
DNAJB1 56 29 1.93103448275862
GIPC1 50 25 2
NDUFB7 18 10 1.8
PKN1 153 66 2.31818181818182
PTGER1 58 22 2.63636363636364
TECR 40 28 1.42857142857143
ZNF333 104 40 2.6
ADGRE2 125 73 1.71232876712329
ADGRE3 89 53 1.67924528301887
ADGRE5 133 50 2.66
CLEC17A 63 16 3.9375
DDX39A 67 25 2.68
DNAJB1 45 24 1.875
GIPC1 62 22 2.81818181818182
NDUFB7 16 11 1.45454545454545
PKN1 149 70 2.12857142857143
PTGER1 60 31 1.93548387096774
TECR 34 18 1.88888888888889
ZNF333 111 44 2.52272727272727
ADGRE2 123 66 1.86363636363636
ADGRE3 96 52 1.84615384615385
ADGRE5 120 42 2.85714285714286
CLEC17A 65 22 2.95454545454545
DDX39A 63 26 2.42307692307692
DNAJB1 48 30 1.6
GIPC1 40 33 1.21212121212121
NDUFB7 15 9 1.66666666666667
PKN1 157 70 2.24285714285714
PTGER1 61 29 2.10344827586207
TECR 40 28 1.42857142857143
ZNF333 114 52 2.19230769230769
ADGRE2 137 63 2.17460317460317
ADGRE3 90 33 2.72727272727273
ADGRE5 108 63 1.71428571428571
CLEC17A 53 27 1.96296296296296
DDX39A 55 29 1.89655172413793
DNAJB1 53 26 2.03846153846154
GIPC1 63 20 3.15
NDUFB7 19 8 2.375
PKN1 118 65 1.81538461538462
PTGER1 53 21 2.52380952380952
TECR 43 32 1.34375
ZNF333 100 38 2.63157894736842
ADGRE2 152 56 2.71428571428571
ADGRE3 99 44 2.25
ADGRE5 127 63 2.01587301587302
CLEC17A 48 26 1.84615384615385
DDX39A 62 29 2.13793103448276
DNAJB1 47 22 2.13636363636364
GIPC1 48 28 1.71428571428571
NDUFB7 16 11 1.45454545454545
PKN1 115 68 1.69117647058824
PTGER1 43 32 1.34375
TECR 42 20 2.1
ZNF333 116 39 2.97435897435897
ADGRE2 121 41 2.95121951219512
ADGRE3 84 54 1.55555555555556
ADGRE5 119 56 2.125
CLEC17A 45 20 2.25
DDX39A 52 23 2.26086956521739
DNAJB1 53 26 2.03846153846154
GIPC1 51 20 2.55
NDUFB7 24 9 2.66666666666667
PKN1 133 71 1.87323943661972
PTGER1 64 28 2.28571428571429
TECR 54 22 2.45454545454545
ZNF333 107 33 3.24242424242424
ADGRE2 130 50 2.6
ADGRE3 92 43 2.13953488372093
ADGRE5 117 60 1.95
CLEC17A 56 26 2.15384615384615
DDX39A 64 29 2.20689655172414
DNAJB1 48 20 2.4
GIPC1 48 15 3.2
NDUFB7 15 10 1.5
PKN1 152 59 2.57627118644068
PTGER1 55 32 1.71875
TECR 40 25 1.6
ZNF333 99 39 2.53846153846154
ADGRE2 145 57 2.54385964912281
ADGRE3 90 55 1.63636363636364
ADGRE5 106 59 1.79661016949153
CLEC17A 58 27 2.14814814814815
DDX39A 53 23 2.30434782608696
DNAJB1 46 26 1.76923076923077
GIPC1 59 20 2.95
NDUFB7 22 12 1.83333333333333
PKN1 122 72 1.69444444444444
PTGER1 53 32 1.65625
TECR 45 15 3
ZNF333 112 46 2.43478260869565
ADGRE2 132 64 2.0625
ADGRE3 97 45 2.15555555555556
ADGRE5 115 63 1.82539682539683
CLEC17A 60 24 2.5
DDX39A 62 31 2
DNAJB1 49 17 2.88235294117647
GIPC1 38 24 1.58333333333333
NDUFB7 21 12 1.75
PKN1 132 72 1.83333333333333
PTGER1 61 32 1.90625
TECR 43 19 2.26315789473684
ZNF333 99 40 2.475
ADGRE2 126 53 2.37735849056604
ADGRE3 88 42 2.0952380952381
ADGRE5 109 69 1.57971014492754
CLEC17A 49 30 1.63333333333333
DDX39A 74 30 2.46666666666667
DNAJB1 59 26 2.26923076923077
GIPC1 45 23 1.95652173913043
NDUFB7 14 11 1.27272727272727
PKN1 131 66 1.98484848484848
PTGER1 56 33 1.6969696969697
TECR 44 23 1.91304347826087
ZNF333 95 45 2.11111111111111
ADGRE2 129 45 2.86666666666667
ADGRE3 100 40 2.5
ADGRE5 116 58 2
CLEC17A 62 28 2.21428571428571
DDX39A 59 23 2.56521739130435
DNAJB1 37 23 1.60869565217391
GIPC1 48 37 1.2972972972973
NDUFB7 16 8 2
PKN1 127 85 1.49411764705882
PTGER1 53 26 2.03846153846154
TECR 35 21 1.66666666666667
ZNF333 98 61 1.60655737704918
ADGRE2 134 49 2.73469387755102
ADGRE3 93 42 2.21428571428571
ADGRE5 124 58 2.13793103448276
CLEC17A 54 23 2.34782608695652
DDX39A 62 36 1.72222222222222
DNAJB1 56 26 2.15384615384615
GIPC1 43 24 1.79166666666667
NDUFB7 16 9 1.77777777777778
PKN1 125 71 1.76056338028169
PTGER1 48 35 1.37142857142857
TECR 41 32 1.28125
ZNF333 102 30 3.4
ADGRE2 142 46 3.08695652173913
ADGRE3 97 49 1.97959183673469
ADGRE5 123 76 1.61842105263158
CLEC17A 50 15 3.33333333333333
DDX39A 59 36 1.63888888888889
DNAJB1 51 26 1.96153846153846
GIPC1 49 18 2.72222222222222
NDUFB7 14 10 1.4
PKN1 134 69 1.94202898550725
PTGER1 50 27 1.85185185185185
TECR 48 24 2
ZNF333 88 43 2.04651162790698
ADGRE2 127 59 2.15254237288136
ADGRE3 85 32 2.65625
ADGRE5 128 60 2.13333333333333
CLEC17A 62 25 2.48
DDX39A 57 29 1.96551724137931
DNAJB1 45 26 1.73076923076923
GIPC1 42 29 1.44827586206897
NDUFB7 25 14 1.78571428571429
PKN1 148 64 2.3125
PTGER1 58 33 1.75757575757576
TECR 56 29 1.93103448275862
ZNF333 90 23 3.91304347826087
ADGRE2 121 63 1.92063492063492
ADGRE3 85 45 1.88888888888889
ADGRE5 107 60 1.78333333333333
CLEC17A 56 32 1.75
DDX39A 62 23 2.69565217391304
DNAJB1 63 20 3.15
GIPC1 68 20 3.4
NDUFB7 13 10 1.3
PKN1 148 76 1.94736842105263
PTGER1 57 30 1.9
TECR 41 17 2.41176470588235
ZNF333 111 43 2.58139534883721
ADGRE2 121 70 1.72857142857143
ADGRE3 88 64 1.375
ADGRE5 138 53 2.60377358490566
CLEC17A 53 33 1.60606060606061
DDX39A 64 26 2.46153846153846
DNAJB1 46 20 2.3
GIPC1 48 20 2.4
NDUFB7 18 9 2
PKN1 132 58 2.27586206896552
PTGER1 52 37 1.40540540540541
TECR 56 24 2.33333333333333
ZNF333 104 41 2.53658536585366
ADGRE2 116 60 1.93333333333333
ADGRE3 98 55 1.78181818181818
ADGRE5 144 46 3.1304347826087
CLEC17A 63 26 2.42307692307692
DDX39A 52 29 1.79310344827586
DNAJB1 47 25 1.88
GIPC1 49 24 2.04166666666667
NDUFB7 22 13 1.69230769230769
PKN1 136 78 1.74358974358974
PTGER1 58 37 1.56756756756757
TECR 40 16 2.5
ZNF333 107 37 2.89189189189189
ADGRE2 117 49 2.38775510204082
ADGRE3 103 45 2.28888888888889
ADGRE5 137 59 2.32203389830508
CLEC17A 70 18 3.88888888888889
DDX39A 59 31 1.90322580645161
DNAJB1 55 21 2.61904761904762
GIPC1 53 24 2.20833333333333
NDUFB7 24 10 2.4
PKN1 118 67 1.76119402985075
PTGER1 47 33 1.42424242424242
TECR 62 25 2.48
ZNF333 90 54 1.66666666666667
