ADGRE2 ADGRE3 ADGRE5 CLEC17A DDX39A DNAJB1 GIPC1 NDUFB7 PKN1 PTGER1 TECR ZNF333
0.0691318601668465 0.00653297920922149 0.507140397796868 0.491555714015792 0.130317885257399 0.246886601173653 0.31799871831181 0.0949152382231066 0.306031940528269 0.658419723756822 0.00939883634886132 0.260303044034531
0.155236500966977 0.18902474944642 0.418594351798285 0.685927446773712 0.438344066290717 0.158821709790899 0.959750835197655 0.499844316477945 0.802281205743476 0.314973547898425 0.95523791245478 0.157982197732573
0.0440744450162303 0.270213267575306 0.240139059877682 0.972474334089183 0.333021884792 0.0536040274559377 0.297401428036674 0.589393182667768 0.0874937480712819 0.87017851120857 0.293761824239419 0.697715312569833
0.0380404247595501 0.737006813088689 0.126369874885855 0.783178420343325 0.751169811997631 0.979537752253358 0.9435766490762 0.651885398634746 0.43377218506197 0.729457935260115 0.887227544571206 0.738938171925882
0.692841148991254 0.160687334069037 0.184358235056271 0.360358073488962 0.251904804997721 0.817822002918317 0.00683395120570928 0.30919480355536 0.819813082463743 0.321484553893053 0.484655210408754 0.846242545006425
0.918839237521825 0.656248796186317 0.111596924534476 0.43849036876699 0.834812126866685 0.927571095805404 0.714940755082764 0.801804050885455 0.118835444206613 0.0710084288339779 0.623478131603873 0.276999050980169
0.264903338504163 0.0431501539298571 0.853884145494406 0.659297108362485 0.780547676209144 0.0881323767228122 0.93880847561382 0.644265874741093 0.694265749486477 0.0587532154608155 0.197973383350899 0.442398261449801
0.604792427239371 0.811864914512375 0.675301121407619 0.726325372947928 0.72557107454064 0.039042861774709 0.635216455212036 0.161548739552911 0.480617130117154 0.89979721503572 0.43322214060284 0.0321408412527495
0.950688785775714 0.122442190039934 0.0195748661104352 0.557652713725152 0.475485935002771 0.365954218626521 0.633030923932119 0.474022231007139 0.0030086162135148 0.759661924948317 0.685511604924897 0.0570372321102539
0.163410066090363 0.943231023580426 0.474271689771826 0.145185684596137 0.991100402536354 0.645412057708761 0.0624218525985869 0.460317581263399 0.809446028107293 0.629827128748297 0.292205090458311 0.167991666986139
0.916319467855381 0.0962093491142828 0.846150109928999 0.0530223033340427 0.104577106851877 0.0364301598720177 0.295415930634024 0.0233028365765884 0.337429933277996 0.156043461449077 0.874642739138672 0.0229512169230407
0.178640720042055 0.838658581494011 0.981606907510372 0.666597156688225 0.213087907471838 0.993705397722584 0.613911179357691 0.346183311833811 0.443641568964653 0.504662931663201 0.404895265302857 0.306173218274459
0.833053480874926 0.890647621069638 0.607797983641704 0.00305603237939514 0.157337734882352 0.65471666420187 0.330092378858261 0.994475305786853 0.742415831076075 0.701621131605323 0.62069313938699 0.625613078786803
0.601048490404746 0.697609660970465 0.0448613475940743 0.161405232754755 0.756757354032141 0.0921765599501639 0.36682930922479 0.478416029261284 0.14353027252734 0.173858536236649 0.837766025940519 0.0460643048159868
0.0513901904633542 0.0259950268573044 0.114516145930464 0.0968582847921541 0.569425334218315 0.414381087932754 0.800452922235547 0.390265511390897 0.547706956936085 0.00310788018046703 0.92756767623575 0.701026140564729
0.045108674336911 0.0900861876075158 0.332697329574784 0.137775974263585 0.0457528493466628 0.983975557267835 0.351610248789078 0.571204808243686 0.218461213977774 0.755640010471451 0.237201729668168 0.712255584978687
0.0568203016423087 0.58791617264918 0.407028861333863 0.761785330719098 0.362278410162904 0.575393472039424 0.412886617482608 0.916783091951197 0.258463792371899 0.766661764947669 0.0457408472809003 0.306795372058678
0.0545515941814385 0.160201712574512 0.276382249906946 0.550852064718215 0.23723156743124 0.0226430841794325 0.717484084233107 0.113127533095636 0.218357181124842 0.890697763333737 0.27336263001275 0.158841607319329
0.244986021448629 0.34561223230372 0.839495571615307 0.17071046364585 0.854409902276605 0.90675017005932 0.30082331744765 0.993473278152061 0.0768089551323023 0.424658110269799 0.19212103602233 0.153514562671066
0.432293885076445 0.400011025591078 0.459946674202869 0.00537188394091257 0.523670049013303 0.285211775214665 0.86033174865146 0.746850716196938 0.242423633179749 0.344497132798605 0.912309526793086 0.852780955197907
0.0899208875381192 0.941022225703732 0.505197594177963 0.819905742971287 0.623293239688639 0.411036323739745 0.84118246667196 0.894222873344672 0.000558345128097857 0.686578895871793 0.325392303141982 0.891881396332669
0.311505027490625 0.21046512031523 0.561456935471563 0.880581578944327 0.451861479835114 0.577756287131793 0.584688030636952 0.7176697691 0.405304913740236 0.348488179845815 0.440000950789022 0.109772682874493
0.489808729086796 0.9840831218031 0.905725096052831 0.443222493536958 0.341356546034849 0.892436365909312 0.232607745961431 0.754625327596076 0.745080734590673 0.699385048180208 0.639802235751691 0.734132386993727
0.0198393260608475 0.0925299162964368 0.260765758133054 0.999999999999999 0.812156264296295 0.551075088787874 0.646111651037395 0.822792406429713 0.407362200148049 0.201054698615606 0.964234210557061 0.972843295344682
0.62564392060638 0.690368598868199 0.633650875607896 0.70136593795671 0.752264541747819 0.159847198314762 0.818332597356876 0.892397560991598 0.802946077181452 0.467231200087184 0.909262763222146 0.640256830623013
0.0525356882840773 0.0228105232081167 0.986095881419813 0.176599784735042 0.880435730292526 0.863028382018689 0.569639956184614 0.584437147058641 0.997036741776227 0.498834569752814 0.203660072249926 0.82718317645922
0.30966618998478 0.53290983990422 0.299987816038451 0.55789667101756 0.817724525556313 0.0876724614242674 0.753616619283686 0.232880230893681 0.282620676337158 0.388728783867029 0.679832719516628 0.220989349653539
0.0800609518626723 0.570828909760973 0.102510653378365 0.365519937258437 0.12296134104837 0.815611089238685 0.129487449368508 0.591182393655922 0.629622215841483 0.342982181065306 0.954647390334008 0.301667595342176
0.276834289155978 0.872153706198675 0.999999999999978 0.212852978103735 0.70054363201545 0.644739911748816 0.27005844651092 0.433086926619798 0.335868346195023 0.372434359998098 0.793230652581757 0.401764205148411
0.24135798782315 0.698825820865693 0.861371134102929 0.908488993032064 0.0625229700425569 0.371858774208448 0.621450018734049 0.310158825813335 0.927111991583562 0.0777290789209675 0.081518735896277 0.561657002352455
0.384166529671509 0.152628490460639 0.123092388969516 0.703796523539106 0.188750686286996 0.226537028093775 0.340053101472042 0.666069273473778 0.695941558211264 0.0914851887700874 0.467597151778842 0.309005580329215
0.355545778188283 0.342679659011078 0.0399433528980799 0.0779565850717662 0.00414040395809029 0.653559944437492 0.929707593075051 0.143730532092254 0.301921337283797 0.0454649512035621 0.19099777452323 0.198296015346001
0.3475693906235 0.0319044090360028 0.121973545527262 0.844707987258123 0.195613713526625 0.863993469917518 0.658550519329003 0.327579323445647 0.215869841515946 0.705230911904838 0.82140241701426 0.482811912838182
0.120337656866686 0.0193814995769644 0.699954376666319 0.0528112594765995 0.869214540355463 0.739506312329145 0.330651812940514 0.871871966511515 0.710701686618455 0.769196591894335 0.184697860209634 0.390308562930295
0.5745389040323 0.648171251793034 0.151109725583507 0.458673117904103 0.659147392902934 0.548060814747422 0.931489793039725 0.346493914929624 0.556866885035808 0.397945952371431 0.289909698542665 0.991332705581788
0.783919678881273 0.516672241693426 0.275973246886832 0.114363737930675 0.691534204230235 0.559959235812109 0.398813421322433 0.34552823692714 0.430673493961207 0.0313150039893373 0.862409809684896 0.360860025750986
0.0176584572832269 0.717041771744933 0.378545061626096 0.453712316427059 0.469903446887732 0.227917250710298 0.566663415935003 0.994344722928502 0.222470362469888 0.374441583618987 0.00353641272400497 0.251808877686259
0.327550589078991 0.97925813808187 0.655913914037113 0.943589666232278 0.956924088635908 0.809758052619777 0.162019581704557 0.553771957365301 0.320798046400339 0.563410823790964 0.121283964476981 0.607940627856849
0.208044092806007 0.0895434269139775 0.747748628249653 0.640734984008848 0.161757162146135 0.233547352604724 0.625487742304452 0.829809111715852 0.422552049905254 0.152686071546416 0.573062497005725 0.696245884871178
