ADGRE2 ADGRE3 ADGRE5 CLEC17A DDX39A DNAJB1 GIPC1 NDUFB7 PKN1 PTGER1 TECR ZNF333
0.222733426310628 0.206131555870694 0.100461322113053 0.649666290073261 0.545390430274305 0.746526987825163 0.868963673550867 0.355223780878986 0.968718947315746 0.322060027323989 0.00165121558863144 0.720741123471002
0.480848263735305 0.0692086808321805 0.00305257927829216 0.465437729561429 0.786482436169842 0.152905918343038 0.883008981865176 0.999999999999996 0.907700881996011 0.480785185535304 0.179857844765148 0.731157932052592
0.887278332543859 0.0406763878497606 0.330263215438652 0.687249832684432 0.417452922461676 0.652511215273583 0.452759238698793 0.386360413650356 0.747165393882494 0.78085890735089 0.220152059528267 0.282028280408135
0.733427262542786 0.346096367114335 0.00230980793675111 0.212975168966745 0.52770808204843 0.533470574302519 0.774835957064429 0.846018793546659 0.633197537865336 0.1146907917786 0.0172546095650502 0.525985589413543
0.727505770582393 0.278793000015318 0.00825934130606455 0.457672584698369 0.252707980712761 0.0925811864273427 0.116631041720349 0.367380415345013 0.599666136977663 0.520671641165534 0.0074247155837214 0.216815420478166
0.136102527927595 0.00899915780212697 0.548373233883279 0.111759506196232 0.843576605266556 0.760030673295147 0.272331324649135 0.380611694274901 0.0745236200905492 0.305728929387947 0.0419955741056935 0.244530702051913
0.754516483040882 0.0755877471473029 0.464995217903392 0.75223711830305 0.512605760372943 0.924539395448489 0.30633357400852 0.312847457238111 0.898132595465185 0.0224697547081602 0.940537266936523 0.952769462888158
0.569012126800752 0.435883459546968 0.049415446767029 0.480674860274811 0.482420438923288 0.845892298967567 0.387230601847985 0.999999999999999 0.517363114385467 0.0650438554237882 0.393682606013944 0.974271701680545
0.833783398693747 4.0596435314699e-05 0.0557624223118102 0.890850238451351 0.479243185195082 0.554459235229368 0.899226505887377 0.729885751685713 0.887651030946734 0.176645278410501 0.629339629882854 0.735813059492333
0.0734344722873731 0.00553034377971306 0.222024721502165 0.647267770087343 0.529397132491439 0.718010160693389 0.237780834083439 0.154943435866445 0.00581195686579751 0.930379832099524 0.246952394616375 0.568807036676862
0.983709652039204 0.134502173619946 0.0743744363119291 0.685647856682342 0.836838280221515 0.463704103908842 0.108843817769122 0.0797977837789093 0.643153894106809 0.844513248785599 0.0165699937261061 0.870590069273021
0.340394420310416 0.41713645119764 0.017607403457141 0.132716212637494 0.750554671934017 0.776895489670244 0.189024254571838 0.569255203809201 0.70976350630785 0.264536916649923 0.000703411244950918 0.83856630157643
0.301208181413481 0.0394032178477785 0.111556033761576 0.223600161523572 0.636895274262865 0.921380181916142 0.342049695126448 0.320084041088671 0.937570282928655 0.349503623281859 0.59712888357153 0.482563552455897
0.0028775251252923 0.303666510897613 0.97816982560627 0.51087882571202 0.123365138525544 0.501678847245152 0.408203741402036 0.628526808662384 0.960805980777404 0.763697326808458 0.675617545063217 0.0899653943044852
