prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skat_int_p skat_ext_p skat_all_p iecat_p_syn skat_int_p_syn skat_ext_p_syn skat_all_p_syn
0.675430761385245 0.369106955084179 0.675237469531727 0.422357275153164 0.36919701989323 0.444848165807152 0.749942429697579 0.670326639630195 0.471876328255274 0.0589408701099818 0.0399452420043165 0.097106711050081 0.201315261418248
0.473496061789494 0.567747403349987 0.473058626814946 0.478373989056324 0.567787816469863 0.473499747583931 0.755881064420821 0.242317823907878 0.413689520987534 0.0950394174357345 0.245977252969802 0.856854392112252 0.761670749064047
0.76332391656486 0.69616341005676 0.763247630479388 0.660588312664121 0.696157380883983 0.780610343491129 0.412078373005514 0.767166209019803 0.555989106121519 0.0116708027289624 0.0387016797611847 0.898597675542771 0.927375874199008
0.920796675047498 0.475288340101002 0.920810073390434 0.468548147743437 0.475309025496501 0.756692198683427 0.835328660585924 0.496021983360022 0.507707266868572 0.20833545771397 0.621397912983865 0.489698572036637 0.318173180855838
0.731555290231439 0.745783771233167 0.731631235119659 0.726563590209607 0.74578469292624 0.279630267270672 0.448668724993122 0.367033443764207 0.398247468548401 0.133375596972137 0.236615974375821 0.697847145766647 0.364651939713106
0.248404691011021 0.152524316311597 0.24931777755735 0.147625659244607 0.152613605630841 0.222795644086132 0.290969681558945 0.039682901718584 0.0383854370174136 0.604223390642496 0.806586024210026 0.655644169393359 0.471087118644178
0.392678814546215 0.113588904027595 0.392038211919233 0.127826337051032 0.113845167305485 0.741113537559349 0.72941291997024 0.897527176201596 0.811004940479564 0.728043006178333 0.900577310077314 0.48394814525277 0.29499715894689
0.469369581291365 0.268998696062582 0.469671415867128 0.267403138831298 0.269103987489801 0.545586832064881 0.557497315276437 0.57959833603849 0.663182264857644 0.445040254196496 0.418220445279871 0.412793660664532 0.185325425718814
0.884577433930483 0.828808235136234 0.884553676793721 0.779733730620791 0.828808625682977 0.65120407619444 0.670768491507345 0.0745035749549233 0.0979212400232335 0.854902198228014 0.884712617099312 0.681533199331059 0.816612452686861
0.986876067000543 0.320997502816546 0.986876305703409 0.375875516397002 0.321039889941427 0.802698711613407 0.880972191324329 1 0.792486860496842 0.60422315562774 0.7017683136563 0.884774714173053 0.877552883500835
0.740568756153413 0.262223682234322 0.740678550571428 0.276579821791108 0.262286260260464 0.17216832599278 0.106481112497994 0.443936220254399 0.610530495423157 0.627292718831802 0.737695013603954 1 0.933323529591882
0.740624212355395 0.522285404734061 0.740761376884395 0.522338447746954 0.52233844774677 0.322315196292176 0.423019465181815 0.636761265909776 0.707422093527119 0.658648867228792 0.564429068596075 0.52648724450796 0.514437841165168
0.909134736572195 0.263383786488315 0.909117322586806 0.263530920579197 0.263530920579404 0.687331962701077 0.884942153995175 1 1 0.401868058635857 0.435392986833313 0.773608047409316 0.862673399716832
0.546892452031358 0.975290114675036 0.546483004019698 0.923273977498852 0.975290175409695 0.627481932101898 0.577327585832534 0.630941909160255 0.929804763652378 0.830520929453636 0.756822553761603 1 0.92784280289986
0.960123985951154 0.574045352539745 0.960120617024259 0.528750431174894 0.574011716300871 0.078769195937234 0.0284540943806472 0.176271922415548 0.0781630353887808 1 1 0.433012220539565 0.484694105905081
0.799275247913399 0.669964680649823 0.799345728923205 0.692345816306157 0.66998969963786 0.818604745683732 0.826532946998078 0.667345741797914 0.753096564023285 0.90567059821656 0.916978671876227 0.931725470477129 0.924392259778732
0.0756430085030373 0.147607097620678 0.0750890671627223 0.157255268670512 0.147677755624549 0.676394507836046 0.787429066657499 0.109128401466932 0.0876796312923035 0.628402772143415 0.675911304899306 0.685021157742472 0.617820702251317
0.46064886490931 0.819434795550388 0.461230565262258 0.716224042679169 0.819437059810458 0.935019171462228 0.938865998896578 1 1 1 0.887626569291674 0.642076127633072 0.687304257300019
0.711892545590591 0.210996608487299 0.712077740618009 0.211177526115517 0.211177526115583 0.634987425599728 0.832661133992152 0.522413916264334 0.382857644459368 1 0.590316336151774 0.439364537900735 0.904823874501717
0.495922260069908 0.731041978618863 0.496411092430339 0.762029812477218 0.731047827624684 0.702021442812516 0.709890148878342 0.284639408148641 0.525247732907048 0.189876065909639 0.0666832601279519 0.334548019950717 0.486216359283471
0.762737283431002 0.666613746464867 0.762846816874653 0.839178384961041 0.666625321478715 0.418187340525115 0.307162697620732 0.757273288798376 0.553988801677411 0.487041568533525 0.725262688951859 1 0.920879565164701
0.821108692594408 0.40009987572948 0.821047029662887 0.459984976666259 0.400132098082001 0.776535034922098 0.716108222383757 0.915847205337578 0.801552476294189 0.337616758416714 0.491479110592048 0.622447626858702 0.568316378518517
0.145469736359667 0.0944701303395981 0.144871621087802 0.0906505079841189 0.0946064968655595 0.70763139536015 0.651395513679823 1 1 0.236564944466385 0.309865935965539 0.117347151421817 0.117311106913704
0.759756802761817 0.853168533693653 0.759873827611983 0.977658597118946 0.853171556058044 0.89794952025184 0.939019912480944 0.616121529433882 0.877438828453724 0.774321408121832 0.737970094159454 0.775283237735614 0.762234075649397
0.438764970257308 0.981912122392067 0.438356679635781 0.98604345345221 0.981912119916896 1 1 0.556429999435013 0.746303598568918 0.644357526589071 0.488441113742045 0.786098873987399 0.748714181012905
0.508170064588347 0.118585482498016 0.508665457904727 0.118759954365132 0.118759954365083 0.860726860584293 0.839031701799993 0.620712318056084 0.529259367251104 0.808535139812674 0.803991357472421 1 0.739992066912412
0.0962222880415253 0.731442405265134 0.0954431957476605 0.792784837591406 0.731449013701558 0.46116076770423 0.577592332468573 0.689548120998061 0.682816698506448 0.685180735164589 0.794215797385691 0.242709056357839 0.590371959495803
0.539575200899088 0.351883198857336 0.539877926370745 0.380022643446033 0.351961528818491 0.928022884226331 0.685656079785048 0.643825426986697 0.871563780249579 0.627697296283188 0.572480916277335 0.791130869506344 1
0.171849419139436 0.61074719284413 0.172831910195652 0.610775858098211 0.610775858098264 0.238038549929083 0.387888460816085 1 1 0.544731161155186 0.461733514033846 0.190173380814533 0.551451795775027
0.465659815337 0.244232372448801 0.465245323316524 0.201113252980896 0.244411260461312 0.0893301812009073 0.00617337665687279 0.922175274408101 0.210325249399992 0.270193192524195 0.109197942589193 0.36113154084765 0.0557040462302952
0.79428826366521 0.522329428440968 0.794216898180461 0.550482461340496 0.522390412945587 0.57565419656501 0.338873319285823 0.208695080541664 0.629597047655654 1 0.606578657164162 0.613432888499828 1
0.402920000734532 0.907696333587588 0.402200130250123 0.883849436313933 0.90769662701301 0.830745272980532 0.880022207887489 0.734296199708461 0.785983533586041 0.283489864721716 0.497758193115404 0.377654924797828 0.622838860100096
0.825754388438783 0.507381945510691 0.825683364326434 0.4742551971011 0.507473870949377 0.913425264969406 0.808297347051307 0.274994649855199 0.56407519385058 0.898633790817399 0.874434284819385 0.710067279637458 1
0.987075404580484 0.618564186846071 0.98707513920018 0.547378059209897 0.618580312122456 0.905603994941769 1 0.315779056405867 0.363364353677796 0.27160590343585 0.452493248797392 0.653201656665374 0.711085223956846
0.81760442668234 0.198082309233287 0.817654393710202 0.198151509928323 0.198151509928366 0.283406940556373 0.357820241241003 0.369862302680218 0.173284462269542 0.816985535030184 0.86814425866367 0.783380075068267 0.737010341152441
0.257968554770024 0.47994200113551 0.258554960415293 0.420868399958979 0.479958764256601 0.559298541954854 0.674197134444597 0.811631118549316 0.577273275399667 0.884316209145871 0.809944046111732 0.51617266634875 0.583017407168026
0.335571759244274 0.564938976839995 0.335056533207685 0.564985121786947 0.564985121786903 0.818991631907386 0.765949331797615 0.89512881609461 0.925013910769396 0.304158511971119 0.507638889520155 0.579919048497023 0.389019549716957
0.194846150758721 0.673476857326084 0.194099746784354 0.827347160002327 0.673492509079009 0.612083100068158 0.852764231949498 0.398390441729873 0.68688325123348 0.315224371740272 0.590852379887558 0.347113236897875 0.314540238882976
0.400813249009073 0.0942649982018756 0.400249082215259 0.0945532073635308 0.0945532073635542 0.121958525187594 0.475030570555914 0.0287435346220802 0.0281143869416001 0.360000425934574 0.276999784622909 0.340359698446267 0.137176111941578
