prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skato_int_p skato_ext_p skato_all_p iecat_p_syn skato_int_p_syn skato_ext_p_syn skato_all_p_syn skat_int_p skat_ext_p skat_all_p burden_int_p burden_ext_p burden_all_p skat_int_p_syn skat_ext_p_syn skat_all_p_syn burden_int_p_syn burden_ext_p_syn burden_all_p_syn
0.807453594320791 0.5415719214608 0.807378941329405 0.541571529836567 0.541571529836538 1 0.658434225319107 0.875126691972566 0.907263338540877 0.408940660916056 0.44406933674817 0.754129956469358 0.555494504429233 0.2049096519643 0.886236365704504 0.700829369933608 0.259125201141797 0.650686089487124 0.977096348702853 0.238244277029975 0.512011499689569 0.338888303994177 0.937847013167407 0.976328922808106 0.990485564947872
0.714983802867314 0.526393158318116 0.715150853130163 0.564639134489245 0.526446402577135 0.278247737627721 0.299194526075614 0.451705078922622 0.519618915273715 0.599164139275157 0.509871392207733 0.362497489262824 0.34964276164816 0.964727622683539 0.49110836033022 0.817542543592383 0.803307512783418 0.261282822062544 0.309462868867642 0.327625919572874 0.382126140509946 0.449268582781578 0.330657078164726 0.207000930787764 0.195986292972113
0.498608639380552 0.011968550429157 0.498336311641617 0.0113989901923822 0.0120640818568413 1 0.882352898115934 0.145741366240359 0.206699176848442 0.298495948636776 0.0608808739886955 0.78844034211795 0.836869830255723 0.695266425808981 0.943933155158895 0.953233087504022 0.296987427338107 0.0754438376418423 0.109538864972974 0.187473831883077 0.882699306085821 0.665447816966721 0.019376543904167 0.547898252219181 0.604281123124436
0.684810333902208 0.750715798059042 0.684953209541865 0.75072697498774 0.750726974987889 0.776914095222598 0.731784616322886 0.820928494345919 0.797469988680993 0.573394937080566 0.653640157528447 0.693779623755443 0.851398166523851 0.781299425168086 0.582802919657795 0.555854783443915 0.577811794575526 0.886088938029712 0.847188986536578 0.910068441417371 0.454889313766211 0.622630801613325 0.415755131477689 0.699549446565787 0.694095798538457
0.44073202538558 0.543497523884093 0.440342145170036 0.537797464163752 0.543498829796058 0.0400454988419676 0.0176187358316297 0.400435153093301 0.0434738618398741 0.471046674524593 0.637678006571758 0.715682651246715 0.501290839104959 0.0265114764661548 0.227153931565236 0.0206188974953527 0.208910463367084 0.591424468942091 0.909755694732378 0.393174397760827 0.476438709147988 0.29972105113834 0.832670800926914 0.583035245502682 0.632625134412554
0.474937856708973 0.0466621535073759 0.475406671034373 0.0778413959837567 0.0467962921907592 0.305582319807116 0.195342477789481 0.679650318181438 0.688189168395071 0.245222036311346 0.320172708913187 0.759684705945868 0.578458904053721 0.70339432480841 0.438900452742075 0.477094187002087 0.121769232821919 0.743128004760125 0.446480362017805 0.901093797493631 0.995632184629335 0.995538947323943 0.177827660172287 0.517354755812519 0.356540639639443
0.00483782678105493 0.0572714617632124 0.00471514085675839 0.0635718076189484 0.0574380061397016 0.0380961783172843 0.0744901660942962 0.153272632245656 0.179571805423216 0.0548014849162394 0.238423697393351 0.031189296830749 0.0139516664596362 0.673303224729042 0.990905373157972 0.97762289372763 0.246564448939853 0.0787071431359958 0.0933383686284099 0.489825314024563 0.0718182408514896 0.0232549407656122 0.130785223048558 0.027217695449648 0.026955076151336
0.455951867174048 0.974567262761209 0.455472244083209 0.996489434296853 0.974567321716023 0.376557887070131 0.467049465358012 0.43681142116001 0.572039814010681 0.473620486809896 0.589744152198892 0.523803551319613 0.383446276380938 0.560249754976414 0.251449692706368 0.349474725605543 0.631664732829016 0.674068743464043 0.549754335054039 0.472336830257697 0.315321044283911 0.21777079575878 0.701542784192356 0.547778602741084 0.80177104402252
0.136414660780883 0.815402245682776 0.135571707323953 0.76373721544807 0.815411155984132 0.162107115719871 0.342848440156258 0.177911228947217 0.239820819970009 0.383927304650293 0.325868187718957 0.789480440329309 1 0.560796065457216 0.559567193407113 0.506243538121707 0.211633491855663 0.0927662578528039 0.128210565260696 0.784865241356472 0.803304516073794 0.838100018881574 0.212361992014631 0.550063488922342 0.894384375694448
0.801283679262068 0.543517178401191 0.801206602834622 0.520140721156684 0.543509669876444 0.668269453015041 0.825687414336245 0.600517013832735 0.492106342607755 0.44893119894516 0.623139987746892 0.189639471178122 0.330055246409675 0.825907776551022 0.370579705528002 0.627715710983472 0.172628246482803 0.686988304721541 0.289358280282597 0.647925185328422 0.0996939480188872 0.183691596067091 0.809266496925236 0.555350496014092 0.697556294522032
