prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skato_int_p skato_ext_p skato_all_p iecat_p_syn skato_int_p_syn skato_ext_p_syn skato_all_p_syn skat_int_p skat_ext_p skat_all_p burden_int_p burden_ext_p burden_all_p skat_int_p_syn skat_ext_p_syn skat_all_p_syn burden_int_p_syn burden_ext_p_syn burden_all_p_syn
0.932594330477224 0.5415719214608 0.932586056368734 0.541571529836608 0.541571529836538 1 0.658434225319107 0.25070537774728 0.280606749860765 0.391429114387188 0.44406933674817 0.311685070877494 0.30816934474654 0.2049096519643 0.444620301053216 0.394474864320371 0.259125201141797 0.13546183755109 0.154041340149832 0.238244277029975 0.180092184696715 0.169923799261596 0.937847013167407 0.23538509519443 0.389239404842436
0.468776444381435 0.526393158318116 0.4692609582296 0.564639134489506 0.526446402577135 0.282174008844104 0.299194526075614 0.536725979939546 0.93800924937122 0.574064522751981 0.509871392207733 0.0979054736116545 0.499122629424802 0.964727622683539 0.32249664086734 0.756374049951438 0.803307512783418 0.576158752486888 0.862067100734536 0.327625919572874 0.0491656880096004 0.328238436250396 0.330657078164726 0.622056090205481 0.312199078615285
0.0044472388199722 0.011968550429157 0.00437153634622904 0.0113989901924095 0.0120640818568413 0.925126402635279 0.882352898115934 0.779835674337889 0.917095553522185 0.100735763948103 0.0608808739886955 3.26981772382773e-05 5.24460234355706e-05 0.695266425808981 0.535569025083117 0.758157990080132 0.296987427338107 0.976451347984372 0.717205621171747 0.187473831883077 0.00029141042859393 0.000623864752652414 0.019376543904167 0.000291933982005256 0.000305484951707444
0.543236153042811 0.750715798059042 0.543014815439086 0.750726974987888 0.750726974987889 0.791483393528781 0.731784616322886 0.0403505447595881 0.332683567833995 0.469613043844478 0.653640157528447 0.000431667047049888 0.187949343417856 0.781299425168086 0.104161024864818 0.228217670709898 0.577811794575526 0.0306190471864803 0.22013697165453 0.910068441417371 0.000310883400707729 0.0987351825726546 0.415755131477689 0.0146321471527103 0.286390571840947
0.702914793917051 0.543497523884093 0.702808498353304 0.543498829796088 0.543498829796058 0.0437734972682224 0.0269949916200701 0.000611156920224398 0.000277990240162951 0.311341889131487 0.637678006571758 0.0731275440828982 0.191986644740842 0.0265114764661548 0.000371727828534896 0.000153883613565386 0.208910463367084 0.0469432741890648 0.0498241992649302 0.393174397760827 0.127936918051496 0.147851465772633 0.832670800926914 0.0519626623458665 0.145084741942579
0.53621619570897 0.0466621535073759 0.536530123762531 0.0701035043317887 0.0467962921907592 0.134070030619351 0.155570636433386 0.00024822811245151 0.00490629005553989 0.376484931642429 0.320172708913187 0.189457969054795 0.747355302851349 0.70339432480841 0.000945869937283628 0.0707993808119769 0.121769232821919 0.00111146962596398 0.00395102272205098 0.901093797493631 0.400070771223462 0.901447572753326 0.177827660172287 0.0999355734008955 0.504916783253361
0.0072944577885864 0.0572714617632124 0.00714882151240258 0.0635718076189601 0.0574380061397016 0.0437791657894891 0.0744901660942962 0.874126481742986 0.688744551307537 0.0672670347590352 0.238423697393351 0.00267981455357391 0.002104015950945 0.673303224729042 0.842659146886045 0.870334502145388 0.246564448939853 0.651435430930523 0.447509689073858 0.489825314024563 0.0333420602814489 0.0107174232440388 0.130785223048558 0.00230617273198794 0.0047920040046399
0.293433040062424 0.974567262761209 0.292827579180893 0.996489434297131 0.974567321716023 0.303424227086402 0.467049465358012 0.0242066282806782 0.129011860527903 0.511222882240493 0.589744152198892 0.00221401404328658 0.0276313793761616 0.560249754976414 0.0153729886017819 0.0653661309578339 0.631664732829016 0.0874902334020638 0.370743281043621 0.472336830257697 0.00314275268934794 0.014982834514212 0.701542784192356 0.0135657259253578 0.120447375198394
0.302280049304931 0.815402245682776 0.301754440968521 0.815411155984027 0.815411155984132 0.30721248382824 0.342848440156258 5.86581084384141e-05 0.0210365590879827 0.371404148664166 0.384393852055665 0.000191913448437386 0.142100692702649 0.560796065457216 5.44123958122755e-05 0.0111149198351784 0.211633491855663 0.00590659176421762 0.150706108183585 0.784865241356472 0.00111153029157296 0.184985411851687 0.212361992014631 0.00115842283230204 0.0908048612545128
0.585681811542944 0.543517178401191 0.585981061374715 0.520140721156814 0.543509669876444 0.742080061433618 0.825687414336245 0.00655492249183853 0.0231978144080915 0.44893119894516 0.623139987746892 0.164452068217849 0.297276336808674 0.825907776551022 0.0375202405352939 0.298373998095752 0.172628246482803 0.0078128167703322 0.0111057805601834 0.647925185328422 0.0870513699274676 0.163441197462953 0.809266496925236 0.231337067923089 0.414605606958305
