goodness.of.fit iterations time filtered maf_afr maf_nfe
0.462995702858723 4 0.239603757858276 0 0.82691 0.17309
0.372265936763711 4 0.0967473983764648 0 0.800487 0.199513
0.704548122727079 8 0.109752416610718 0 0.795987 0.204013
0.381026344952536 6 0.120313882827759 0 0.822403 0.177597
0.513526156095883 15 0.136759042739868 0 0.807856 0.192144
0.691203915674093 4 0.109273195266724 0 0.788143 0.211857
0.477586230605779 4 0.147360324859619 0 0.800724 0.199276
0.449339492834587 4 0.120364427566528 0 0.807823 0.192177
0.283894728830595 4 0.0959405899047852 0 0.810735 0.189265
0.515190108354363 4 0.122127771377563 0 0.797892 0.202108
0.452376645850683 7 0.134182214736938 0 0.804931 0.195069
0.498606816472078 4 0.100142002105713 0 0.816998 0.183002
0.574112636598198 4 0.130348682403564 0 0.809945 0.190055
0.615445850464176 4 0.135766744613647 0 0.787145 0.212855
0.643877568501771 4 0.096135139465332 0 0.795557 0.204443
0.509096943052843 4 0.115799427032471 0 0.798859 0.201141
0.273491134654304 4 0.0980064868927002 0 0.799178 0.200822
0.576094373790171 15 0.168493986129761 0 0.806139 0.193861
0.507718204197823 4 0.125221014022827 0 0.818888 0.181112
0.540061017957531 4 0.11599326133728 0 0.803528 0.196472
0.617745114688491 4 0.115266561508179 0 0.803658 0.196342
0.485931751825196 15 0.158455848693848 0 0.827323 0.172677
0.498675368780001 4 0.112112760543823 0 0.811115 0.188885
0.531457380247714 6 0.105282545089722 0 0.787205 0.212795
0.440855598858086 4 0.117236137390137 0 0.800974 0.199026
0.314210522601498 4 0.0976903438568115 0 0.820439 0.179561
0.461030738557806 4 0.0958254337310791 0 0.813705 0.186295
0.484011629092555 4 0.117610216140747 0 0.839427 0.160573
0.705488455032198 4 0.0990850925445557 0 0.784722 0.215278
0.651448120639708 4 0.103368043899536 0 0.807199 0.192801
0.323294799725779 4 0.110809564590454 0 0.792657 0.207343
0.736578741271155 16 0.161051511764526 0 0.767719 0.232281
0.588876025387488 4 0.109260320663452 0 0.791947 0.208053
0.533275747232026 4 0.0973207950592041 0 0.820946 0.179054
0.409913313748613 4 0.119178056716919 0 0.808937 0.191063
0.453024023033095 4 0.0992422103881836 0 0.829804 0.170196
0.214240488511322 4 0.137809753417969 0 0.844036 0.155964
0.54457290002938 4 0.122276782989502 0 0.798143 0.201857
0.614682514762211 4 0.0946640968322754 0 0.811225 0.188775
0.484988736908759 4 0.127618312835693 0 0.839024 0.160976
0.396959075925547 4 0.123830556869507 0 0.789713 0.210287
0.454348337850297 4 0.0989944934844971 0 0.798412 0.201588
0.431831784381936 4 0.0965704917907715 0 0.818196 0.181804
0.580018094426996 15 0.15837574005127 0 0.805861 0.194139
0.380407321912233 6 0.124545097351074 0 0.829311 0.170689
0.414410970266202 4 0.0983650684356689 0 0.800417 0.199583
0.354790698944083 4 0.119642019271851 0 0.829715 0.170285
0.35856153088164 7 0.107650995254517 0 0.793067 0.206933
0.477282126125666 4 0.136579275131226 0 0.808153 0.191847
0.453214242810259 4 0.124731063842773 0 0.842669 0.157331
0.475256813668718 4 0.102884531021118 0 0.811821 0.188179
0.470641852606598 6 0.106350898742676 0 0.831976 0.168024
0.325722577369217 7 0.108075857162476 0 0.818955 0.181045
0.579698797201497 4 0.107479572296143 0 0.803636 0.196364
0.305758652946771 15 0.165892362594604 0 0.822838 0.177162
0.475843849228862 6 0.140960454940796 0 0.794759 0.205241
0.770693656772084 4 0.12598729133606 0 0.79244 0.20756
0.464995158614471 4 0.0994424819946289 0 0.801254 0.198746
0.408505113931763 4 0.115491628646851 0 0.816213 0.183787
0.369622266043126 7 0.130831718444824 0 0.826473 0.173527
0.406667020965132 4 0.0942366123199463 0 0.815013 0.184987
0.505201797059618 4 0.0980641841888428 0 0.825706 0.174294
0.563678687745932 6 0.130596876144409 0 0.795043 0.204957
0.3873203257497 4 0.127497673034668 0 0.780542 0.219458
0.400591357277018 4 0.0964615345001221 0 0.798003 0.201997
0.364096420542901 15 0.179162502288818 0 0.824662 0.175338
0.266232671944046 4 0.123553276062012 0 0.796598 0.203402
0.409769601239556 4 0.134721279144287 0 0.810649 0.189351
0.531407344588092 6 0.123893737792969 0 0.792706 0.207294
0.613743358612145 4 0.121699571609497 0 0.799809 0.200191
0.40705790529177 4 0.0979928970336914 0 0.810947 0.189053
0.415309563629767 6 0.123509407043457 0 0.809604 0.190396
0.472601515861979 7 0.110250949859619 0 0.813276 0.186724
0.478583253875751 15 0.181105852127075 0 0.800303 0.199697
0.316233845966805 4 0.140982627868652 0 0.825572 0.174428
0.634879647883655 4 0.0994541645050049 0 0.783856 0.216144
0.364414716818013 4 0.0971457958221436 0 0.80611 0.19389
0.356500611978381 7 0.109422922134399 0 0.787279 0.212721
0.480275630708083 4 0.122924089431763 0 0.812385 0.187615
0.358273634592546 4 0.0947957038879395 0 0.826827 0.173173
0.468831020248319 6 0.124527931213379 0 0.826531 0.173469
0.424681528011957 4 0.115142822265625 0 0.803247 0.196753
0.689661272125647 4 0.0958902835845947 0 0.813086 0.186914
0.448789188277774 15 0.161416530609131 0 0.820861 0.179139
0.515261411953894 15 0.169146537780762 0 0.802102 0.197898
0.720180925272587 15 0.151597499847412 0 0.792987 0.207013
0.568036832794414 4 0.0971486568450928 0 0.809667 0.190333
0.27606524712037 7 0.111189126968384 0 0.835914 0.164086
0.383111594621128 6 0.131547689437866 0 0.812566 0.187434
0.424594191384485 4 0.098482608795166 0 0.80694 0.19306
0.640600554050696 6 0.130201816558838 0 0.822239 0.177761
0.504143936487182 4 0.122856140136719 0 0.836796 0.163204
0.453030272190831 4 0.14064359664917 0 0.809058 0.190942
0.748181293720444 6 0.10707950592041 0 0.794324 0.205676
0.449857318744959 4 0.0966665744781494 0 0.828223 0.171777
0.466733616776013 4 0.126152276992798 0 0.788301 0.211699
0.602931061828984 15 0.146075248718262 0 0.831752 0.168248
0.432491337393232 6 0.124650001525879 0 0.792855 0.207145
0.57460919440574 4 0.0981006622314453 0 0.801532 0.198468
0.416893186540786 4 0.104851722717285 0 0.822888 0.177112
