skat_int_p skat_ext_p skat_all_p burden_int_p burden_ext_p burden_all_p skat_int_p_syn skat_ext_p_syn skat_all_p_syn burden_int_p_syn burden_ext_p_syn burden_all_p_syn
0.488829789391627 0.688042032395942 0.646496083656211 0.924877029168642 0.759306179092611 0.905572453038336 0.142878274422486 0.241767655059013 0.0641156367077753 0.960321587425377 0.71076928597482 0.790109681327905
0.806399789866949 0.5831557881454 0.631669714787596 0.164656538971456 0.169438607580555 0.142739833454512 0.795848733571011 0.578280241563831 0.764150587185755 0.695709471859064 0.957325403121417 0.97708409482174
0.418191368757137 0.927477547861109 0.892597275830715 0.954229097725322 0.580850463826808 0.711091339214105 0.52984098825809 0.719909107792206 0.744563316900168 0.547445541642921 0.131841242827864 0.178439910097939
0.14392696233282 0.116357818931844 0.0621705529043115 0.689848485865807 0.604706810373137 0.542393017447027 0.958069209438364 0.760703965272635 0.736422738975699 0.234373929457762 0.31316258351809 0.216889769043651
0.765752739680193 0.830640769771634 0.735536902576838 0.706660010781534 0.842317771139502 0.991784171110058 0.510078517847648 0.831433183296338 0.912492596214444 0.0232783348933761 0.172580112667353 0.0489518699308601
0.82696305418761 0.840494999584644 0.837748407318583 0.273079436127208 0.740200286064332 0.78927881411944 0.552270167940335 0.798317316145989 0.769664557477497 0.141462104874651 0.685460980077492 0.366825785416579
0.456338310171386 0.352238189238303 0.275036327318197 0.875577013171486 0.690020521194296 0.965238268231958 0.342533786742359 0.334436332613414 0.361163759453266 0.55817517152197 0.797916292015636 0.958704078499474
0.501051700570178 0.929434769033627 0.803230839412941 0.537903090978207 0.692293830197297 0.548267774601446 0.955730212484245 0.7786720438578 0.827016960309932 0.764745480239949 0.462071469880212 0.482535404905323
0.388341597676127 0.420088209997423 0.323596149436322 0.717203176344861 0.92592667544459 0.944220787483291 0.385651113169615 0.509229396032168 0.43498569729887 1 0.029614378246029 0.10723529025761
0.503855302889624 0.424569966979506 0.407117857250073 0.644816520345571 0.711186746524894 0.651955265182343 0.590093492955782 0.205419747569406 0.327182609367216 0.810572454217906 0.369439552278891 0.466062396371758
0.700911713596232 0.661290639849965 0.659129254840473 0.982536118857909 0.815820398353377 0.909147430615432 0.957532319326779 0.82955264619528 0.912267869499343 0.602748720306252 0.954638542963879 0.97637042918643
0.0714018834482277 0.383511919424806 0.176645529417291 0.722750507765692 0.182376597061921 0.490686535405868 0.68024929474321 0.973763405180316 0.969803319847619 0.566669467076079 0.525321161519353 0.494479986440652
0.844859342580241 0.358826330786857 0.429565102883075 0.437987864881383 0.996409646816811 0.742483677705488 0.59664599271437 0.952094008226397 0.901504442403332 0.635055225183954 0.404442502648706 0.538616398776168
0.440119960837862 0.574184583325056 0.351605582408123 0.774439239117817 0.320580372423145 0.493255297267136 0.897045950487176 0.338424264849712 0.690672533137813 0.415059843800119 0.499103715188457 0.855044724077187
0.281354547811649 0.67980339369584 0.631388395998242 0.369883718814378 0.0140280722147068 0.0391323062446276 0.34352285202723 0.584180354722075 0.397178546394856 0.77779600238563 0.909000028253335 0.73851617567797
0.960283980626117 0.983464753629242 0.986869348244794 0.700064176981962 0.666203511984087 0.661235658432682 0.451461675475517 0.724423887360371 0.586395190475423 0.92808224158842 0.284311037077313 0.379655967165098
0.644446209185377 0.7406428257497 0.76388511461387 0.111536599917372 0.869189820669358 0.478546741368568 0.771379650836687 0.107048762742105 0.192272221311584 0.654390435743556 0.85878196007782 0.955241701911547
0.725491497511953 0.583219130569701 0.494664213428277 0.678436591420072 0.834490033081425 0.813088567334685 0.558954202466485 0.776883149816132 0.66721987580259 0.0919820948294064 0.737986841240839 0.406821696260147
0.885084791228799 0.780131561688301 0.750771122817411 0.568807547231696 0.655914313644584 0.61540778165179 0.464547262194758 0.860705906814225 0.622577745330552 0.00678187260296302 0.427807394429974 0.070810050526465
0.887118669539393 0.826179083925197 0.975799378555235 0.287060716009616 0.144657859452879 0.114529176108465 0.0222762540095644 0.452382011224931 0.181179125528863 0.296521286760501 0.424086844697189 0.921971389886113
0.697600418050711 0.672770568087582 0.730673249023175 0.95647118460914 0.52675173025698 0.683370529621987 0.61134000474171 0.130680191311536 0.192809237544365 0.830532448542236 0.90211272435724 0.861781504312656
0.495681286293654 0.856515087025433 0.606366760735281 0.0112533453715869 0.303349506682046 0.107776803664645 0.301394344459467 0.745186105228521 0.668146656742891 0.715692798560737 0.296682748263682 0.642330653650483
0.752748302434531 0.706872601846729 0.716340834124068 0.949803942865567 0.203369880383752 0.374084801195733 0.914488831226199 0.838845381156805 0.842746357302561 0.190556682491358 0.196835584674969 0.140773747358812
0.872512693280761 0.414889125769382 0.653072895012814 0.481426905034311 0.863277064200748 0.911003202328456 0.793252643331061 0.568491864280553 0.693742828262393 0.0794426306712335 0.183612062014751 0.107547715092496
0.753029152729814 0.631342730020961 0.632609965510364 0.676569822715054 0.321412528864171 0.383319851290294 0.984854865678372 0.811625209805328 0.890543779788385 0.774085115208404 0.397575495615177 0.608435501673374
0.881852400614297 0.795150747510517 0.90604694006194 0.716631997630613 0.366210506412059 0.423540512619872 0.862297480410876 0.259638804887555 0.61417832700599 0.285767961508619 0.0525892416890194 0.381315551672736
0.706044992131497 0.749586774470286 0.849901910942481 0.93439484501096 0.851127059660474 0.867441570105661 0.759496993035623 0.861199084177411 0.799120395060939 0.504414677027743 0.965088253001952 0.889338967413977
0.240717782959576 0.304580777937902 0.349951715200232 0.672121176995012 0.917986278283586 0.746663869561074 0.942501788841617 0.92033067312513 0.938456684528164 0.856934476868535 0.923695415542279 0.944709657868834
0.536386763965141 0.749523419143463 0.556276845530938 0.0919253434967754 0.629790256334478 0.32827083410486 0.525996272663638 0.328921880820178 0.18650033819344 1 0.54873225583457 0.656035255777804
0.454505500367532 0.355920829421314 0.347504358144052 0.773225671618997 0.850659788956654 0.942627996743144 0.811114696627903 0.207558119645253 0.325715726868215 1 0.592538129349876 0.757061579265227
0.216027191277458 0.881366517556601 0.826444471747358 0.36341822986037 0.397629949492199 0.819579075681667 0.772212032727831 0.696603948001234 0.53331816865349 0.728362820314802 0.780881215423856 0.701307773874348
0.783282320476674 0.720337779845819 0.61248266787096 0.549260179490485 0.798396275892988 0.938492764483024 0.837246202789272 0.969605739087374 0.941313124028833 0.805135151717823 0.286899883489004 0.429433076592549
0.412796032418699 0.504499808811717 0.269284795541876 0.852530838444941 0.55281415154064 0.758881102653037 0.22134872316487 0.135769884432061 0.135588100734922 0.337405456816744 0.056316246090873 0.316538876843007
0.498341326975138 0.139743863777501 0.217317520787503 0.614843934737214 0.715725732945279 0.607847876654441 0.895194189875197 0.918870653652838 0.958829444470529 0.150652033884922 0.394689024094239 0.248882912820735
0.931114854916961 0.966343858525061 0.988819407729625 0.766302970276335 0.90437975266485 0.814519899394437 0.943671140746862 0.395887760302157 0.570949335105877 0.644127301464548 0.613010021484662 0.51151863562771
0.879719054720016 0.697811121562565 0.777920690035041 0.166653845007841 0.969400307684815 0.532832464073351 0.47400454698162 0.218679501430092 0.235113971856717 0.73875097517333 0.122321970369721 0.230930221776666
0.980253090346164 0.963188258740082 0.987128130092485 0.389151657512515 0.65069881487542 0.540002940403052 0.116593535034846 0.0885848212489222 0.049624975496753 0.397822021285236 0.917314626393077 0.650573246263726
0.873497077853484 0.583072879932028 0.738749983136077 0.512657231244823 0.388647900115465 0.522099710281239 0.891663952848327 0.965099939476226 0.895243588690315 0.904059259408556 0.254503550931337 0.393054430587998
0.441333476625782 0.649653462206476 0.639559322798063 0.11551483738089 0.0175978406010764 0.0205473406228545 0.77163726878283 0.667770193020723 0.530158625193285 1 0.233447870592527 0.372591802447065
0.936461685038416 0.548624071072936 0.764345703484701 0.191031798768687 0.222629055366664 0.162529496999572 0.750490061156254 0.537682008328184 0.543903490980725 0.040964508269547 0.733622519323194 0.575117768930456
0.527106618296034 0.997805608519218 0.976291136477936 0.919022453362846 0.190417745637663 0.339875744085315 0.765668225893848 0.994882927763704 0.984205643668011 0.162259791053826 0.865504885614371 0.571780359713903
0.966434631378096 0.58453020220861 0.795637697922514 0.873828016551507 0.855298631881932 0.926046265807845 0.374783865363431 0.417391403434533 0.326242131152391 0.165076221676683 0.419805328795754 0.372249627072514
0.664602913379287 0.562841114062783 0.62668614069174 0.45161043099446 0.484075355496227 0.487482378247235 0.721445060555358 0.791985842698394 0.680216567110729 0.338594284650604 0.511715304526049 0.363782738282339
0.566297294800795 0.137533183659087 0.255553480947587 0.304603386010242 0.0771685978666005 0.0967727463849771 0.932473613733683 0.425851304551956 0.514445559081687 0.840817232680087 0.39749739983345 0.559711279665889
0.721509021536669 0.222278972797351 0.336026955323798 0.15346939489658 0.189750628538997 0.174730204819224 0.966775191572269 0.254648538059072 0.611442039041295 0.541624700560078 0.71387269877803 0.95685547390821
0.652206885434325 0.525405597228501 0.435776784848636 0.56028833716823 0.807380012781201 0.65328947375026 0.872472693719581 0.917978789992378 0.849100813504732 0.293278413721929 0.770958570143765 0.43886197682991
0.551565701100777 0.731889747905991 0.453436924296631 0.600880902065161 0.924043046467288 0.78446111712381 0.67164513358489 0.918546830002516 0.916589550460621 0.766153842837693 0.409847318683833 0.767383723305562
0.7251702475234 0.769975045690744 0.69238363087534 0.821976184483225 0.525199724815582 0.729207982049777 0.511564927597429 0.67241334169924 0.437660621711958 1 0.300312604031927 0.422435031115183
0.208957562433412 0.506664244774472 0.376064155180732 0.800743634976002 0.686497373437368 0.69310506634799 0.814793980780001 0.161736860287388 0.293257588512362 0.330437533655403 0.866553239867536 0.540258184462261
0.565423732701529 0.67935633553921 0.649329761863749 0.829573723417697 0.402064817017024 0.621583886741681 0.91727569939447 0.858710828952677 0.903686259082635 0.734850049815855 0.886001043540307 0.791852013451567
0.924777409861478 0.650743354459207 0.77561559987766 0.389800122208021 0.241682579718172 0.178450704209181 0.149014039349537 0.534706934625993 0.206364365870245 0.543895400695374 0.444458448309304 0.405483861882723
0.991354439264119 0.866389133043543 0.939353702580684 0.264964317236934 0.266177424776284 0.176153075830613 0.934618388147013 0.262545918944276 0.371730892235032 0.313415942577708 0.264194957395079 0.311363537884085
0.914194281052702 0.735070264759281 0.95958988676868 0.20917225783917 0.604886917762282 0.404948121297638 0.72625832698197 0.565212815574908 0.733892889963268 0.219459817980368 0.0320259217215064 0.0604339870507521
0.31871893691216 0.371840960444981 0.270185898746424 0.421715031798425 0.481454188956487 0.442667348016755 0.216442929281847 0.255804957575073 0.378220425649852 0.0235684990334218 0.00156223354914226 0.00293126994057339
0.416834191331623 0.868514475572514 0.868782223591422 0.432373123251971 0.241531872905325 0.277333161501666 0.823185960980009 0.554603707487258 0.621070109858494 0.506113768114681 0.387166418558653 0.452182948426358
0.495227260964294 0.445560904541956 0.436176894025761 0.433765539362862 0.661948373309134 0.895243620950149 0.957740707516905 0.82169919531853 0.707667351309033 0.206538543702267 0.0585685348722276 0.0552975843918688
0.574260500886178 0.827903410755414 0.724229572483016 0.471063642612398 0.731336485630154 0.600738871251404 0.36373454125767 0.888781613304494 0.821739385676284 1 0.457444538753458 0.623445380666192
0.485361474669423 0.163383724326795 0.201216192716383 0.732867136987013 0.527920441321182 0.800433654644392 0.980210079716509 0.219455583061221 0.66673450984661 0.96198246551509 0.42611199516411 0.562561443853284
0.725773291666293 0.705348735591749 0.773650160532962 0.206710889426687 0.802061761263764 0.776757264591827 0.741105968783065 0.87436487291217 0.7151593236508 0.278482126738495 0.455362494796584 0.295360717452631
0.404634508217107 0.216660305991813 0.240164970048249 0.880538337790563 0.91852128213923 0.802927329599232 0.521928115461356 0.216527229754646 0.422284204377862 0.92196354466043 0.943368177644106 0.760171671499955
0.725473203302264 0.842096588056332 0.930729862147844 0.321715990401235 0.04546995423246 0.0844456455076329 0.713860715850374 0.533743609901097 0.707270067253805 0.263332160149608 0.0199413497512235 0.0273582404745111
0.433478306058614 0.897000351087763 0.819154386228877 0.48706355359769 0.131560520001624 0.177616014494287 0.451766077448938 0.896375996806004 0.533358956756976 0.868041278311948 0.761389825293323 0.866940420905713
0.745617946565328 0.921061099186566 0.897036574967635 0.733652030324391 0.942980924255151 0.89794085873222 0.209889503515671 0.228955947683864 0.177236735838611 0.832288508739912 0.863304119094035 0.687654460406956
0.667238513000938 0.902847625397133 0.793553258813475 0.400106058258336 0.789285708550448 0.56681724239783 0.45410766301189 0.512713254592421 0.399119272290923 0.865127276496323 0.808120139920984 0.939045838728263
0.762859946768341 0.0917602443216725 0.19132441142115 0.967960305328067 0.547907563111217 0.675768869163058 0.477309807278439 0.67016490133449 0.672619342771858 0.70058975325775 0.687947310238365 0.950926577592465
0.689521085653521 0.324147124181128 0.633045560872495 0.203244670564587 0.799075625336031 0.721642929134624 0.958328870774053 0.493076751944645 0.712072651361756 0.459210389135987 0.0642757741455859 0.10665541858044
0.677086980813405 0.596978100963992 0.608224258379805 0.852161739588943 0.807781713455557 0.822066008129375 0.943866310766509 0.23511114216674 0.748475905029877 0.0799293862927593 0.353577180100921 0.246633101762575
0.871753373318984 0.670460653121168 0.767928141438946 0.695806636835579 0.107235410427384 0.201946222189897 0.874163319143539 0.594302890092908 0.723545580960655 0.631020062950089 0.77438363202593 0.940723040778083
0.896194281815405 0.855047195696333 0.843584905572309 0.588534737072848 0.731695235173943 0.55948653563015 0.826540012595818 0.575764907911269 0.785838728746291 0.434575925053568 0.553071168604857 0.460336860079804
0.534385142390013 0.939161284785318 0.856646438223381 0.666124291129739 0.950431180106166 0.979937239759501 0.709447441787868 0.751420669672447 0.749190223847121 0.956903944752185 0.288497368983475 0.436949578000197
0.676761534173029 0.544619612186981 0.692267081640653 0.279072255222638 0.996689786407536 0.506199969613744 0.901607184168481 0.928665438025635 0.982807919440778 0.0310602929159816 0.955546576228447 0.384435096578869
