prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skat_int_p skat_ext_p skat_all_p
0.536491946357967 0.365625302695262 0.625285759964157 0.311337851146885 0.307811857333283 0.557619368377824 0.807958545498376 0.466897315054255 0.317432467945603
0.134914823064974 0.574899359276979 0.151070017793294 0.492514920109728 0.443464705980601 0.401694083756904 0.904364572519418 0.0196751003955677 0.149288852983535
0.252079655641994 0.0154383418313025 0.210791432991763 0.0624405446629262 0.0685963318272484 0.929724597866704 0.928463375753996 0.1109845895359 0.268244192952397
0.0415277367387376 0.0635894896269144 0.0308241212016738 0.0163598373088075 0.0129719464436573 0.0907834783577327 0.152493412720972 0.0240430058785946 0.00935698854181211
0.0136063787470571 0.78331450956654 0.000528422067067885 0.445649425788962 0.425876866933742 0.737437087452508 0.739250793387835 0.199020472694057 0.615804322063086
0.75072477475324 0.205435098092884 0.547484932238496 0.753845415297389 0.822900476013174 1 1 0.0466269678379557 0.0463371897188036
0.0287027900942468 0.20613908220206 0.0155145944835582 0.145076860348656 0.174914943285554 0.600554672792255 0.649747326675014 0.151696842038202 0.286169298317359
0.295389430690881 0.264934818077646 0.0429884631972634 0.366464802534382 0.450842531139604 0.286329225128797 0.390612993012855 0.0173796111550873 0.0399230746200194
0.324154421813951 0.103715066689595 0.0225331984723939 0.0396898034791141 0.0295690805385824 0.249043019010681 0.251754451338228 0.510382761022049 0.249755611452051
0.054921312852106 0.847119819097644 0.0222440704044299 0.640063058900445 0.637653032886678 0.537032595868242 0.407216414500506 0.0504400613045594 0.208082317774956
0.169271593465316 0.694288779263015 0.250028539581786 0.891961579468375 0.872967421571353 1 0.936352726833097 1 1
0.0950292242353152 0.507989356066446 0.213932092980141 0.327187681825231 0.281289370842872 0.701219796582813 0.622722055062846 0.563206983808535 0.467017218025958
0.416666338092265 0.591229729205438 0.62527793535028 0.817174673714496 0.697095740750179 0.79197407907662 0.816351270701118 0.744752131181231 0.785809348686487
0.0430077648602744 0.683855424908084 0.309415074950352 0.974341468868649 0.974341468868741 0.10289164438182 0.291000725971716 1 0.933009881980555
0.229870399651119 0.754586729279205 0.423173915512917 0.272180476101875 0.249535967792654 0.123803317915583 0.0546559098193126 0.486670690941498 0.690407240341808
0.555125086532491 0.431300571161577 0.560963087423034 0.60144738655955 0.472259396795737 1 0.919046104985781 0.339068987581603 0.431544022474926
0.754728110572811 0.143194226889805 0.947060407363356 0.192593092213732 0.192593092213667 1 0.817288734309313 0.90911446133911 0.656307220526175
0.0163999881888726 0.162590450059105 0.188341712957225 0.449141496908367 0.433971561887775 1 0.937648321610993 0.600067793829372 0.400948888088894
0.177686820389191 0.000383961594068167 0.529615089761496 0.00421811964214835 0.00318417326444725 0.376040615347547 0.287871038464225 0.283965257343573 0.152345327538506
0.104094706761631 0.265252997262917 0.388500683469999 0.300074560457745 0.339099931184802 0.842332297228224 0.887994307748546 0.0491648043163569 0.144669795309509
0.00099326996214873 0.0411826658568957 0.00181257873129387 0.163635453795505 0.143155707031034 1 0.877813147474588 0.216926667061494 0.59187545349969
0.820596149522762 0.716680787645469 0.581177904531533 0.628416315610413 0.511729461069768 0.259781398687075 0.354138294335249 0.123958713123171 0.183862547353364
0.45300928367352 0.504579751092232 0.857102747231693 0.346829363729459 0.316570153080581 0.142099507782813 0.315484492181933 0.443645323766243 0.336351976147504
0.637944435978591 0.911300298322359 0.722061542045465 0.216804097484784 0.229666757703016 0.4546653728635 0.78341245354776 0.579202901703775 0.886210673255779
0.038113769906881 0.508202355539642 0.0490575595387038 0.462823689988966 0.497576377339192 0.522971036419608 0.71223450964044 0.781747508345217 1
0.261337384885769 0.828612439495906 0.68414077787618 0.945506761078663 0.946060534526061 0.803610284422932 0.670333922401379 0.114632294854294 0.637607110365847
0.0262492173264009 0.0555844621017139 0.130793323658277 0.110846502789334 0.163060621593419 1 0.865643677667909 0.902663984443843 1
0.402386512558778 0.180927295349446 0.356997051651313 0.228760992096241 0.199890460977297 1 1 0.482228035516862 0.831651349720514
0.682869151988791 0.951315239136172 0.641987336060591 0.992570333010065 0.958803766664814 0.431370858174001 0.425208033308451 0.564828101181658 0.629678284791781
0.00129211736327929 0.2997971018313 0.0342751835038753 0.65285128270816 0.675409836020346 0.258417395736494 0.399406791224183 0.0405668170326571 0.135095116188412
0.718703329431021 0.521795420164772 0.83518647329826 0.654670684903471 0.751719642912438 0.631853696575503 0.781563464710514 1 1
0.00282178868881351 0.634976775811078 0.0277750721912294 0.358611114241853 0.371532209304655 0.427069418277215 0.521072600983293 0.470737090171605 0.282601812369006
0.213993656420156 0.613576576158918 0.18206335359939 0.964054257357809 0.964054257357778 0.294869466404361 0.584935390588496 1 1
0.568869318701291 0.749703091497318 0.670851975284291 0.44367707458923 0.51181640946048 0.387826192549284 0.282424610836497 0.636861120307349 0.707191720502486
0.130808639553066 0.782583137205107 0.124042026280947 0.777540139440795 0.77493322686447 0.399209069368224 0.122672692093482 0.854019529142689 0.867782891528237
0.483803572047621 0.101387044695353 0.694660960754578 0.111383538128819 0.127637604593151 0.580358203454054 0.523353819241959 0.240827102240012 0.487701265367328
0.507307298188624 0.0344983744948754 0.426678391337392 0.185475659248343 0.185475659248305 0.831471091823114 0.881083857356806 0.320614083130266 0.732658118520676
0.39625559015552 0.424206564289953 0.422322256587633 0.873298546207609 0.877557946833261 0.425853766641813 0.29113816766356 0.232082976226941 0.506054561675392
0.530868409539301 0.0243898202901888 0.337153484919671 0.220530799667545 0.220530799667649 0.139178320232942 0.841013971001053 0.0496358607059687 0.0536937885868684
0.918255589048346 0.0267741291795111 0.225852890207225 0.000766991827801136 0.00125265322285233 0.00122871097685828 0.00962369594089074 0.0335496864443112 0.00134498714017572
0.813823251174846 0.820925081663503 0.824342438110325 0.516609863828629 0.544381032150423 0.806819481865867 0.767848140655903 0.930314019957728 1
0.456457551401199 0.776174295645038 0.600655007461765 0.75984924096304 0.738815141853327 0.865209907232924 0.869743798504123 0.891947234027611 0.822011283208319
0.838131339259145 0.866663084390417 0.897565319341717 0.709898525119158 0.592962841195651 0.26908401906442 0.314135930302764 0.333409559163801 0.17333385829653
0.0612598479085602 0.979318388409368 0.188416004162372 0.877035223105668 0.862823340529826 0.920581900598413 1 0.0933393792167635 0.345421719842075
0.0642761466630611 0.974224839804383 0.100175675227352 0.988534436139385 0.930389026216608 0.319299521112899 0.228614002721426 0.487808088646349 0.396499213585623
0.0772928719641441 0.162448249775292 0.0817676215149937 0.217513978949627 0.20815286931746 0.132267971895262 0.176388720473904 0.432189526133052 0.28082857546557
0.0473739524893152 0.0237543194312668 0.39256083571392 0.150948555788281 0.156455951306817 0.152424755382534 0.186828719312144 0.350206363276445 0.252867472488309
0.558491703796885 0.840637803311073 0.939587710866925 0.381859164305754 0.368162809281863 0.769912762585631 0.820380522539724 0.732254565512046 0.677077165187069
0.241957751530097 0.0197450130347161 0.156149171500223 0.544783181201119 0.490621595812579 0.207709642592869 0.134957934124393 0.061883064617996 0.0506307350087571
0.819382844704032 0.808804118433253 0.717942403718316 0.83807465406584 0.833418079286049 0.674017276103915 0.49210484960229 0.803523694688585 0.793986758953158
0.0120590647486983 0.112894649886682 0.00292283320675588 0.161569621536757 0.16156962153675 0.347125230287887 0.270798723365359 0.508879050777562 0.582477048713025
0.850919748554903 0.61377896235874 0.0907177433521152 0.337921692109144 0.344165117308831 0.146684294918894 0.15825637201059 0.213269110184769 0.071268424248234
0.897879798088583 0.489495077063357 0.430818278146297 0.665581702479181 0.6439140945309 0.488552013870768 0.765069873342635 0.29531247018328 0.333281889714429
0.112477109144495 0.274277335013751 0.175770848421863 0.274126357042797 0.256898007568741 0.0709681716116651 0.135677829905842 0.00788824797111798 0.00232065738512732
0.00757191499789816 0.012207286212065 0.110678154691717 0.206342860919257 0.193414198278662 0.422479992824733 0.491900232268036 0.546839395379852 0.149201025082677
0.451016226667932 0.733175011468633 0.999999999999949 0.7501839029694 0.757380138785137 0.327357348547547 0.216105507521019 0.581974685050666 0.343658427255317
0.205628781267374 0.781484806729939 0.809455078940402 0.765485070014209 0.764244158399726 0.109934928063242 0.15575902916059 0.514687825429312 0.236886584392399
0.0873974521007935 0.266513255043245 0.313862127191885 0.607430482000965 0.551880031981359 0.815656673623143 0.798078213818489 0.500994141355784 0.489831898874732
0.402192501625714 0.318568522163672 0.297217518135488 0.283141328395669 0.293896529277913 0.258932593488884 0.196517603934987 0.344390429017706 0.281181695585935
0.00634811528734521 0.7381600352525 0.00104138957544783 0.775892097616257 0.812127280109834 0.670502787299394 0.421741898553997 0.925495418367399 1
0.829670428389016 0.298111810242272 0.382360877045005 0.826293101747407 0.863048418423883 0.708391761321191 0.659538235262471 0.28837752529789 0.446976782681108
0.0668988777365792 0.530077596831129 0.107445862641199 0.938577013404836 0.914200006380286 0.805911703377586 0.932118880326549 0.699215737024059 0.905195444961441
0.789733549089058 0.715818270704766 0.610946446514219 0.339551642447462 0.329355309473535 0.0223128256788219 0.235089637719938 0.0144365286455722 0.0158802856168121
0.0754394325051063 0.588511068646719 0.169899653167821 0.717488869578579 0.579382374482956 0.53925291078537 0.540133404694538 0.768662049797042 0.72821501151321
0.171666930098225 0.696874962753736 0.660861271752646 0.956556383834197 0.930060285972365 0.875451485199658 0.738218700452558 0.0930395460466931 0.378571819554859
0.458064507250764 0.909674562657737 0.841560666751593 0.683804086049893 0.719193139229775 0.93303808878691 1 0.260347913243772 0.327006452737847
0.86823955495551 0.549040691274178 0.4964180509306 0.287144265840126 0.260481816592329 0.654944707845112 0.673049495973317 0.40505535826212 0.557906107749687
0.604874922158846 0.900510102684351 0.871824704976317 0.524778046793827 0.46407416378628 0.916283849923907 1 0.286439656975155 0.892618082735336
0.00972615211836981 0.204036288422043 0.0142983055073049 0.0780368115592252 0.0874218167476487 0.171173449598337 0.558990677711372 0.033083731819979 0.0865075589501426
0.411196141806473 0.75531867378057 0.215709060116957 0.423672077662259 0.305225890233499 1 1 0.00421819076576169 0.0705413767860563
0.837126113965619 0.0610189094618797 0.599330279114809 0.0983243808079425 0.0918869619522257 0.890912950126706 0.920145433135801 0.751895500407448 0.886063219897748
0.486006124314578 0.617763071538522 0.629367562631813 0.988430056200153 0.829944433065224 0.68287512667937 0.840349898527007 0.00197957737667342 0.248931449373621
0.25777538632978 0.368188605398236 0.99883922266385 0.0429621389730761 0.0383981214749025 1 1 0.860051172991878 0.826510220511257
0.0034815972501662 0.416521050081807 0.00264621596685455 0.769588437658234 0.673420762397962 0.131798785610918 0.193530166423649 0.929152903106045 0.804347793711538
0.818486605776195 0.908062448459827 0.452188824832067 0.450801888970773 0.423049048623282 0.939777087517464 1 0.769811158687965 0.779352804357193
0.292077349754955 0.509763900583808 0.40169446049605 0.977275635699257 0.962331937819447 0.177812525031217 0.215314885234338 0.420511984551902 0.797391279423507
