prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skat_int_p skat_ext_p skat_all_p
0.627899183213388 0.250748831665235 0.21291145181146 0.857721002557354 0.733765237253243 0.0457832416132038 0.0624012510959029 0.935320645168398 0.569406496412809
0.72655861782531 0.832070932460429 0.573377248311434 0.482437358522921 0.518380353877277 0.784051444854683 0.923876294964012 0.736984591601851 0.76576666786794
0.296043862019348 0.678071211551705 0.44095807564165 0.611616277791019 0.715072328234788 0.849365135416226 1 0.78909447734575 0.720310686926582
0.496383453070865 0.661570266148809 0.733025465700598 0.704185997402119 0.704185997402071 1 0.767671027066356 1 1
0.382366139344986 0.826210410546758 0.637575286719581 0.693898081317762 0.746003395884842 0.0426998987270231 0.0492106016803184 0.211794070525417 0.187012203514462
0.0582936619621245 0.714589311248607 0.0762788690804677 0.66364472745017 0.515753306149994 0.132980148785078 0.194267385606994 1 0.938550456079523
0.85316373349221 0.109223795691778 0.669131057526911 0.485513623859363 0.491117674297586 0.227171971308364 0.200523509089951 0.805690201121912 0.742476402375422
0.359801985670449 0.061524952641848 0.58848896849955 0.252964875568028 0.285631316591227 0.788519348670274 0.839069968524384 0.168916050191647 0.313884439347996
0.964714766076382 0.818186554984664 0.590016317651221 0.273924156818819 0.269251379268372 0.823837099204774 1 0.61202703568779 0.409752074970242
0.309880607459901 0.501956023221549 0.255037594744622 0.343064401240449 0.365815138489514 0.89950701468536 0.845429623564566 0.933217008731207 0.886612681051686
0.730165629362707 0.700342140866221 0.799017948781462 0.910559634480971 0.908773536106231 1 1 0.928536372956855 0.941244257163256
0.901408585605302 0.281678327545319 0.530531399751161 0.675615999056198 0.758150738952579 0.195371854930573 0.493640627002649 0.143129401601015 0.258782793399753
0.979130237150328 0.515886922414574 0.350918297832903 0.600393904109408 0.600393904109402 0.435231695610921 0.811521498307816 0.635716102020583 0.928712105641427
0.0135955974459846 0.0220255554322805 0.106600273803601 0.111798883423092 0.0955440529809777 0.810613786849345 0.737479887600614 0.68161592548677 0.352828482976813
0.848179016414531 0.473316248696507 0.93626873704224 0.798319406873002 0.725496238364338 0.676499066162249 0.692882795210974 0.897517897182974 0.892347215022107
0.537750265949365 0.762737359670921 0.372133639014587 0.428743296322067 0.443584084343101 1 1 1 0.888478555911075
0.416089947363311 0.232731887133513 0.789485932391551 0.23412583042166 0.234125830421665 0.899512011348055 0.886291118296927 0.759967331227877 1
0.273424386840499 0.362578964602078 0.132642489076335 0.218592958520972 0.218592958520982 0.772443456813026 0.348051994622598 0.19515319443337 0.141008899544852
0.636165665241699 0.69426432491742 0.335583520835697 0.715688334425271 0.724098877540862 0.510983728666681 0.697370059246891 0.938011753663691 0.824968299074555
0.100551827278166 0.140602566088274 0.339504425375945 0.131605182621707 0.168317388080741 0.334374330522145 0.337765957432189 0.862215374038456 0.719406212056053
0.437494227865221 0.177691410590205 0.360116800284146 0.357813225250132 0.45277808292343 0.363421778901991 0.481672959005018 0.14787658823748 0.297609978033886
0.624945468976969 0.99411157759354 0.312954310802956 0.416848230334706 0.394036943974356 0.754042929673058 0.63336145195414 0.474545503334839 0.49868648891653
0.62582276703707 0.946578535626941 0.493876137984661 0.681597622821826 0.767473296973445 0.67469169357807 0.867466933170959 0.299204599878171 0.52932260900751
0.174126687888389 0.0181733628051886 0.641102760788159 0.324962145566512 0.31718747859898 0.741216049110567 0.520499712411841 0.794137957960891 0.812567068700158
0.0443187544240379 0.0888044934003522 0.0562230274430764 0.116374100286434 0.127407462857634 0.335280291858071 0.617466355869727 0.163936930620661 0.183612415469006
0.283186548508878 0.307185670149025 0.692531591019846 0.752822871370885 0.765005209156106 0.514503678810807 0.36495706163255 0.70648218961781 0.683122596356994
0.0810808494305102 0.000349691674000814 0.0335390233583586 0.00136160222228389 0.00136160222228494 0.385906591570148 0.593690251320649 0.690268912004485 0.208394174802347
0.83701842051026 0.073737259530971 0.993222410839187 0.604570889556361 0.561486718980294 0.483942609458629 0.745211738356595 1 0.882197963947756
0.40452821811515 0.28318401606555 0.645433539418131 0.508112427941758 0.458167169002964 0.379946778813833 0.595340525922265 0.797468482890572 0.629295117322332
0.997963984658211 0.582051816824208 0.904260728711393 0.691821783694522 0.523666776499403 1 1 0.600212581315759 0.788996720341539
0.687665397530235 0.232726686045666 0.581381838420773 0.455711875234415 0.412554445177886 0.545660223368088 0.450795087314744 0.60949189115401 0.817752567781286
0.875235552217844 0.046363127257513 0.371553381415956 0.105496746147878 0.0990997042412197 0.160972390054999 0.311291010368493 0.678698639757463 0.455058310370816
0.800110504096773 0.181687642042375 0.714594140379689 0.388445550640108 0.317887083572345 0.611811089787276 0.919746476579095 0.180602940344998 0.127080035199976
0.343083054518433 0.0440928837677942 0.0316624667663379 0.00758152942975928 0.00758152942975188 0.700071240467777 0.419324562987089 0.0364384499968657 0.10428801475395
0.739567866899618 0.865495821267278 0.55458567401136 0.773210632025566 0.768281744981154 0.910116781244321 1 1 0.615361698923231
0.0226109884069845 0.0249363965407603 0.162443638855257 0.315468210406459 0.355737293160107 0.444643928508442 0.743457984204387 0.320130935523812 0.511517204063432
0.973392200355295 0.631365746222582 0.545128165028875 0.657165861647197 0.657165861647109 0.936769318958222 0.775814584639719 1 0.898800214913115
0.567227813462637 0.497285939053526 0.713882486839366 0.788072091842383 0.824658417254278 0.530529116165282 0.630645823804926 0.489659493267187 0.324036861197274
0.0374139425407194 0.223866930492665 0.307819668132147 0.5112317678044 0.594295289003939 1 0.909417852426857 0.595946714672963 0.678991464553095
0.541684158402892 0.303758804028 0.871752835090959 0.499635352562146 0.510528408428679 0.294670393111902 0.397250129218932 0.436560682248219 0.239754681882653
0.33554672591628 0.683799599902255 0.176742357382519 0.881141484237869 0.793727519991359 0.293548171809309 0.195504629064273 0.800200560903046 0.654540569848383
0.703113586747401 0.863955557329555 0.955604747059785 0.927901150136672 0.989187055742526 0.140297645090156 0.321865659096048 0.142817133002102 0.153297998099471
0.271125279473783 0.83876308213328 0.248601720908802 0.815919358023192 0.821084875245712 1 1 0.711510028286803 0.468155564329617
0.38141289978521 0.356267744423657 0.23298245064032 0.612875404110926 0.494754189780525 0.806121875273384 0.711525440598082 0.795496407510226 1
0.590515331680121 0.0239749361222968 0.321422645773557 0.292163815322754 0.311480130857084 0.707072637455034 0.33598985764614 0.926961068370662 0.68602609804109
0.909893681139539 0.358810134314044 0.707783017432162 0.654565362033345 0.685446906263061 0.867215457089942 0.938711079902418 0.73231240378699 0.940372921417838
0.542966657788827 0.108995274370282 0.407012498398493 0.212788419441122 0.286225434380257 0.57050976358966 0.434488495372286 0.589151892290516 0.426165556023946
0.806933319556544 0.630666872450578 0.945695561898986 0.938547171609938 0.9701587683265 0.607964358934682 0.711167949866799 0.540086697778053 0.576534991328181
0.000105518250167509 0.00725535842791355 0.00204543889037821 0.0242853466420475 0.0263743938790002 0.182174754450544 0.28055404671627 0.00232613553451577 0.00500256628291562
0.457572992656433 0.606784120926458 0.907522403112266 0.399645123264297 0.426007271993983 0.651403914842939 0.25936961332617 1 0.933102092334105
0.798666885102754 0.8684487429993 0.92115648830733 0.476922912814778 0.404646647722005 0.92615098496682 0.923753010979336 0.829474763912176 0.606489358419273
0.0675838344025398 0.832630533429066 0.318309345832489 0.879555650680513 0.896069411812491 0.584393186313398 0.514083274377394 0.896303465128372 0.821425216938212
0.381619492263887 0.222580689106868 0.693994903429963 0.457450185165287 0.519154418793054 0.46511927117956 0.793200046181995 0.673899903952942 0.862463374988125
0.654647845028629 0.429679948094041 0.438755837806051 0.58841246774617 0.573288406556111 0.617306821933433 0.659414284700964 0.386255225094784 0.365297264433721
0.00251401764180148 0.0667274310322114 0.0338726337340236 0.441763768579896 0.454896881793477 1 1 0.457541128180662 0.593185087234103
0.931469076888686 0.590607154653426 0.173294695916908 0.833181333961096 0.885221364127666 0.251707423244353 0.208437672718716 0.785060322758253 0.680019718951017
0.316630528285657 0.45206890150484 0.707351579981097 0.506309502637763 0.60905176322035 1 0.913345578131027 0.803872445001877 1
0.861129800821141 0.461584029486142 0.907752989754252 0.760140255557866 0.808907297822961 0.370336526603203 0.675470269140803 0.733220450468886 0.820844765284903
0.809043271634063 0.249164987757515 0.844167320871896 0.450495579902347 0.552427716169937 1 1 0.748162165245797 0.922234630682015
0.0249091391893404 0.920447266295168 0.0103441289026777 0.882004224982703 0.95295431915887 0.73617220274373 0.585876291956409 0.0873943793096945 0.379476825305189
0.728765319451397 0.163823277616304 0.34306967984462 0.710661366740478 0.710661366740431 0.760967548036765 0.856548286272223 1 1
0.188859537262505 0.682055752782842 0.625213917302341 0.608451252561489 0.574924896626246 0.152932610117571 0.247063553289754 0.938343730857682 1
0.836758292011277 0.78265828543871 0.527350732650465 0.873208974178612 0.890511293139169 0.358902239578913 0.542843941641123 0.429899621034644 0.74676148026858
0.00421938370012908 0.0225443068349332 0.00913058687949813 0.0243270796054052 0.0190968134503617 0.329982486739757 0.571344624771725 0.656570222036674 0.640653258621594
0.0588670270853085 0.258489471132489 0.0732770343575386 0.114359112285273 0.150485097742153 0.297230969937808 0.414862622078045 0.116431212888297 0.103456808360862
0.53719242910573 0.0369975964222095 0.185919901038373 0.0263019908988175 0.0212695174358086 0.00742009353928674 0.0111635283529614 0.141608970434345 0.0642137537628312
0.00914838213032546 0.547403016752262 0.072227740707873 0.696962387454901 0.696962387454834 0.619618160475663 0.677004120330376 0.730664763863771 0.886698022458061
0.226506328645787 0.177805679476019 0.588559019401879 0.111545213826707 0.106591759179455 0.538624074814894 0.6701666760032 0.447250499791493 0.882436094096504
0.928504151485411 0.814932420102582 0.999196354460211 0.195900700962576 0.213563760593352 0.715632337167128 0.809812805959444 0.834940839936207 0.938067968696111
0.241243062247293 0.77472027657182 0.349687079043075 0.727989747113875 0.805733445474197 0.887068327047551 0.812077106854133 0.618473755768784 0.63467545942288
0.882358551335269 0.862470645465978 0.351522956823242 0.323336228545852 0.367394503956097 0.244925672646338 0.340423703159293 0.439741047867128 0.336063912750192
0.183235328509111 0.0730055691087275 0.258078730998447 0.233816245229931 0.196264591082064 0.55312746852657 0.431718944129904 0.557718992733596 0.797368564435646
0.810085701259611 0.763609347736035 0.86323073574707 0.866217225712002 0.878148536826696 0.781264304124507 0.774611716389075 0.494529717135486 0.378547934866564
0.418096536324332 0.125929592428523 0.995620677643478 0.181887553998906 0.240546342973508 0.468858125461256 0.222933046365693 0.604873644622405 0.102888044532756
0.121350487365699 0.903947129949391 0.453267489898692 0.93428580643706 0.791288535650622 0.190381798591045 0.207257710695237 0.470675045298108 0.436584072070026
0.907078974285095 0.810064077834581 0.841081829652692 0.91754162818641 0.847984478954093 0.890832834378428 0.883982520108772 0.311400194719095 0.494220803268888
0.520108817564295 0.470811707744051 0.885981867191069 0.426485395775346 0.409906054402722 0.441196200144674 0.72935912044116 0.255873970538966 0.200966538735708
0.759418049736665 0.487041940217972 0.972500395996995 0.957765834589518 0.951731405481852 0.525232366828545 0.595425001907807 1 0.849151608788052
