prox_p prox_int_p prox2_p prox2_all_p prox2_int_p iecat_p skat_int_p skat_ext_p skat_all_p iecat_p_syn skat_int_p_syn skat_ext_p_syn skat_all_p_syn
0.112845091460864 0.0522262287895539 0.505061203746047 0.269655354769811 0.309428706643442 0.13901507056062 0.158865492798498 0.682905847012172 0.481326743292566 0.783811654274533 1 0.782377170222125 0.821518154959167
0.0612406805193562 0.875071203867882 0.177070115646852 0.658228895343863 0.660244052598139 0.544650567513591 0.577450452401784 0.540104800871354 0.327319305217369 0.703550386157193 0.799166557001001 0.270703549073341 0.533861500487623
0.124915411524107 0.172604594554104 0.102355863294317 0.0630932894273022 0.0735383796463192 0.576466632181799 0.265603043658379 0.0319934366039444 0.0998401016144754 0.662028849008841 0.47142554557481 1 0.590690575588921
0.482808143409271 0.523068835287901 0.8193441993889 0.640209496338229 0.666279481233677 0.29342772685791 0.517451439385387 0.826242225512142 0.550893251485438 0.498510584748292 0.462644229638907 0.186854238135759 0.177174033872657
0.294796220524992 0.429114871626504 0.414589001177509 0.517260008018785 0.570495817645713 0.0897988521758502 0.194610846661958 0.137357840888994 0.0545507763757458 0.827204872947682 0.850397665272116 0.326499604080965 0.394078553251884
0.888508010746703 0.534713352982344 0.39283849897593 0.26563579921394 0.277719124610818 0.295435017604574 0.408430275720309 0.362501697119129 0.284567751015321 0.366645596132459 0.562977005240576 0.841463788154871 0.623314440306622
0.998656488972709 0.162057462026759 0.463707695774691 0.269477729329329 0.279060584428603 0.0985910912294207 0.161758485058207 0.656751767464483 0.545904502050555 0.582980901009255 0.320743018433574 0.69883164865542 0.740808807622181
0.199162424728549 0.866203672686315 0.215029985175885 0.649507836602999 0.652215976695803 0.653044823105105 0.649961021615688 0.424695971999543 0.663163690031759 0.378671659980667 0.212073362903166 0.71991357672736 0.390514984989231
0.606613675341565 0.81713845299685 0.898297024777238 0.494318832580175 0.539664975870933 0.860264069782161 1 0.614712319484368 0.740039244681113 0.430630417991404 0.458579062577022 0.655980159885463 0.778919147056123
0.766133705867972 0.780741202336281 0.452215168641217 0.548412773995415 0.555946457973755 0.567852789682865 0.497349027114611 0.322346465064556 0.613029242586822 0.740362756424876 0.393789978429065 0.788532066637166 0.632076924027756
0.162308681332444 0.358551038043598 0.899227423231289 0.418563267148835 0.330150705377218 0.685574042906489 0.854399541004629 0.84210378101423 0.828793813197344 0.273281531564246 0.323491294199465 0.809713145844444 0.714415330727621
0.0651251899622663 0.330547981908735 0.120795349566828 0.654249884540719 0.515588318210621 0.724647944089068 0.761700056538272 0.749066942726499 0.692614746996302 0.901362773785602 0.844746928033797 0.274818663038382 0.436293436990426
0.862332269257567 0.803417521487165 0.576298510405787 0.887886033468097 0.851462077592603 0.705948528971629 0.884701372048993 0.481780672695167 0.578660310275346 1 0.851335255520612 0.890429011512158 1
0.627377818074071 0.559196658131213 0.89031738136196 0.854395205312783 0.854395205312914 0.127868858897081 0.151412124519614 0.301084349003766 0.256734807441988 0.605987694103494 0.76638228389192 0.581053631614134 0.515324448600891
0.998479511145364 0.947734168965054 0.746110335541979 0.51103950184792 0.512720461433981 0.0870567159509099 0.437532308751931 0.393335863236286 0.149930529117904 0.545565992601881 0.470133108792535 0.801580432609506 0.932748275206904
